BioProject,BioSample,Organism,sex,Country,Continent,Submitter_Id,Population,Sample,Locality,Organism.x,Organism.y,refGenome,refSpecies,N_DATA,N_GENOTYPES_FILTERED,N_MISS,F_MISS,N_SITES,MEAN_DEPTH,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,cluster,SampleType,rel_cluster
PRJEB7359,SAMEA3172319,Ficedula_hypoleuca,male,Sweden,Europe,OP_CJ23028,OP,CJ23028,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,1696064,0.0142899,34371242,12.4097,0.085963,0.028287,0.036296,-0.00701296,-0.0534887,0.0143773,0.0014164,-0.001678,-6.04388e-4,-0.00407465,cluster_5,outgroup,NA
PRJEB7359,SAMEA3172333,Ficedula_hypoleuca,male,Sweden,Europe,OP_CL76505,OP,CL76505,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,1709584,0.0144038,34368553,11.9218,0.0859759,0.0278746,0.0363561,-0.00584996,-0.0537081,0.0140495,0.00124493,-0.00289312,0.00233973,-0.00142363,cluster_5,outgroup,NA
PRJEB7359,SAMEA2785546,Ficedula_hypoleuca,female,Sweden,Europe,SP_20-1,SP,20-1,Uppsala,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,1750370,0.0147475,34368007,10.1873,0.0858777,0.0280774,0.0367214,-0.00515713,-0.0536193,0.0178867,6.34868e-4,0.00151326,0.00278467,-0.00271444,cluster_5,outgroup,NA
PRJEB7359,SAMEA3167993,Ficedula_hypoleuca,female,Czech Republic,Europe,CZP_522957,CZP,522957,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,1768035,0.0148963,34366826,13.1979,0.0871787,0.0281867,0.0375228,-0.00481361,-0.0604158,0.0205573,0.00122973,0.00230811,0.00147022,-0.00119649,cluster_5,outgroup,5
PRJEB7359,SAMEA3172324,Ficedula_hypoleuca,female,Sweden,Europe,OP_CK53444,OP,CK53444,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,1774135,0.0149477,34370714,11.5164,0.0865257,0.0281204,0.0372794,-0.00631606,-0.0583058,0.0208639,-2.33758e-4,0.00191886,-9.10319e-4,0.00289458,cluster_5,outgroup,NA
PRJEB7359,SAMEA2785555,Ficedula_hypoleuca,female,Sweden,Europe,SP_SV7,SP,SV7,Uppsala,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,1786953,0.0150557,34370304,14.9368,0.0866653,0.0282281,0.0366428,-0.0071925,-0.0536627,0.0206096,-0.00154166,0.00177524,0.00221675,-0.00588277,cluster_5,outgroup,NA
PRJEB7359,SAMEA3167994,Ficedula_hypoleuca,male,Czech Republic,Europe,CZP_522958,CZP,522958,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,1789196,0.0150746,34369668,15.2059,0.0867358,0.0282841,0.0374917,-0.00676715,-0.0641525,0.0165944,5.76217e-4,-0.00186664,-0.00127442,-0.00780379,cluster_5,outgroup,NA
PRJEB7359,SAMEA3167986,Ficedula_hypoleuca,male,Czech Republic,Europe,CZP_312480,CZP,312480,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,1790215,0.0150832,34368324,11.6579,0.0870018,0.0289133,0.03769,-0.00663275,-0.0485832,0.0108646,8.76117e-5,-0.00208099,-8.34642e-4,-0.00414313,cluster_5,outgroup,NA
PRJEB7359,SAMEA3172316,Ficedula_hypoleuca,female,Sweden,Europe,OP_CA91255,OP,CA91255,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,1800425,0.0151692,34372551,16.3081,0.0880382,0.0288051,0.037951,-0.00642227,-0.0541252,0.0197842,-4.87446e-4,0.00496404,0.00214913,-0.00251698,cluster_5,outgroup,NA
PRJEB7359,SAMEA3172490,Ficedula_hypoleuca,female,Spain,Europe,E_F_1,E,F_1,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,1846996,0.0155616,34369989,19.0513,0.080876,0.0253563,0.0318612,0.00635387,0.209184,-0.0732629,-5.98308e-4,-1.74863e-4,5.95876e-5,0.0070807,cluster_2,outgroup,NA
PRJEB7359,SAMEA2785544,Ficedula_hypoleuca,female,Sweden,Europe,SP_18-2,SP,18-2,Uppsala,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,1883058,0.0158654,34367022,11.3076,0.0853145,0.027999,0.0365158,-0.00454709,-0.0509291,0.0195557,-8.67714e-4,0.00102573,0.00235142,0.00622333,cluster_5,outgroup,NA
PRJEB7359,SAMEA2785556,Ficedula_hypoleuca,female,Sweden,Europe,SP_SV8,SP,SV8,Uppsala,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,1899137,0.0160009,34368915,12.4798,0.0864822,0.0279675,0.0369649,-0.00416636,-0.0496608,0.0171032,-2.99071e-5,0.00244399,0.00120867,-0.00340981,cluster_5,outgroup,NA
PRJEB7359,SAMEA3172325,Ficedula_hypoleuca,female,Sweden,Europe,OP_CK53825,OP,CK53825,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,1929017,0.0162526,34366644,11.9634,0.0856675,0.0277717,0.0365436,-0.0047794,-0.0488228,0.0183063,-0.00112454,7.37206e-5,-6.88487e-4,0.00138933,cluster_5,outgroup,NA
PRJEB7359,SAMEA3172328,Ficedula_hypoleuca,female,Sweden,Europe,OP_CK53888,OP,CK53888,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,1935687,0.0163088,34369305,9.64289,0.0860818,0.0282685,0.0374275,-0.00364324,-0.0471644,0.017085,0.0013288,0.00318149,-5.32931e-4,0.00465002,cluster_5,outgroup,NA
PRJEB7359,SAMEA3172323,Ficedula_hypoleuca,male,Sweden,Europe,OP_CK53268,OP,CK53268,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,1963395,0.0165423,34369862,14.8899,0.0864969,0.0282272,0.0376722,-0.00685732,-0.0541234,0.013395,-4.56703e-4,-0.00200698,-0.00101683,-0.00452033,cluster_5,outgroup,NA
PRJEB7359,SAMEA2785547,Ficedula_hypoleuca,female,Sweden,Europe,SP_SP17-2,SP,SP17-2,Uppsala,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,1973958,0.0166313,34367406,12.0423,0.0856231,0.0279694,0.0369468,-0.00519848,-0.0468039,0.0180305,-7.78935e-4,0.00259011,0.00120347,0.00676855,cluster_5,outgroup,NA
PRJEB7359,SAMEA3167991,Ficedula_hypoleuca,female,Czech Republic,Europe,CZP_522955,CZP,522955,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,1975326,0.0166428,34367768,12.9814,0.0872094,0.0287268,0.0377716,-0.00534292,-0.0715261,0.028233,-9.40655e-4,0.00351374,0.00271745,0.00471702,cluster_5,outgroup,9
PRJEB7359,SAMEA3167988,Ficedula_hypoleuca,female,Czech Republic,Europe,CZP_312496,CZP,312496,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,1983571,0.0167123,34367031,12.4661,0.0868854,0.028328,0.0376513,-0.00127561,-0.0745112,0.0253145,-3.71851e-4,0.00282242,0.00217557,0.0136919,cluster_5,exclude,8
PRJEB7359,SAMEA3167990,Ficedula_hypoleuca,male,Czech Republic,Europe,CZP_522954,CZP,522954,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,1987479,0.0167452,34367928,10.8035,0.0863292,0.0282407,0.0372417,-1.4527e-4,-0.0548456,0.0136194,-2.29918e-4,-0.0044104,0.00129505,-0.00643024,cluster_5,outgroup,NA
PRJEB7359,SAMEA3172334,Ficedula_hypoleuca,male,Sweden,Europe,OP_CL76525,OP,CL76525,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,2000302,0.0168532,34368945,11.9841,0.0863178,0.0285441,0.0374671,-0.00419892,-0.0566388,0.0127264,-8.97752e-4,-0.00134924,8.89701e-4,-0.00639896,cluster_5,outgroup,NA
PRJEB7359,SAMEA2785557,Ficedula_hypoleuca,female,Sweden,Europe,SP_SV9,SP,SV9,Uppsala,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,2003055,0.0168764,34367806,11.1041,0.0860526,0.0279073,0.0359568,-0.00388764,-0.0533339,0.0194369,6.68467e-4,0.00241641,2.78139e-5,0.00121526,cluster_5,outgroup,NA
PRJEB7359,SAMEA3167983,Ficedula_hypoleuca,male,Czech Republic,Europe,CZP_312467,CZP,312467,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,2022909,0.0170437,34367324,12.6687,0.0840683,0.0277674,0.0362296,-0.00230366,-0.0488385,0.0129543,-6.05874e-4,-0.00131144,-0.00222257,-0.00500318,cluster_5,outgroup,NA
PRJEB7359,SAMEA3172320,Ficedula_hypoleuca,female,Sweden,Europe,OP_CJ23501,OP,CJ23501,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,2025572,0.0170662,34366464,11.5535,0.0860716,0.0280699,0.0370444,-0.00621221,-0.0511224,0.02002,6.58689e-4,6.66633e-4,7.78568e-4,-0.00194989,cluster_5,outgroup,NA
PRJEB7359,SAMEA3167992,Ficedula_hypoleuca,male,Czech Republic,Europe,CZP_522956,CZP,522956,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,2029935,0.0171029,34371795,13.1574,0.0864425,0.0284835,0.0379091,-0.00616053,-0.0646108,0.0160263,-6.82446e-4,-0.0010785,-3.24281e-4,-0.00832193,cluster_5,exclude,5
PRJEB7359,SAMEA3167981,Ficedula_hypoleuca,female,Czech Republic,Europe,CZP_312382,CZP,312382,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,2045519,0.0172342,34367597,18.0133,0.0857081,0.0283814,0.0368623,-0.00378874,-0.0547547,0.020507,-7.08709e-4,0.00217757,-0.00262135,0.00879806,cluster_5,outgroup,NA
PRJEB7359,SAMEA3172318,Ficedula_hypoleuca,female,Sweden,Europe,OP_CC30243,OP,CC30243,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,2155034,0.0181569,34370743,11.5534,0.0862798,0.0282535,0.0369452,-0.00566273,-0.0547005,0.0209552,1.06598e-4,0.00406537,0.00160123,0.00103682,cluster_5,outgroup,NA
PRJEB7359,SAMEA3172493,Ficedula_hypoleuca,female,Spain,Europe,E_F_45,E,F_45,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,2161746,0.0182135,34369311,13.2149,0.0793233,0.025215,0.0310492,0.00735456,0.202646,-0.0710588,-2.62957e-5,1.93696e-4,-0.00469771,-0.00111602,cluster_2,outgroup,NA
PRJEB7359,SAMEA3167996,Ficedula_hypoleuca,female,Czech Republic,Europe,CZP_522961,CZP,522961,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,2188285,0.0184371,34371106,13.7691,0.0865786,0.0282201,0.0374068,-0.00425497,-0.0694403,0.0272878,-6.41088e-4,0.0049431,0.00232926,0.00574303,cluster_5,exclude,9
PRJEB7359,SAMEA3172506,Ficedula_hypoleuca,male,Spain,Europe,E_M_90,E,M_90,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,2196301,0.0185046,34368266,12.5969,0.0784543,0.0253187,0.0307147,0.00456874,0.1941,-0.0705781,0.00190651,-0.00291857,-0.00217244,-0.00288807,cluster_2,outgroup,NA
PRJEB7359,SAMEA3172496,Ficedula_hypoleuca,female,Spain,Europe,E_F_57,E,F_57,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis\n,118689414,0,2291861,0.0193097,34367972,16.069,0.0787825,0.0255473,0.0312055,0.00403132,0.203265,-0.0679787,0.00129626,0.00202244,0.00220453,0.003005,cluster_2,outgroup,NA
PRJEB7359,SAMEA3167997,Ficedula_hypoleuca,male,Czech Republic,Europe,CZP_522963,CZP,522963,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,2374591,0.0200068,34371216,13.1311,0.0860056,0.0282577,0.0374499,-0.00495208,-0.0623903,0.0152324,0.00178851,-0.00122074,-9.07043e-5,-0.00473152,cluster_5,outgroup,NA
PRJEB7359,SAMEA3167998,Ficedula_hypoleuca,male,Czech Republic,Europe,CZP_522964,CZP,522964,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,2388401,0.0201231,34369922,14.6592,0.0849454,0.0282918,0.0364246,-0.00590332,-0.0498024,0.0127379,1.08465e-5,-0.00192988,-9.42555e-5,-0.00212511,cluster_5,outgroup,NA
PRJEB7359,SAMEA3172317,Ficedula_hypoleuca,male,Sweden,Europe,OP_CA91262,OP,CA91262,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,2467012,0.0207854,34367468,14.6573,0.0855056,0.0282354,0.0367963,-0.00510377,-0.0529014,0.0127722,9.65119e-4,-0.00307061,0.00247911,-0.00487262,cluster_5,outgroup,NA
PRJEB7359,SAMEA3174146,Ficedula_semitorquata,female,Bulgaria,Europe,FST_4,FST,4,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,2515932,0.0211976,21311436,5.12802,-0.0012224,-0.193431,0.0499006,-0.0149058,0.00612626,0.00495156,-0.0524619,0.22638,0.630368,-0.0227694,cluster_8,outgroup,NA
PRJEB7359,SAMEA3172498,Ficedula_hypoleuca,female,Spain,Europe,E_F_84,E,F_84,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,2539279,0.0213943,34367907,14.5427,0.0777122,0.0247127,0.0304517,0.0046644,0.191402,-0.0683952,5.3508e-4,0.00103101,-0.00299078,4.88482e-5,cluster_2,outgroup,NA
PRJEB7359,SAMEA3172329,Ficedula_hypoleuca,male,Sweden,Europe,OP_CK53891,OP,CK53891,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,2540380,0.0214036,34367721,9.84157,0.084963,0.0281192,0.0358711,-0.00756091,-0.0539234,0.0140035,-5.72406e-4,-0.002219,-0.00146583,-0.00807697,cluster_5,outgroup,NA
PRJEB7359,SAMEA3172497,Ficedula_hypoleuca,female,Spain,Europe,E_F_83,E,F_83,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,2605675,0.0219537,34366950,9.99123,0.076533,0.0246717,0.0299587,0.00603245,0.197051,-0.0670058,-2.01419e-4,0.00173285,-0.00256424,0.00357869,cluster_2,outgroup,NA
PRJEB7359,SAMEA3174130,Ficedula_semitorquata,female,Bulgaria,Europe,FST_16,FST,16,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,2614689,0.0220297,21314463,5.64968,-0.00177147,-0.19456,0.0496464,-0.0133598,0.0069392,0.00318248,-0.0358504,0.260044,0.617035,-0.0350907,cluster_8,outgroup,NA
PRJEB7359,SAMEA3172503,Ficedula_hypoleuca,male,Spain,Europe,E_M_4,E,M_4,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,2656185,0.0223793,34365010,8.05978,0.0766143,0.0247463,0.0299543,0.0044913,0.19446,-0.0716789,1.25558e-4,-0.00333923,5.8913e-4,-5.81794e-4,cluster_2,outgroup,NA
PRJEB7359,SAMEA3172505,Ficedula_hypoleuca,male,Spain,Europe,E_M_7,E,M_7,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,2682257,0.022599,34368538,10.1744,0.0769275,0.0247522,0.0303524,0.00493646,0.194897,-0.0733308,0.00180954,-0.00426737,-3.62807e-4,-0.00416217,cluster_2,outgroup,NA
PRJEB7359,SAMEA3172495,Ficedula_hypoleuca,female,Spain,Europe,E_F_52,E,F_52,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,2702526,0.0227697,34368338,14.8584,0.0776909,0.024673,0.0300936,0.00461486,0.202179,-0.0693418,0.00119638,-0.00173598,-0.00160653,0.00184862,cluster_2,outgroup,NA
PRJEB7359,SAMEA3172501,Ficedula_hypoleuca,male,Spain,Europe,E_M_29,E,M_29,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,2727671,0.0229816,34366897,7.39369,0.0773804,0.0247439,0.0301572,0.00599055,0.194358,-0.0719753,-0.00191259,-0.0051857200000000004,-0.0026689,-0.00738528,cluster_2,outgroup,NA
PRJEB7359,SAMEA3172489,Ficedula_hypoleuca,female,Spain,Europe,E_F14,E,F14,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,2856313,0.0240654,34365433,8.8537,0.0774276,0.0249571,0.0304711,0.00598087,0.191891,-0.0648113,-7.88429e-4,-1.16205e-4,0.00298688,0.0093225100000000009,cluster_2,outgroup,NA
PRJEB7359,SAMEA3172492,Ficedula_hypoleuca,female,Spain,Europe,E_F31,E,F31,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,2862931,0.0241212,34366686,8.75187,0.0771818,0.0250829,0.0303197,0.00396109,0.205887,-0.0712003,0.00145152,1.3649e-5,-5.19452e-5,0.00228026,cluster_2,outgroup,NA
PRJEB7359,SAMEA3172500,Ficedula_hypoleuca,male,Spain,Europe,E_M_230_1,E,M_230_1,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,2991418,0.0252037,34366601,8.17203,0.0755112,0.0243991,0.0295501,0.00421934,0.189563,-0.0692855,-2.21495e-4,-0.00352833,-0.00375449,-0.00546729,cluster_2,outgroup,NA
PRJEB7359,SAMEA3167987,Ficedula_hypoleuca,male,Czech Republic,Europe,CZP_312490,CZP,312490,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,3192573,0.0268985,34367465,12.8319,0.0835503,0.0274363,0.0356232,-0.00453564,-0.0486552,0.0139563,-0.00105056,-0.00276672,2.01813e-4,0.005995,cluster_5,outgroup,NA
PRJEB7359,SAMEA3172494,Ficedula_hypoleuca,female,Spain,Europe,E_F4,E,F4,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,3208863,0.0270358,34367318,8.61649,0.076727600000000007,0.0244856,0.0298451,0.00362192,0.202354,-0.0705735,5.07379e-4,0.00375859,-0.00205991,0.00198174,cluster_2,outgroup,NA
PRJEB7359,SAMEA3172499,Ficedula_hypoleuca,male,Spain,Europe,E_M_14,E,M_14,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,3345129,0.0281839,34366224,6.25818,0.0744967,0.0243319,0.0298147,0.00382592,0.193281,-0.0701349,8.18755e-4,-0.00291695,-0.00247386,-0.0014265,cluster_2,outgroup,NA
PRJEB7359,SAMEA3172330,Ficedula_hypoleuca,male,Sweden,Europe,OP_CK53898,OP,CK53898,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,3395308,0.0286067,34366862,7.53669,0.0822785,0.0271228,0.0351074,-0.00612423,-0.050331,0.0139145,4.29845e-4,-0.00176578,0.00147632,0.00215344,cluster_5,outgroup,NA
PRJEB7359,SAMEA2785545,Ficedula_hypoleuca,female,Sweden,Europe,SP_19,SP,19,Uppsala,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,3471627,0.0292497,34365811,10.8014,0.082549,0.0271682,0.0355054,-0.00252005,-0.0428588,0.0148903,-4.91289e-4,0.00104585,-1.73636e-4,0.00608921,cluster_5,outgroup,NA
PRJEB7359,SAMEA3172327,Ficedula_hypoleuca,male,Sweden,Europe,OP_CK53886,OP,CK53886,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,3594385,0.030284,34365680,7.46488,0.0829964,0.02712,0.0353457,-0.00638733,-0.0484505,0.01283,-2.64102e-4,-0.00129105,-9.0362e-5,0.0014562,cluster_5,outgroup,NA
PRJEB11502,SAMEA3638020,Ficedula_albicollis,male,Sweden,Europe,u014,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,4665649,0.0393097,31588585,19.3762,-0.0521191,0.0192303,0.00280338,-0.00869247,-0.0191151,-0.0557864,0.0010324,8.70542e-4,-0.002638,-0.00234742,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638027,Ficedula_albicollis,male,Sweden,Europe,u101,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,4702885,0.0396235,31709197,13.1956,-0.0520451,0.0196605,0.0033511,-0.00585597,-0.0187064,-0.050573,-1.31668e-4,0.00211949,1.76117e-4,0.00152255,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638005,Ficedula_albicollis,male,Sweden,Europe,u019,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,4709402,0.0396784,31548313,17.9065,-0.05228,0.0191881,0.00274693,-0.00813421,-0.023057,-0.0608471,7.01099e-4,0.0016088,-0.00109836,0.00360855,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638016,Ficedula_albicollis,male,Sweden,Europe,u025,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,4821640,0.040624,31440487,16.6264,-0.0511414,0.0193544,0.0025052,-0.00498023,-0.0176313,-0.0491677,-8.4371e-4,8.56124e-4,-9.34417e-4,3.75278e-6,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638004,Ficedula_albicollis,male,Sweden,Europe,u032,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,4863392,0.0409758,31474983,16.7535,-0.05187,0.0193695,0.00256124,-0.0060581,-0.0178443,-0.0489956,-0.00113801,0.00468057,-0.00325453,1.63692e-4,cluster_3,ingroup,NA
PRJEB7359,SAMEA3166426,Ficedula_albicollis,female,Czech Republic,Europe,CZC_82352,CZC,82352,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,4913997,0.0414022,31604120,16.4593,-0.0466582,0.0163321,0.00234571,0.00233668,0.0309532,0.0958917,0.00158914,-8.05231e-4,-0.00204383,0.00583402,cluster_4,ingroup,NA
PRJEB11502,SAMEA3638026,Ficedula_albicollis,male,Sweden,Europe,u139,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,4923060,0.0414785,31269888,18.2306,-0.0517222,0.0194144,0.00296168,-0.00999839,-0.0207487,-0.0528228,1.9644e-4,0.00233467,-0.00232044,-0.00230239,cluster_3,ingroup,NA
PRJEB7359,SAMEA2785393,Ficedula_albicollis,male,Sweden,Europe,OC_HB5,OC,HB5,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,4928477,0.0415241,31281021,18.3113,-0.0511501,0.0194752,0.00272608,-0.00718057,-0.018154,-0.0496122,-8.28016e-4,0.00117737,0.00139212,-0.00332258,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638037,Ficedula_albicollis,male,Sweden,Europe,u123,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,4963561,0.0418197,31459803,16.085,-0.0521511,0.0193816,0.00275944,-0.00759431,-0.0233725,-0.0635157,-0.00222081,0.00160814,6.46497e-4,4.64636e-4,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638065,Ficedula_albicollis,male,Sweden,Europe,u116,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5012113,0.0422288,31245975,17.1803,-0.0518316,0.0191764,0.00270124,-0.00904725,-0.0217556,-0.0629483,-0.00336927,0.00104794,-4.21428e-4,-1.18411e-4,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638002,Ficedula_albicollis,male,Sweden,Europe,u007,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5048119,0.0425322,31206959,16.3679,-0.0526395,0.0197091,0.00283939,-0.00716935,-0.0223,-0.0579083,-1.29685e-4,-0.00190863,5.16266e-4,0.00336611,cluster_3,ingroup,12
PRJEB7359,SAMEA2785382,Ficedula_albicollis,male,Sweden,Europe,OC_3,OC,3,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5056630,0.0426039,31095034,19.1065,-0.051358,0.0194071,0.00224949,-0.0085198,-0.0160489,-0.0497135,3.84703e-4,3.64772e-4,-2.13421e-4,-0.00368984,cluster_3,ingroup,NA
PRJEB11502,SAMEA3637995,Ficedula_albicollis,male,Sweden,Europe,u026,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5068189,0.0427013,31242857,16.2586,-0.0515883,0.0197326,0.00243445,-0.00588377,-0.018865,-0.0510998,6.95862e-4,6.29707e-4,0.00260847,1.03934e-5,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638014,Ficedula_albicollis,male,Sweden,Europe,u028,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5081770,0.0428157,31335465,16.9806,-0.0525371,0.0192844,0.0028874,-0.0084333,-0.0215864,-0.0597569,-0.00125674,0.00153165,-0.00214298,-0.00467165,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638028,Ficedula_albicollis,male,Sweden,Europe,u145,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5091759,0.0428999,31158774,20.3972,-0.0519239,0.0193958,0.0028524,-0.00870045,-0.0232906,-0.0608358,-0.00275683,0.00127592,-0.00395336,-0.00148718,cluster_3,ingroup,NA
PRJEB11502,SAMEA3637994,Ficedula_albicollis,male,Sweden,Europe,u043,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5113010,0.0430789,31132338,16.3883,-0.0512094,0.0191073,0.0021858,-0.0070405,-0.0187034,-0.0571797,-8.99452e-5,0.00215917,6.42733e-4,0.00519248,cluster_3,ingroup,NA
PRJEB7359,SAMEA3166401,Ficedula_albicollis,female,Hungary,Europe,H_52,H,52,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5117894,0.0431201,31867839,10.8465,-0.0467412,0.0163732,0.00220482,0.00354463,0.0285053,0.0887093,2.68718e-4,0.00174263,0.0020259,0.00279008,cluster_4,ingroup,NA
PRJEB7359,SAMEA2785566,Ficedula_albicollis,female,Italy,Europe,I_G13-2,I,G13-2,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5126937,0.0431962,31290627,13.6437,-0.0451894,0.0158506,0.00187303,0.0040908,0.0413695,0.122688,-0.00111186,-0.00122745,3.34474e-4,-6.76185e-4,cluster_6,ingroup,NA
PRJEB7359,SAMEA2785571,Ficedula_albicollis,male,Italy,Europe,I_LX-2,I,LX-2,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5143997,0.04334,31092867,17.3394,-0.0457809,0.0161976,0.00181661,0.00363559,0.0354896,0.110796,9.31277e-4,-0.00778183,-0.00560561,-0.011936,cluster_4,ingroup,NA
PRJEB7359,SAMEA3166415,Ficedula_albicollis,female,Czech Republic,Europe,CZC_382648,CZC,382648,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5155699,0.0434386,31213595,16.9251,-0.0469099,0.0167968,0.00242027,0.00315119,0.033518,0.104595,0.00140107,0.00182867,-0.0014135,4.45077e-5,cluster_4,ingroup,NA
PRJEB11502,SAMEA3638042,Ficedula_albicollis,male,Sweden,Europe,u149,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5183290,0.043671,31125558,16.1759,-0.0521544,0.0193664,0.00232397,-0.00636192,-0.0176632,-0.0507711,0.00162117,9.41467e-4,-0.00221872,-0.00340432,cluster_3,ingroup,NA
