BioProject,BioSample,Organism,sex,Country,Continent,Submitter_Id,Population,Sample,Locality,Organism.x,Organism.y,refGenome,refSpecies,N_DATA,N_GENOTYPES_FILTERED,N_MISS,F_MISS,N_SITES,MEAN_DEPTH,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,cluster,SampleType,rel_cluster
PRJEB11502,SAMEA3638063,Ficedula_albicollis,male,Sweden,Europe,u105,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5202777,0.0438352,31153672,13.344,-0.0516795,0.0195194,0.00244968,-0.00514413,-0.0192209,-0.050437,-4.41409e-4,-1.16905e-4,0.00121912,0.00164896,cluster_3,ingroup,NA
PRJEB7359,SAMEA2785383,Ficedula_albicollis,male,Sweden,Europe,OC_4,OC,4,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5209663,0.0438932,30997212,17.0636,-0.0511814,0.0193292,0.0028489,-0.00791288,-0.0178391,-0.0468291,1.12445e-5,6.89897e-4,6.36527e-6,-0.00383915,cluster_3,ingroup,NA
PRJEB7359,SAMEA2785573,Ficedula_albicollis,male,Italy,Europe,I_LZ-1,I,LZ-1,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5216936,0.0439545,31192194,14.3502,-0.0453486,0.0145306,0.00189364,0.00718512,0.0379441,0.113291,0.00197867,-0.00525155,0.00206038,-0.0146225,cluster_6,ingroup,NA
PRJEB11502,SAMEA3638056,Ficedula_albicollis,male,Sweden,Europe,u132,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5242881,0.0441731,31126052,13.7811,-0.0522054,0.0191608,0.00228763,-0.00855332,-0.0209986,-0.05717,8.08523e-4,0.00281205,-0.00271304,4.71094e-5,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638009,Ficedula_albicollis,male,Sweden,Europe,u017,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5246390,0.0442027,30915582,22.815,-0.0525531,0.0195157,0.00205877,-0.00810458,-0.0196679,-0.0529133,-7.16822e-5,0.00108229,-7.57781e-4,-0.00190403,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638019,Ficedula_albicollis,male,Sweden,Europe,u012,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5247254,0.04421,30941896,19.9447,-0.0524056,0.0199028,0.00248661,-0.00777203,-0.0228962,-0.0619001,0.00132028,-6.71638e-5,-0.00132856,-0.00582531,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638018,Ficedula_albicollis,male,Sweden,Europe,u030,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5253171,0.0442598,31091519,18.7251,-0.0512142,0.0193279,0.00324089,-0.00848692,-0.0189442,-0.0557751,8.39619e-4,7.32672e-4,6.19264e-5,0.00298635,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638008,Ficedula_albicollis,male,Sweden,Europe,u018,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5253899,0.0442659,31090796,15.0606,-0.0521039,0.019507,0.00283194,-0.00626738,-0.0200672,-0.0513554,-0.00131523,-0.0014164,-3.45597e-4,-5.54243e-4,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638015,Ficedula_albicollis,male,Sweden,Europe,u001,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5255985,0.0442835,31015351,16.7475,-0.0520785,0.0195074,0.00227222,-0.00699319,-0.0218043,-0.0598214,-0.00106118,0.00112632,-0.00268739,0.00412106,cluster_3,exclude,12
PRJEB11502,SAMEA3638035,Ficedula_albicollis,male,Sweden,Europe,u134,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5268138,0.0443859,31091998,14.9388,-0.0530473,0.019141,0.00282504,-0.00851572,-0.0191821,-0.0554211,-4.80597e-5,-0.00209054,-0.00259175,-0.00367784,cluster_3,ingroup,NA
PRJEB7359,SAMEA2785386,Ficedula_albicollis,female,Sweden,Europe,OC_7,OC,7,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5271244,0.0444121,31085767,15.01,-0.0499433,0.0188635,0.00211384,-0.0060737,-0.0152319,-0.0439264,9.88305e-4,0.00519097,0.00113121,0.00551658,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638006,Ficedula_albicollis,male,Sweden,Europe,u027,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5305465,0.0447004,31123584,14.7394,-0.0512928,0.019383,0.00267753,-0.00635067,-0.022612,-0.0587478,9.27928e-4,-0.0026512,-3.74522e-4,-0.00368053,cluster_3,ingroup,1
PRJEB11502,SAMEA3638045,Ficedula_albicollis,male,Sweden,Europe,u117,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5325520,0.0448694,30860084,19.857,-0.0514661,0.0192091,0.00247263,-0.00635874,-0.019247,-0.0551341,2.37579e-4,5.21439e-4,-0.00124827,5.59216e-4,cluster_3,ingroup,NA
PRJEB11502,SAMEA3637990,Ficedula_albicollis,male,Sweden,Europe,u024,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5327588,0.0448868,31111530,15.4929,-0.0513386,0.0192313,0.00232882,-0.00532373,-0.0184226,-0.0536294,-0.00153108,0.00174193,7.94404e-4,-2.76793e-4,cluster_3,ingroup,NA
PRJEB11502,SAMEA3637991,Ficedula_albicollis,male,Sweden,Europe,u042,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5336873,0.044965,30935714,15.5622,-0.0512904,0.0197509,0.00270888,-0.00829896,-0.0231231,-0.0618921,-5.13861e-4,0.00135669,-9.24134e-4,-0.00555935,cluster_3,ingroup,2
PRJEB11502,SAMEA3638038,Ficedula_albicollis,male,Sweden,Europe,u114,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5342037,0.0450085,30878703,18.1318,-0.0511245,0.0189879,0.00227929,-0.00638621,-0.0220018,-0.057476,4.87129e-4,0.00280708,0.0014769,0.00246815,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638041,Ficedula_albicollis,male,Sweden,Europe,u120,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5342568,0.045013,31070835,13.307,-0.0504186,0.0187379,0.00254204,-0.00666728,-0.0152815,-0.0352065,-6.53954e-4,0.00101104,9.53434e-5,5.58171e-4,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638031,Ficedula_albicollis,male,Sweden,Europe,u115,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5351083,0.0450848,30892722,17.1743,-0.0520204,0.0194134,0.00293125,-0.00715414,-0.0211989,-0.0530635,-5.26082e-4,0.0019462,3.12676e-5,5.43879e-4,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638055,Ficedula_albicollis,male,Sweden,Europe,u138,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5360439,0.0451636,30878176,18.0714,-0.0516852,0.0198371,0.00225809,-0.00683387,-0.017715,-0.0517871,-0.00187813,0.00174161,-4.24789e-4,0.00524115,cluster_3,ingroup,NA
PRJEB11502,SAMEA3637993,Ficedula_albicollis,male,Sweden,Europe,u036,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5368312,0.0452299,30922711,18.3244,-0.0513419,0.0198577,0.00305621,-0.00728794,-0.0219859,-0.0586954,-3.37834e-4,0.00109026,-0.0018015,-0.00414296,cluster_3,exclude,2
PRJEB11502,SAMEA3638012,Ficedula_albicollis,male,Sweden,Europe,u011,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5368383,0.0452305,30911912,15.6376,-0.0522364,0.0194433,0.00261756,-0.00846071,-0.0222926,-0.0616214,-0.00139373,-3.49734e-4,0.00117125,-0.00844107,cluster_3,ingroup,3
PRJEB11502,SAMEA3638046,Ficedula_albicollis,male,Sweden,Europe,u137,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5375978,0.0452945,31029491,16.1229,-0.0520509,0.0197157,0.00245264,-0.00623621,-0.0207266,-0.0563504,-0.00159581,0.00208696,-4.31632e-4,5.28052e-4,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638054,Ficedula_albicollis,male,Sweden,Europe,u119,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5409344,0.0455756,30909433,14.0096,-0.0514277,0.0197007,0.00248653,-0.00744729,-0.0191199,-0.0500918,-0.00229439,-3.29234e-4,0.00159104,0.00361192,cluster_3,ingroup,NA
PRJEB7359,SAMEA2785390,Ficedula_albicollis,male,Sweden,Europe,OC_HB2,OC,HB2,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5412354,0.045601,30753076,22.5536,-0.0506677,0.0194869,0.00245146,-0.00805943,-0.0186255,-0.0519581,-3.81514e-4,-0.00117951,-4.62731e-4,0.00771471,cluster_3,ingroup,NA
PRJEB12616,SAMEA3868733,Ficedula_albicollis,missing,Sweden,Europe,BY76118,OC,BY,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5413303,0.045609,30434068,36.2136,-0.0508326,0.019197,0.00256805,-0.00590033,-0.0208402,-0.0534442,-0.00160402,0.00398053,7.92085e-4,0.0132282,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638021,Ficedula_albicollis,male,Sweden,Europe,u023,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5417347,0.0456431,30913801,16.312,-0.0509727,0.0192421,0.00218043,-0.00749345,-0.0188957,-0.0513888,-2.51687e-4,0.00132212,-0.00161993,-8.53007e-5,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638066,Ficedula_albicollis,male,Sweden,Europe,u131,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5427080,0.0457251,31049451,12.3305,-0.0515457,0.0194723,0.00284756,-0.00679227,-0.0201422,-0.0547674,0.00143912,-0.0016381,-6.07097e-4,-0.00124522,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638036,Ficedula_albicollis,male,Sweden,Europe,u147,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5432572,0.0457713,30806513,16.9201,-0.0519302,0.0195707,0.00255038,-0.00738105,-0.0227756,-0.0583982,0.00132666,0.00240786,1.80719e-4,0.00869602,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638011,Ficedula_albicollis,male,Sweden,Europe,u013,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5434547,0.045788,30937986,14.5392,-0.0528509,0.020031,0.00265773,-0.0082112,-0.0244863,-0.0654714,-0.00112924,-0.00277959,0.00347049,-0.00941807,cluster_3,exclude,3
PRJEB11502,SAMEA3638064,Ficedula_albicollis,male,Sweden,Europe,u111,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5444326,0.0458704,31187130,12.5625,-0.051404,0.0191348,0.00237725,-0.00740462,-0.0185277,-0.0518467,1.81366e-4,0.00105293,-0.00225679,0.00251187,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638033,Ficedula_albicollis,male,Sweden,Europe,u121,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5450615,0.0459233,30901288,12.7791,-0.0521681,0.0197045,0.0024413,-0.00795365,-0.0220693,-0.0578795,-0.0021108,8.56483e-4,-0.00113287,0.00271361,cluster_3,ingroup,NA
PRJEB12616,SAMEA3868732,Ficedula_albicollis,missing,Sweden,Europe,BL17541,OC,BL,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5450637,0.0459235,30414893,36.1626,-0.0506828,0.0193508,0.00305413,-0.00694886,-0.0208925,-0.0533608,-9.38701e-4,0.0016284,-7.84945e-4,0.00234644,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638061,Ficedula_albicollis,male,Sweden,Europe,u142,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5451371,0.0459297,31103566,12.3823,-0.0513362,0.0189593,0.00262875,-0.00536977,-0.0203478,-0.0566373,-4.38861e-4,0.002861,-6.27749e-4,4.54207e-4,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638003,Ficedula_albicollis,male,Sweden,Europe,u029,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5451734,0.0459328,30823506,16.6745,-0.0527383,0.0196708,0.00217005,-0.00821133,-0.0212725,-0.0581869,3.36602e-4,0.00235727,5.30208e-4,-0.0044889,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638017,Ficedula_albicollis,male,Sweden,Europe,u004,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5476999,0.0461456,30827924,17.8104,-0.0507101,0.0197314,0.0025478,-0.00754067,-0.0182536,-0.049043,-0.00149902,0.00125066,-0.00402578,0.00272809,cluster_3,ingroup,NA
PRJEB7359,SAMEA2785562,Ficedula_albicollis,male,Italy,Europe,I_E30-3,I,E30-3,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5479393,0.0461658,30701085,19.0035,-0.0455496,0.0161136,0.00154308,0.00499575,0.0335951,0.10679,0.00145113,-0.00804041,-7.1718e-4,-0.00538049,cluster_6,ingroup,NA
PRJEB7359,SAMEA2785565,Ficedula_albicollis,female,Italy,Europe,I_F9-1,I,F9-1,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5482101,0.0461886,31056998,13.5206,-0.0452243,0.015947,0.00158004,0.00568936,0.0398762,0.119386,0.00234974,6.58158e-4,-0.00357601,-0.00120644,cluster_6,ingroup,NA
PRJEB11502,SAMEA3637987,Ficedula_albicollis,male,Sweden,Europe,u021,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5484895,0.0462122,30854182,15.0762,-0.0514602,0.0193199,0.00285013,-0.00745501,-0.0212344,-0.0558791,-3.18649e-4,0.00164115,4.7056e-6,-6.02319e-4,cluster_3,ingroup,NA
PRJEB7359,SAMEA2785389,Ficedula_albicollis,male,Sweden,Europe,OC_HB1,OC,HB1,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5486107,0.0462224,30713486,17.0239,-0.0512044,0.0194957,0.00264349,-0.007186,-0.020221,-0.0559772,4.96716e-4,0.00148357,-0.00249601,0.00324505,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638010,Ficedula_albicollis,male,Sweden,Europe,u020,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5487024,0.0462301,30942523,15.5693,-0.051257,0.0195487,0.00277298,-0.00791805,-0.0215218,-0.0567129,-0.00204096,0.00102752,7.67412e-4,-2.18104e-4,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638059,Ficedula_albicollis,male,Sweden,Europe,u109,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5508991,0.0464152,31049818,12.9411,-0.050811,0.0192699,0.0026624,-0.00958704,-0.0205942,-0.0571722,-8.85252e-4,0.00239552,0.00177893,-0.00196553,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638023,Ficedula_albicollis,male,Sweden,Europe,u104,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5509556,0.0464199,31014660,15.1849,-0.051505,0.0190117,0.00253718,-0.00699608,-0.0220514,-0.0600288,-1.50376e-4,0.00132563,0.00130371,9.86357e-4,cluster_3,ingroup,NA
PRJEB7359,SAMEA3166431,Ficedula_albicollis,female,Czech Republic,Europe,CZC_91319,CZC,91319,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5540671,0.0466821,31185017,15.7536,-0.0468774,0.0161979,0.00189014,0.00240823,0.0319715,0.0943424,0.00260336,0.00158647,-0.0012485,0.006215,cluster_4,ingroup,NA
PRJEB11502,SAMEA3638024,Ficedula_albicollis,male,Sweden,Europe,u112,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5546109,0.0467279,30724110,14.38,-0.0521083,0.0194819,0.00221757,-0.00800876,-0.0216232,-0.0586452,-0.00103164,0.00125966,5.85256e-4,4.70339e-4,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638007,Ficedula_albicollis,male,Sweden,Europe,u033,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5552586,0.0467825,30739277,12.8933,-0.0505269,0.0185763,0.00258583,-0.00574434,-0.0205497,-0.05477,2.25414e-4,1.99669e-4,-0.00226227,5.28226e-4,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638048,Ficedula_albicollis,male,Sweden,Europe,u107,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5556442,0.046815,30995744,11.3325,-0.0512719,0.0196746,0.0023537,-0.00672489,-0.0199048,-0.0560235,-0.00174859,0.00294326,-7.80906e-4,0.00221696,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638062,Ficedula_albicollis,male,Sweden,Europe,u130,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5558410,0.0468316,31181684,10.1445,-0.0510956,0.0182961,0.00292062,-0.00559569,-0.0185622,-0.0518634,-0.00107949,-0.00245893,8.88757e-4,-0.0039798,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638050,Ficedula_albicollis,male,Sweden,Europe,u143,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5577256,0.0469903,30717104,14.0827,-0.0515585,0.0196351,0.00286682,-0.00804481,-0.023506,-0.0654095,-4.5354e-6,-7.97605e-4,-2.35197e-4,-0.00336075,cluster_3,ingroup,NA
PRJEB7359,SAMEA3166406,Ficedula_albicollis,male,Hungary,Europe,H_94,H,94,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5584610,0.0470523,31365971,14.9183,-0.0468377,0.016234,0.00251182,0.00173186,0.028085,0.0894484,5.62401e-4,-0.00486952,-0.00311376,-0.0100299,cluster_4,ingroup,NA
PRJEB7359,SAMEA2785385,Ficedula_albicollis,female,Sweden,Europe,OC_6,OC,6,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5596317,0.0471509,31369709,10.3604,-0.0511261,0.0189642,0.00261294,-0.00718873,-0.017257,-0.0478681,-0.00175235,0.00602956,0.00206319,9.76361e-4,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638043,Ficedula_albicollis,male,Sweden,Europe,u144,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5602672,0.0472045,31130857,14.1684,-0.050868,0.019787,0.00247494,-0.00683851,-0.0214638,-0.0563924,6.41757e-4,6.72312e-4,0.00120437,0.00319269,cluster_3,ingroup,4
PRJEB11502,SAMEA3638053,Ficedula_albicollis,male,Sweden,Europe,u108,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5603095,0.047208,30660650,14.4585,-0.0507925,0.0184398,0.00248057,-0.00784939,-0.0189494,-0.053138,0.00280983,-3.45445e-4,7.34849e-5,0.00801662,cluster_3,ingroup,NA
PRJEB11502,SAMEA3637996,Ficedula_albicollis,male,Sweden,Europe,u040,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5603587,0.0472122,30992182,11.5316,-0.0515498,0.0193748,0.00204512,-0.00868695,-0.0199098,-0.0572733,-4.9197e-4,2.6513e-4,-0.00166592,0.00411694,cluster_3,ingroup,11
PRJEB7359,SAMEA2785388,Ficedula_albicollis,female,Sweden,Europe,OC_10,OC,10,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5615264,0.0473106,30611798,22.1344,-0.0511484,0.0194135,0.00253988,-0.00538381,-0.0155059,-0.040796,7.49333e-4,0.0030335,-1.44548e-4,0.00232019,cluster_3,ingroup,NA
PRJEB7359,SAMEA2785570,Ficedula_albicollis,male,Italy,Europe,I_LC-2,I,LC-2,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5627490,0.0474136,30699917,16.304,-0.0458289,0.0159035,0.00190444,0.00279329,0.036572,0.112533,0.0017962,-0.00537981,-5.2019e-4,-0.014339,cluster_4,ingroup,NA
PRJEB11502,SAMEA3638047,Ficedula_albicollis,male,Sweden,Europe,u146,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5659690,0.0476849,30525147,19.9125,-0.0522309,0.0200168,0.00259882,-0.00861029,-0.0248866,-0.0647344,-3.9819e-4,0.00199854,0.00176144,0.00328445,cluster_3,exclude,4
PRJEB7359,SAMEA3166432,Ficedula_albicollis,female,Czech Republic,Europe,CZC_91360,CZC,91360,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5663032,0.047713,30856810,11.7231,-0.0463957,0.0163272,0.00224479,9.18547e-4,0.0295538,0.0906447,0.00229407,-0.00214029,0.00119877,3.90182e-4,cluster_4,ingroup,NA
PRJEB7359,SAMEA2785381,Ficedula_albicollis,male,Sweden,Europe,OC_2,OC,2,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5668838,0.047762,30260803,15.9783,-0.047344,0.0174204,0.00239547,0.0113087,-0.015147,-0.045838,-5.89486e-4,0.00208493,0.00720028,0.00562019,cluster_4,ingroup,NA
PRJEB11502,SAMEA3637989,Ficedula_albicollis,male,Sweden,Europe,u034,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5679806,0.0478544,30683905,14.4126,-0.0514475,0.0194028,0.00272885,-0.0062220900000000004,-0.021208,-0.0579482,2.39765e-4,0.00386248,-1.87804e-4,-0.00271197,cluster_3,ingroup,NA
PRJEB12616,SAMEA3868736,Ficedula_albicollis,missing,Sweden,Europe,CJ23960,OC,CJ,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5703729,0.0480559,30159160,34.9427,-0.0505867,0.0193634,0.00250467,-0.00688784,-0.0193877,-0.0509108,-2.67864e-5,0.0054237,-5.5318e-4,0.00488067,cluster_3,ingroup,NA
PRJEB12616,SAMEA3868735,Ficedula_albicollis,missing,Sweden,Europe,CJ23664,OC,CJ,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5711447,0.0481209,30152328,35.6665,-0.0513564,0.0194664,0.00283118,-0.00834266,-0.0204944,-0.0554742,-4.98581e-4,0.00150751,-0.00401723,-0.00392953,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638060,Ficedula_albicollis,male,Sweden,Europe,u140,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5713832,0.048141,30705330,13.2906,-0.0511848,0.0196111,0.00257695,-0.0075416,-0.0204388,-0.056538,-6.69695e-4,3.38296e-4,0.00349845,0.00203379,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638013,Ficedula_albicollis,male,Sweden,Europe,u010,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5724505,0.048231,30777590,15.0833,-0.0513617,0.0193118,0.00239959,-0.00635921,-0.0200409,-0.0583656,2.64081e-4,0.00125921,9.90874e-4,-0.00572537,cluster_3,ingroup,NA
PRJEB7359,SAMEA3166417,Ficedula_albicollis,male,Czech Republic,Europe,CZC_419135,CZC,419135,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5725805,0.0482419,31138744,12.7688,-0.0461645,0.0156648,0.00211839,0.00301345,0.0350946,0.103383,0.00199795,-0.00714199,-0.00368772,0.00366379,cluster_4,ingroup,7
PRJEB7359,SAMEA3166429,Ficedula_albicollis,male,Czech Republic,Europe,CZC_83353,CZC,83353,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5727176,0.0482535,30673692,14.502,-0.0465204,0.0168921,0.00256068,0.00118394,0.0270923,0.0868092,0.00123445,-0.00622288,-0.00475349,-0.00556755,cluster_4,ingroup,NA
PRJEB7359,SAMEA3166391,Ficedula_albicollis,female,Hungary,Europe,H_354,H,354,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5730193,0.0482789,30660636,21.8529,-0.0464988,0.0164812,0.00220512,0.00525677,0.0285663,0.0936379,-7.67051e-4,6.78343e-4,-2.46663e-4,-0.00271382,cluster_4,ingroup,NA
PRJEB7359,SAMEA2785391,Ficedula_albicollis,male,Sweden,Europe,OC_HB3,OC,HB3,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5742475,0.0483824,30413145,17.6855,-0.0513276,0.0194095,0.00302326,-0.00701748,-0.018203,-0.0512868,-0.00210426,7.37241e-4,8.75652e-4,0.00765807,cluster_3,ingroup,NA
PRJEB7359,SAMEA3166418,Ficedula_albicollis,female,Czech Republic,Europe,CZC_419251,CZC,419251,Unknown,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5746006,0.0484121,30663674,16.9595,-0.0469957,0.0168073,0.00189773,0.00125736,0.0335961,0.0990169,0.00118895,-0.00461275,-0.00100402,-0.00256929,cluster_4,ingroup,NA
PRJEB11502,SAMEA3638067,Ficedula_albicollis,male,Sweden,Europe,u110,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5746157,0.0484134,31092781,9.75522,-0.0507892,0.0190959,0.00274432,-0.00535171,-0.0161633,-0.0494845,-0.00138986,0.00229034,-0.00185886,-0.00549277,cluster_3,ingroup,NA
PRJEB11502,SAMEA3638058,Ficedula_albicollis,male,Sweden,Europe,u125,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5761758,0.0485448,30570056,13.3905,-0.0513165,0.019059,0.00232014,-0.00681476,-0.0179866,-0.0494578,-0.0010915,-0.00115872,-0.00260275,-0.0042963,cluster_3,ingroup,NA
PRJEB7359,SAMEA2785380,Ficedula_albicollis,male,Sweden,Europe,OC_1,OC,1,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5765456,0.048576,30456105,18.9985,-0.0512719,0.0196932,0.00272584,-0.007666,-0.0210626,-0.055209,-0.00112608,6.7541e-4,-1.49055e-4,0.00101213,cluster_3,ingroup,NA
PRJEB11502,SAMEA3637992,Ficedula_albicollis,male,Sweden,Europe,u037,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5773860,0.0486468,30798931,13.1212,-0.0511295,0.0194876,0.00234409,-0.00810649,-0.0212753,-0.0603768,-6.87599e-4,0.00238479,-5.99341e-4,1.50149e-4,cluster_3,ingroup,NA
PRJEB7359,SAMEA2785392,Ficedula_albicollis,male,Sweden,Europe,OC_HB4,OC,HB4,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5773985,0.0486479,30581707,13.4197,-0.051234,0.0194335,0.00254688,-0.00761561,-0.0169253,-0.0472136,0.00246984,0.00213058,-2.82489e-4,-2.04266e-4,cluster_3,ingroup,NA
PRJEB11502,SAMEA3637998,Ficedula_albicollis,male,Sweden,Europe,u022,OC,NA,Öland,NA,NA,GCF_000247815.1,Ficedula_albicollis,118689414,0,5777910,0.0486809,30590912,14.8857,-0.051482,0.0196674,0.00267909,-0.00754198,-0.0218438,-0.0615821,-0.0010303,0.0028027,-0.00187601,0.00176604,cluster_3,ingroup,NA
