BioProject,BioSample,Organism,Submitter_Id,sex,Locality,Country,Longitude,Latitude,Continent,refGenome,refSpecies,N_DATA,N_GENOTYPES_FILTERED,N_MISS,F_MISS,N_SITES,MEAN_DEPTH,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,cluster,SampleType,rel_cluster
PRJEB27649,SAMEA4785105,Passer_hispaniolensis,KAZ14053,male,Chokpak,Kazahkstan,"70°34'18.9"" E","42°37'15.5"" N",Asia,GCA_001700915.1,Passer_domesticus,95014342,0,851437,0.00896114,37215898,11.2205,0.0220469,-0.102492,0.0797935,6.90018e-4,-1.52915e-4,6.68364e-4,6.37379e-6,-4.24185e-4,5.06378e-4,3.03666e-4,cluster_1,outgroup,NA
PRJNA255814,SAMN06619720,Passer_italiae,Pitaliae_29_Guglionesi_435,male,Guglionesi,Italy,"~ 14° 54' 50""E","~ 41° 54'48.25"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,853024,0.00897784,46666940,11.5869,0.0194304,-0.00717132,-0.0341663,-7.17854e-5,-3.89649e-4,-9.13706e-4,2.46553e-4,-0.00125136,-9.06797e-5,4.72607e-4,cluster_2,outgroup,NA
PRJEB27649,SAMEA4785079,Passer_italiae,Crotone518,male,Crotone,Italy,"17°06'59.4"" E","39°04'31.7"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,853284,0.00898058,46665603,9.88278,0.0199531,-0.0176771,-0.0256413,1.16431e-4,-0.00104742,-1.65642e-5,-7.56311e-4,6.26949e-4,-5.88415e-5,-1.04737e-4,cluster_2,outgroup,NA
PRJEB27649,SAMEA4785123,Passer_italiae,Rimini_104,male,Rimini,Italy,"12°33'59.9"" E","44°01'41.5"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,865610,0.00911031,46664969,9.4173,0.0187005,0.0138029,-0.0549707,-2.48482e-5,-0.00113682,-0.00140831,4.10793e-4,-5.79498e-4,-8.42135e-4,2.86128e-4,cluster_4,outgroup,NA
PRJEB27649,SAMEA4785130,Passer_italiae,Rimini_94,male,Rimini,Italy,"12°33'59.9"" E","44°01'41.5"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,867226,0.00912732,46665299,9.43374,0.0190328,0.0155529,-0.0584719,4.25966e-4,-1.12442e-4,-5.65435e-4,-0.0010031,-0.00131644,2.7175e-4,7.13073e-4,cluster_4,outgroup,NA
PRJEB27649,SAMEA4785108,Passer_hispaniolensis,KAZ14057,male,Chokpak,Kazahkstan,"70°34'18.9"" E","42°37'15.5"" N",Asia,GCA_001700915.1,Passer_domesticus,95014342,0,868433,0.00914002,37215775,10.687,0.0220306,-0.10189,0.0816981,0.00109857,-2.80145e-4,-5.33624e-5,6.53013e-4,6.97571e-4,1.19232e-4,-3.471e-4,cluster_1,outgroup,NA
PRJEB27649,SAMEA4785124,Passer_italiae,Rimini_110,male,Rimini,Italy,"12°33'59.9"" E","44°01'41.5"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,874301,0.00920178,46665548,9.54842,0.0189643,0.018061,-0.0607697,2.12753e-5,-0.00161303,5.68111e-4,-2.3637e-4,-0.00165383,4.90041e-4,3.12384e-4,cluster_4,outgroup,NA
PRJEB27649,SAMEA4785137,Passer_hispaniolensis,SA017,male,Sardinia,Italy,"9°37'32.5""E","40°23'36.2"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,875077,0.00920995,37215692,9.54968,0.0214949,-0.0725694,0.0402946,6.64841e-4,-1.43118e-4,5.88133e-5,-3.00367e-4,-2.26509e-4,1.81314e-4,4.54753e-4,cluster_1,outgroup,NA
PRJNA255814,SAMN06619707,Passer_hispaniolensis,Phisp_16_Lesina_287,male,Lesina,Italy,"~ 15° 27' 03""E","~ 41° 51'30.84"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,875180,0.00921103,37216679,11.9917,0.0221336,-0.0984428,0.0797517,9.58275e-4,-4.76055e-4,-2.98649e-4,2.38615e-4,1.88508e-4,3.87071e-4,-0.00115725,cluster_1,outgroup,NA
PRJEB27649,SAMEA4785078,Passer_italiae,Crotone517,male,Crotone,Italy,"17°06'59.4"" E","39°04'31.7"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,875205,0.00921129,46665875,9.4174,0.0199087,-0.0204701,-0.023187,-6.34852e-4,-0.00116926,-9.14809e-5,3.57366e-4,-6.67909e-4,3.95369e-4,-5.10963e-4,cluster_2,outgroup,NA
PRJEB27649,SAMEA4785072,Passer_italiae,Crotone501,male,Crotone,Italy,"17°06'59.4"" E","39°04'31.7"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,877381,0.0092342,46665607,9.21053,0.0200914,-0.0196502,-0.021862,3.14825e-4,-9.88582e-4,1.74053e-4,-0.00113603,-0.00111593,9.89165e-4,-2.82382e-4,cluster_2,outgroup,NA
PRJEB27649,SAMEA4785077,Passer_italiae,Crotone514,male,Crotone,Italy,"17°06'59.4"" E","39°04'31.7"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,880793,0.00927011,46665740,9.20353,0.0200871,-0.0234533,-0.0184264,0.00117849,-0.00110799,9.35032e-5,-9.20775e-5,-0.00143726,1.04308e-4,-2.14312e-4,cluster_2,outgroup,NA
PRJEB27649,SAMEA4785073,Passer_italiae,Crotone502,male,Crotone,Italy,"17°06'59.4"" E","39°04'31.7"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,881172,0.00927409,46665180,8.89724,0.0201586,-0.0235599,-0.0215468,2.09909e-4,-2.69868e-4,0.00100155,4.30378e-4,4.60853e-4,-1.79749e-4,5.00551e-4,cluster_2,outgroup,NA
PRJNA255814,SAMN06619717,Passer_italiae,Pitaliae_26_Guglionesi_432,male,Guglionesi,Italy,"~ 14° 54' 50""E","~ 41° 54'48.25"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,887361,0.00933923,46666167,10.2878,0.019313,-5.96863e-5,-0.038305,2.1824e-4,-6.27231e-4,-3.29445e-4,-0.00105869,3.29716e-4,7.14828e-4,-2.68239e-4,cluster_2,outgroup,NA
PRJNA255814,SAMN06619710,Passer_hispaniolensis,Phisp_19_Lesina_292,male,Lesina,Italy,"~ 15° 27' 03""E","~ 41° 51'30.84"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,887384,0.00933947,37216964,11.8801,0.0219951,-0.0990791,0.0813525,7.09225e-4,8.62102e-5,2.4184e-4,5.44339e-4,-3.25722e-4,-5.14238e-4,-7.02172e-4,cluster_1,outgroup,NA
PRJNA255814,SAMN06619706,Passer_hispaniolensis,Phisp_15_Lesina_286,male,Lesina,Italy,"~ 15° 27' 03""E","~ 41° 51'30.84"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,888226,0.00934834,37216735,11.2479,0.0219224,-0.0994194,0.0780219,1.25806e-4,2.26844e-4,1.00001e-4,1.24163e-4,-2.62175e-4,1.92186e-4,-2.24169e-4,cluster_1,outgroup,NA
PRJEB22939,SAMEA104363389,Passer_italiae,NA,male,Sicily,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,897470,0.00944563,46665061,9.44456,0.0210104,-0.0440295,0.00106942,6.34612e-4,-0.00138718,1.43242e-4,2.3889e-4,-0.00135118,-6.19768e-4,6.04249e-5,cluster_2,outgroup,2
PRJEB27649,SAMEA4785136,Passer_hispaniolensis,SA016,male,Sardinia,Italy,"9°37'32.5""E","40°23'36.2"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,899288,0.00946476,37214934,9.30753,0.0218383,-0.075694,0.0415077,-2.81861e-4,-0.00101472,-6.39021e-5,1.76422e-4,-4.89071e-4,-2.43967e-5,-6.04578e-5,cluster_1,outgroup,NA
PRJEB27649,SAMEA4785112,Passer_domesticus,Pdomesticus_10_Golestan_109,male,Golestan,Iran,"54°37'53.5"" E","37°03'07.5"" N",Asia,GCA_001700915.1,Passer_domesticus,95014342,0,903873,0.00951302,58583576,13.5483,0.00878516,0.16643,0.145185,0.00117987,-4.01446e-4,-0.0024811,-0.00261266,-0.00220958,0.0010718,3.24013e-4,cluster_5,ingroup,NA
PRJEB27649,SAMEA4785122,Passer_italiae,Rimini_103,male,Rimini,Italy,"12°33'59.9"" E","44°01'41.5"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,904314,0.00951766,46665524,9.13981,0.0190212,0.0155165,-0.0538829,-1.72994e-4,-3.33081e-4,1.11001e-4,-1.86115e-4,-3.81037e-4,5.11067e-4,-1.36216e-4,cluster_4,outgroup,NA
PRJEB27649,SAMEA4785126,Passer_italiae,Rimini_85,male,Rimini,Italy,"12°33'59.9"" E","44°01'41.5"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,905418,0.00952928,46664632,8.99156,0.0187552,0.0153693,-0.0570823,1.54834e-4,3.95625e-4,1.26007e-4,-5.15814e-4,8.52935e-5,0.0015174,-5.43257e-4,cluster_4,outgroup,NA
PRJEB27649,SAMEA4785134,Passer_hispaniolensis,SA010,male,Sardinia,Italy,"9°37'32.5""E","40°23'36.2"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,913526,0.0096146100000000009,37215740,9.21074,0.0215065,-0.074301,0.0442086,-3.10335e-4,-6.18905e-4,9.02471e-4,-8.82271e-4,-5.29122e-4,2.84439e-4,-0.0011644,cluster_1,outgroup,NA
PRJEB27649,SAMEA4785101,Passer_domesticus,KAZ14022,male,Chokpak,Kazahkstan,"70°34'18.9"" E","42°37'15.5"" N",Asia,GCA_001700915.1,Passer_domesticus,95014342,0,917029,0.00965148,58582607,11.1927,0.00901747,0.164417,0.144884,-2.00814e-4,-3.03612e-4,0.0017798,8.03249e-4,-0.00192553,-0.00150896,0.00252406,cluster_5,ingroup,NA
PRJEB27649,SAMEA4785095,Passer_domesticus,KAZ14014,male,Chokpak,Kazahkstan,"70°34'18.9"" E","42°37'15.5"" N",Asia,GCA_001700915.1,Passer_domesticus,95014342,0,918274,0.00966458,58582635,10.9473,0.00876338,0.162842,0.136887,0.00323798,-0.00136823,1.74192e-4,6.1882e-4,0.00137795,3.00016e-4,0.00232913,cluster_5,ingroup,NA
PRJNA255814,SAMN06619714,Passer_italiae,Pitaliae_23_Guglionesi_428,male,Guglionesi,Italy,"~ 14° 54' 50""E","~ 41° 54'48.25"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,918309,0.00966495,46665940,10.51,0.0197681,-0.00707771,-0.0347176,2.4269e-4,-1.57618e-4,3.21007e-4,5.58309e-4,2.54667e-4,0.00114623,-5.80335e-4,cluster_2,outgroup,NA
PRJEB27649,SAMEA4785135,Passer_hispaniolensis,SA011,male,Sardinia,Italy,"9°37'32.5""E","40°23'36.2"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,919204,0.00967437,37215403,9.10371,0.0214467,-0.0760519,0.0463558,-6.02992e-5,-9.30634e-4,2.35403e-4,3.74195e-4,2.54569e-4,1.16614e-4,3.16272e-4,cluster_1,outgroup,NA
PRJEB27649,SAMEA4785098,Passer_domesticus,KAZ14019,male,Chokpak,Kazahkstan,"70°34'18.9"" E","42°37'15.5"" N",Asia,GCA_001700915.1,Passer_domesticus,95014342,0,920338,0.00968631,58582673,10.9399,0.00903958,0.162563,0.133962,3.54673e-4,-3.97967e-4,-3.51945e-4,-0.00169015,0.00156184,-0.00385582,3.36667e-4,cluster_5,ingroup,NA
PRJNA255814,SAMN06619721,Passer_italiae,Pitaliae_30_Guglionesi_436,male,Guglionesi,Italy,"~ 14° 54' 50.""E","~ 41° 54'48.25"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,921374,0.00969721,46666456,10.5743,0.0195723,-0.00283942,-0.0343873,6.6435e-4,-0.00111657,1.76954e-4,0.0010161,4.29609e-5,9.85561e-5,-9.494e-5,cluster_2,outgroup,NA
PRJEB27649,SAMEA4785076,Passer_italiae,Crotone512,male,Crotone,Italy,"17°06'59.4"" E","39°04'31.7"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,926168,0.00974767,46664952,8.93503,0.020271,-0.0205591,-0.0222011,0.00136162,-0.0013269,-1.85728e-5,7.46852e-4,-6.91331e-4,2.4319e-4,-5.20064e-4,cluster_2,outgroup,NA
PRJEB27649,SAMEA4785138,Passer_hispaniolensis,SA018,male,Sardinia,Italy,"9°37'32.5""E","40°23'36.2"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,926706,0.00975333,37214776,8.90787,0.0216892,-0.0755266,0.0441947,6.68e-4,-1.04628e-4,-5.48434e-4,4.97902e-4,7.72926e-4,-1.02764e-4,5.44842e-4,cluster_1,outgroup,NA
PRJEB27649,SAMEA4785121,Passer_italiae,Rimini_100,male,Rimini,Italy,"12°33'59.9"" E","44°01'41.5"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,928337,0.00977049,46665370,8.71823,0.0189125,0.0141404,-0.0577383,2.94359e-4,2.34997e-5,4.78236e-4,-8.22679e-4,-5.983e-5,0.00150473,0.00152928,cluster_4,outgroup,NA
PRJEB27649,SAMEA4785140,Passer_hispaniolensis,SA021,male,Sardinia,Italy,"9°37'32.5""E","40°23'36.2"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,932265,0.00981183,37215281,8.95563,0.0216904,-0.0741592,0.0399557,7.36595e-4,-3.84824e-4,-1.9379e-4,5.6287e-4,-2.97723e-4,1.1566e-4,0.00155009,cluster_1,outgroup,NA
PRJEB27649,SAMEA4785132,Passer_hispaniolensis,SA002,male,Sardinia,Italy,"9°37'32.5""E","40°23'36.2"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,934990,0.00984051,37215394,9.0762,0.021557,-0.0711609,0.0394213,6.91446e-4,-1.83256e-4,-1.23791e-4,3.10588e-4,1.98293e-4,-1.17778e-4,4.84353e-4,cluster_1,outgroup,NA
PRJEB22939,SAMEA104363401,Passer_italiae,NA,male,Malta,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,936774,0.00985929,46665033,9.01648,0.0207126,-0.0429745,0.00177943,5.47511e-4,-0.00177275,4.44159e-4,-9.29342e-4,-6.5509e-5,-1.87575e-4,-2.68427e-4,cluster_2,outgroup,NA
PRJNA255814,SAMN06619708,Passer_hispaniolensis,Phisp_17_Lesina_288,male,Lesina,Italy,"~ 15° 27' 03""E","~ 41° 51'30.84"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,938347,0.00987585,37215984,10.4392,0.0219698,-0.0984219,0.0798826,6.85943e-4,3.89429e-4,-1.18878e-4,-1.38764e-5,9.82785e-5,-6.66638e-4,2.56765e-5,cluster_1,outgroup,NA
PRJEB27649,SAMEA4785125,Passer_italiae,Rimini_112,male,Rimini,Italy,"12°33'59.9"" E","44°01'41.5"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,940148,0.0098948,46664940,8.51525,0.0189553,0.0116779,-0.0564925,4.50529e-4,-7.39119e-4,1.33226e-4,-7.70048e-4,-4.69368e-4,3.57161e-4,0.00125595,cluster_2,outgroup,NA
PRJEB27649,SAMEA4785139,Passer_hispaniolensis,SA019,male,Sardinia,Italy,"9°37'32.5""E","40°23'36.2"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,943630,0.00993145,37214575,8.94049,0.0213754,-0.0768961,0.0457035,8.29143e-6,-5.19757e-4,5.57195e-4,3.73198e-4,9.52982e-5,0.00109105,9.37369e-4,cluster_1,outgroup,NA
PRJNA255814,SAMN06619705,Passer_hispaniolensis,Phisp_14_Lesina_285,male,Lesina,Italy,"~ 15° 27' 03""E","~ 41° 51'30.84"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,944712,0.00994284,37216083,9.90526,0.0222902,-0.100116,0.0801308,8.17374e-4,-8.59929e-4,-4.76408e-4,1.97685e-4,-1.08561e-4,5.47513e-5,-6.26064e-6,cluster_1,outgroup,NA
PRJNA255814,SAMN06619709,Passer_hispaniolensis,Phisp_18_Lesina_289,male,Lesina,Italy,"~ 15° 27' 03""E","~ 41° 51'30.84"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,949316,0.00999129,37216078,10.3053,0.0220378,-0.1001,0.0801046,-2.67221e-4,-3.94158e-4,-2.38258e-4,-5.16389e-4,7.1687e-4,-3.04641e-4,4.35896e-4,cluster_1,outgroup,NA
PRJEB27649,SAMEA4785093,Passer_domesticus,KAZ14005,male,Chokpak,Kazahkstan,"70°34'18.9"" E","42°37'15.5"" N",Asia,GCA_001700915.1,Passer_domesticus,95014342,0,949552,0.00999378,58582633,10.2941,0.00888707,0.160812,0.124154,0.00136969,4.13033e-4,-0.00123684,8.16533e-4,0.00209027,2.09156e-4,-0.0028133,cluster_5,ingroup,NA
PRJEB27649,SAMEA4785092,Passer_hispaniolensis,KAZ14003,male,Chokpak,Kazahkstan,"70°34'18.9"" E","42°37'15.5"" N",Asia,GCA_001700915.1,Passer_domesticus,95014342,0,950661,0.0100054,37214882,9.41312,0.0221551,-0.102099,0.0824434,-1.4165e-4,-9.88019e-4,6.59327e-4,5.98617e-4,-2.27229e-4,-5.84694e-4,-4.71369e-5,cluster_1,outgroup,NA
PRJEB27649,SAMEA4785128,Passer_italiae,Rimini_91,male,Rimini,Italy,"12°33'59.9"" E","44°01'41.5"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,952507,0.0100249,46664737,8.28671,0.0187045,0.017965,-0.059385,-4.68158e-4,-0.00113058,7.67255e-5,-7.94736e-4,-6.09167e-4,-4.90586e-4,0.00128787,cluster_4,outgroup,NA
PRJEB27649,SAMEA4785099,Passer_domesticus,KAZ14020,male,Chokpak,Kazahkstan,"70°34'18.9"" E","42°37'15.5"" N",Asia,GCA_001700915.1,Passer_domesticus,95014342,0,954312,0.0100439,58582125,10.2937,0.00898009,0.159888,0.123377,-0.00247403,-0.0022445,5.93738e-4,0.00217191,9.31879e-4,-3.39457e-4,0.00171652,cluster_5,ingroup,NA
PRJEB27649,SAMEA4785127,Passer_italiae,Rimini_88,male,Rimini,Italy,"12°33'59.9"" E","44°01'41.5"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,954586,0.0100468,46664594,8.55069,0.0188013,0.0161382,-0.0540251,-3.00458e-4,-2.3188e-4,-7.65626e-4,-7.06733e-4,-4.35775e-4,9.31204e-4,-3.25967e-4,cluster_4,outgroup,NA
PRJEB27649,SAMEA4785096,Passer_domesticus,KAZ14016,male,Chokpak,Kazahkstan,"70°34'18.9"" E","42°37'15.5"" N",Asia,GCA_001700915.1,Passer_domesticus,95014342,0,957248,0.0100748,58582214,10.3634,0.00826127,0.163415,0.134777,3.25115e-4,-5.69591e-4,0.00155525,5.45824e-4,-3.50998e-4,-0.00200218,6.13301e-4,cluster_5,ingroup,NA
PRJEB22939,SAMEA104363390,Passer_italiae,NA,male,Sicily,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,957809,0.0100807,46665332,8.8239,0.0209275,-0.0455527,0.00753037,6.96955e-4,-9.43786e-4,-6.37557e-5,-7.43158e-5,-9.52887e-4,7.53692e-4,-2.32862e-4,cluster_2,outgroup,NA
PRJEB22939,SAMEA104363398,Passer_italiae,NA,male,Malta,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,959108,0.0100943,46664633,8.51496,0.020834,-0.0444868,0.00238231,7.9086e-4,-0.00107045,-0.00114094,-0.00138474,-3.25855e-4,1.61112e-4,-2.41217e-4,cluster_2,outgroup,NA
PRJNA255814,SAMN06619713,Passer_italiae,Pitaliae_22_Guglionesi_427,male,Guglionesi,Italy,"~ 14° 54' 50""E","~ 41° 54'48.25"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,962159,0.0101265,46665877,9.95708,0.0192253,-0.00324961,-0.0344083,4.38767e-5,-0.00126536,-8.00958e-4,-6.02409e-4,-3.9547e-4,-0.00062437599999999995,9.92533e-5,cluster_2,outgroup,NA
PRJEB27649,SAMEA4785131,Passer_hispaniolensis,SA001,male,Sardinia,Italy,"9°37'32.5""E","40°23'36.2"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,965335,0.0101599,37214664,8.55554,0.02162,-0.0750432,0.0423234,1.84898e-4,-7.46583e-5,7.91112e-4,4.46689e-4,1.74548e-4,4.81892e-4,-5.55896e-5,cluster_1,outgroup,NA
PRJEB27649,SAMEA4785129,Passer_italiae,Rimini_93,male,Rimini,Italy,"12°33'59.9"" E","44°01'41.5"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,966105,0.010168,46664038,8.48781,0.0189129,0.0160995,-0.0537959,-5.25991e-5,-7.07579e-4,0.00114133,-7.78146e-4,-0.00198509,1.55082e-4,0.0014726,cluster_4,outgroup,NA
PRJNA255814,SAMN06619701,Passer_domesticus,8N73604,male,Lauvøya,Norway,~ 09° 56' 07'' E,"~ 63° 55' 36''N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,974501,0.0102564,58582972,11.315,0.0166684,0.0690228,-0.127144,-0.00127515,8.52303e-4,0.00114516,0.00155209,4.44593e-4,0.0023584,0.00313356,cluster_4,ingroup,NA
PRJEB27649,SAMEA4785102,Passer_domesticus,KAZ14026,male,Chokpak,Kazahkstan,"70°34'18.9"" E","42°37'15.5"" N",Asia,GCA_001700915.1,Passer_domesticus,95014342,0,975852,0.0102706,58581847,10.093,0.00929119,0.162486,0.128964,0.00154151,-4.50366e-4,-0.00257468,-0.00283153,0.00233636,0.00194081,-0.00133436,cluster_5,ingroup,NA
PRJEB27649,SAMEA4785094,Passer_domesticus,KAZ14011,male,Chokpak,Kazahkstan,"70°34'18.9"" E","42°37'15.5"" N",Asia,GCA_001700915.1,Passer_domesticus,95014342,0,979035,0.0103041,58581346,9.7134,0.00917991,0.164327,0.136168,0.00131494,-8.61998e-4,2.3614e-4,-0.00135438,-6.43187e-4,4.61757e-4,-0.00193334,cluster_5,ingroup,NA
PRJEB27649,SAMEA4785114,Passer_domesticus,Pdomesticus_3_Kardeh_2,male,Kardeh,Iran,"59°40'03.5"" E","36°39'21.7"" N",Asia,GCA_001700915.1,Passer_domesticus,95014342,0,979554,0.0103095,58582563,12.8638,0.00805841,0.170237,0.152369,6.04103e-4,6.40957e-4,-8.66582e-4,9.12454e-4,2.32459e-4,-9.30875e-4,2.04319e-4,cluster_5,ingroup,NA
PRJEB27649,SAMEA4785100,Passer_domesticus,KAZ14021,male,Chokpak,Kazahkstan,"70°34'18.9"" E","42°37'15.5"" N",Asia,GCA_001700915.1,Passer_domesticus,95014342,0,980425,0.0103187,58581940,9.78922,0.00867029,0.165395,0.144291,-8.61401e-5,5.47356e-4,0.00115215,9.64292e-5,1.96526e-4,0.00213918,-6.03763e-4,cluster_5,ingroup,NA
PRJEB22939,SAMEA104363372,Passer_italiae,NA,male,Crete,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,981147,0.0103263,46665434,9.72195,0.0188744,0.0248059,-0.0606779,0.00141699,-4.07305e-4,-0.00330129,-0.00290184,-1.2359e-4,-0.00615237,-0.00890673,cluster_4,outgroup,NA
PRJEB27649,SAMEA4785074,Passer_italiae,Crotone505,male,Crotone,Italy,"17°06'59.4"" E","39°04'31.7"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,983131,0.0103472,46663853,7.90428,0.0198092,-0.0217831,-0.0207117,1.29518e-4,-0.00111767,3.54436e-4,1.8074e-4,-4.85215e-4,-7.27677e-4,-1.74566e-4,cluster_2,outgroup,NA
PRJEB27649,SAMEA4785116,Passer_domesticus,Pdomesticus_5_Kardeh_7,male,Kardeh,Iran,"59°40'03.5"" E","36°39'21.7"" N",Asia,GCA_001700915.1,Passer_domesticus,95014342,0,1001793,0.0105436,58582338,10.9095,0.00838437,0.170759,0.148365,-4.01945e-6,-8.58186e-4,-0.00132346,0.00157044,0.00140495,-4.50151e-4,0.00177711,cluster_5,ingroup,NA
PRJEB22939,SAMEA104363373,Passer_italiae,NA,male,Crete,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1014521,0.0106776,46665178,9.29097,0.0188106,0.0271799,-0.0624509,5.17936e-4,-0.00213711,-0.00278142,-0.00331734,-7.12113e-4,-0.00653377,-0.0094222,cluster_4,outgroup,NA
PRJEB27649,SAMEA4785075,Passer_italiae,Crotone510,male,Crotone,Italy,"17°06'59.4"" E","39°04'31.7"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1021838,0.0107546,46664373,7.91502,0.0198248,-0.0227875,-0.0162256,0.00100776,-0.0013626,5.17005e-5,-6.0188e-4,-0.00182141,-2.9084e-4,4.9646e-5,cluster_2,outgroup,NA
PRJEB27649,SAMEA4785097,Passer_domesticus,KAZ14018,male,Chokpak,Kazahkstan,"70°34'18.9"" E","42°37'15.5"" N",Asia,GCA_001700915.1,Passer_domesticus,95014342,0,1029533,0.0108356,58581539,9.12055,0.00898971,0.160989,0.138331,-1.64533e-4,-4.34335e-4,7.52193e-4,-0.00185289,0.00136479,-5.83359e-4,0.00236175,cluster_5,ingroup,NA
PRJEB22939,SAMEA104363391,Passer_italiae,NA,male,Sicily,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1035156,0.0108947,46664647,8.27626,0.0209452,-0.045155,0.00366925,6.56141e-4,-0.00143907,2.89483e-4,-1.01573e-4,-0.00181918,-5.20661e-4,5.3612e-4,cluster_2,exclude,2
PRJEB27649,SAMEA4785118,Passer_domesticus,Pdomesticus_7_Goestan_103,male,Golestan,Iran,"54°37'53.5"" E","37°03'07.5"" N",Asia,GCA_001700915.1,Passer_domesticus,95014342,0,1041871,0.0109654,58581944,9.97263,0.00936228,0.152494,0.12322,0.00123491,-3.70211e-4,0.00221592,-5.85495e-4,0.00268238,4.82896e-4,-0.00218857,cluster_5,ingroup,NA
PRJEB27649,SAMEA4785117,Passer_domesticus,Pdomesticus_6-Golestan_102,male,Golestan,Iran,"54°37'53.5"" E","37°03'07.5"" N",Asia,GCA_001700915.1,Passer_domesticus,95014342,0,1049077,0.0110412,58581490,9.79981,0.00833458,0.163515,0.138008,0.00219495,-0.00149052,0.00101981,-4.27419e-4,-0.00186289,3.76828e-4,0.00177197,cluster_5,ingroup,NA
PRJEB27649,SAMEA4785071,Passer_italiae,Crotone500,male,Crotone,Italy,"17°06'59.4"" E","39°04'31.7"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1050271,0.0110538,46663958,8.11459,0.020007,-0.0222009,-0.0204331,-1.21315e-6,-0.00122579,-3.59216e-4,6.99267e-4,-0.00134919,5.44558e-4,-2.3528e-4,cluster_2,outgroup,NA
PRJEB22939,SAMEA104363377,Passer_italiae,NA,male,Crete,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1052661,0.011079,46664738,8.30328,0.0186177,0.0254525,-0.0601689,-4.28918e-4,-0.00122729,-0.00260647,-0.00362238,4.22739e-4,-0.00690478,-0.0100414,cluster_4,outgroup,NA
PRJNA255814,SAMN06619700,Passer_domesticus,8N73248,male,Lauvøya,Norway,~ 09° 56' 07'' E,"~ 63° 55' 36''N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1078484,0.0113507,58582421,10.4209,0.0170345,0.0698156,-0.14699,-0.00119294,0.0029168,0.00188763,0.00219363,0.00114885,0.00397484,0.00409821,cluster_4,ingroup,1
PRJNA255814,SAMN06619695,Passer_domesticus,8M31651,male,Leka,Norway,~ 11° 42' 00'' E,"~ 65° 05' 53''N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1088125,0.0114522,58582890,10.5229,0.0172899,0.0699531,-0.151851,-0.00155123,0.00171676,0.00244993,0.00254856,0.00153478,0.0034044,0.00465743,cluster_4,exclude,1
