BioProject,BioSample,Organism,sex,Submitter_Id,Lake,Sampling_Year,refGenome,refSpecies,N_DATA,N_GENOTYPES_FILTERED,N_MISS,F_MISS,N_SITES,MEAN_DEPTH,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,cluster,SampleType,rel_cluster
PRJEB38173,SAMEA6815704,Amphilophus_globosus,missing,Apo_cl4_d_ben_07701,CL Apoyo,2014,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,371598,0.021809,4895528,19.4941,-0.0804007,-0.0138645,-0.00767462,0.010999,0.00868455,0.129484,0.0883035,-0.0149493,2.59276e-4,-4.44229e-4,cluster_10,exclude,9
PRJEB38173,SAMEA6815735,Amphilophus_globosus,missing,Apo_glo_d_ben_MO622,CL Apoyo,2009,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,372464,0.0218598,4895449,17.6378,-0.0805477,-0.0134217,-0.00712363,0.00995396,0.00843957,0.119088,0.07401,-0.0132883,-3.78221e-4,-0.00142623,cluster_10,exclude,9
PRJEB38173,SAMEA6815744,Amphilophus_supercilius,missing,Apo_sup_d_ben_MO247,CL Apoyo,2007,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,372887,0.0218846,4317955,10.9161,-0.0752384,-0.00987498,-0.00466628,0.00471705,0.0033148,0.0106391,-0.0593931,0.00919817,-7.02596e-4,-0.00414293,cluster_5,outgroup,NA
PRJEB38173,SAMEA6816097,Amphilophus_xiloaensis,missing,Xil_xil_g_ben_00873,CL Xiloá,2007,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,375526,0.0220395,4632349,13.3834,0.0402565,-0.0859719,-0.0148506,0.00784039,-0.0375411,0.00335789,-0.00534843,0.00706194,0.00180916,0.00611522,cluster_1,exclude,2
PRJEB38173,SAMEA6815797,Amphilophus_tolteca,missing,AsM_tol_d_mid_02397,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,376354,0.0220881,5446165,23.2257,0.0294015,0.0683502,-0.121205,0.0325548,-0.00550992,-6.62949e-4,0.0090412,0.037525,-0.17913,0.0109832,cluster_3,outgroup,NA
PRJEB38173,SAMEA6815683,Amphilophus_chancho,missing,Apo_cl3_d_ben_05667,CL Apoyo,2005,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,377332,0.0221455,4283950,14.4495,-0.0789859,-0.012437,-0.00875822,0.00889652,0.0052445,-0.0286517,-0.173918,0.0086711,-0.0116976,-0.00708953,cluster_10,exclude,10
PRJEB38173,SAMEA6815715,Amphilophus_globosus,missing,Apo_cl4_d_ben_18444,CL Apoyo,2014,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,378951,0.0222405,4896125,20.8919,-0.080112,-0.0133378,-0.00757377,0.0112536,0.00852278,0.126411,0.0913706,-0.0160512,-3.49289e-4,1.72742e-5,cluster_10,exclude,9
PRJEB38173,SAMEA6816055,Amphilophus_sagittae,missing,Xil_sag_g_lim_17980,CL Xiloá,2015,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,379033,0.0222453,5599690,23.4194,0.0462366,-0.102146,-0.0150135,0.0127374,-0.0332275,-0.00123338,0.0056642,0.0331092,-0.00656781,-0.0957292,cluster_1,exclude,12
PRJEB38173,SAMEA6816096,Amphilophus_xiloaensis,missing,Xil_xil_g_ben_00871,CL Xiloá,2007,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,380705,0.0223434,4632071,15.464,0.0403036,-0.0886909,-0.0159921,0.0112203,-0.0382013,0.00620257,-0.00349203,0.0071408,-6.08531e-4,0.0111074,cluster_1,exclude,2
PRJEB38173,SAMEA6815687,Amphilophus_chancho,missing,Apo_cl3_d_ben_13713,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,381109,0.0223672,4283900,15.252,-0.0798606,-0.0122968,-0.00832602,0.00768317,0.00455175,-0.0210265,-0.166508,0.00751849,-0.0072695,-0.00744228,cluster_10,exclude,10
PRJEB38173,SAMEA6815734,Amphilophus_globosus,missing,Apo_glo_d_ben_MO621,CL Apoyo,2009,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,382005,0.0224197,4896352,17.526,-0.0800958,-0.0110435,-0.00751641,0.0108674,0.00856343,0.136947,0.0889089,-0.0128987,6.82826e-4,0.00310285,cluster_10,exclude,9
PRJEB38173,SAMEA6815728,Amphilophus_flaveolus,missing,Apo_cl5_d_ben_12482,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,382376,0.0224415,4872272,16.3387,-0.0734837,-0.0112256,-0.00400271,0.00442414,0.00463674,0.0184316,-0.00861755,0.00238014,0.0031157,4.53652e-4,cluster_5,outgroup,NA
PRJEB38173,SAMEA6816085,Amphilophus_sagittae,missing,Xil_xil_d_ben_13034,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,383077,0.0224827,5599577,22.2571,0.0436068,-0.096598,-0.0163721,0.00812787,-0.0311687,4.51069e-4,0.0015817,0.0292052,-0.004813,-0.0863837,cluster_1,exclude,2
PRJEB38173,SAMEA6815677,Amphilophus_chancho,missing,Apo_cl3_d_ben_01234,CL Apoyo,2007,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,383888,0.0225302,4283408,17.6526,-0.0809709,-0.0128184,-0.00748344,0.00816203,0.00564702,-0.0342795,-0.18449,0.00697283,-0.00476675,-0.00744982,cluster_10,exclude,10
PRJEB38173,SAMEA6815681,Amphilophus_chancho,missing,Apo_cl3_d_ben_05665,CL Apoyo,2005,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,384307,0.0225548,4283356,13.6643,-0.0794776,-0.0128607,-0.00840009,0.00803104,0.00552246,-0.0344447,-0.180115,0.00870618,-0.0073416,-0.00545013,cluster_10,exclude,10
PRJEB38173,SAMEA6816100,Amphilophus_xiloaensis,missing,Xil_xil_g_ben_03841,CL Xiloá,2003,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,386100,0.0226601,4631649,14.1386,0.0405306,-0.0862767,-0.0161111,0.00841526,-0.0358882,0.00409827,-0.00347104,0.00732465,-0.00343014,0.00602492,cluster_1,exclude,2
PRJEB38173,SAMEA6815800,Amphilophus_tolteca,missing,AsM_tol_d_mid_02411,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,386464,0.0226814,5446612,21.4424,0.029657,0.063096,-0.110777,0.0301558,-0.00315085,-0.00221776,0.009889,0.0279406,-0.143896,0.0160305,cluster_3,outgroup,NA
PRJEB38173,SAMEA6816019,Amphilophus_amarillo,missing,Xil_ama_d_ben_13268,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,387913,0.0227665,5440371,16.1828,0.0372675,-0.0525906,-0.00806784,0.00409865,-0.0261149,0.00112757,-0.00489517,-0.0388924,0.0222332,0.13014,cluster_9,exclude,15
PRJEB38173,SAMEA6815738,Amphilophus_globosus,missing,Apo_glo_d_ben_MO630,CL Apoyo,2009,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,389088,0.0228354,4896012,22.503,-0.0817528,-0.0123096,-0.00732533,0.0117449,0.00846348,0.13195,0.0932322,-0.0134934,-0.00484758,0.00100504,cluster_10,exclude,9
PRJEB38173,SAMEA6816020,Amphilophus_amarillo,missing,Xil_ama_d_ben_13636,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,390787,0.0229351,5441125,17.3103,0.0346475,-0.0507338,-0.00514505,0.00511798,-0.0297154,6.59734e-4,-0.007568,-0.0418646,0.0162788,0.124218,cluster_9,outgroup,NA
PRJEB38173,SAMEA6816099,Amphilophus_xiloaensis,missing,Xil_xil_g_ben_01239,CL Xiloá,2007,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,392086,0.0230114,4632617,16.1089,0.0414223,-0.089708,-0.0163104,0.00949998,-0.0392186,0.00384198,-0.00159218,0.00567101,0.00426812,-2.63772e-4,cluster_1,exclude,2
PRJEB38173,SAMEA6815702,Amphilophus_globosus,missing,Apo_cl4_d_ben_07692,CL Apoyo,2014,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,395339,0.0232023,4895718,18.1144,-0.0802169,-0.0128411,-0.00673989,0.0100468,0.00774194,0.133402,0.0858489,-0.0186126,9.57827e-5,-4.18536e-4,cluster_10,exclude,9
PRJEB38173,SAMEA6815701,Amphilophus_globosus,missing,Apo_cl4_d_ben_07691,CL Apoyo,2014,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,396650,0.0232792,4895550,18.5969,-0.0823189,-0.01421,-0.00979478,0.0107766,0.00766854,0.128544,0.0891614,-0.0179606,0.0012815,1.17513e-4,cluster_10,outgroup,NA
PRJEB38173,SAMEA6815717,Amphilophus_flaveolus,missing,Apo_cl5_d_ben_02426,CL Apoyo,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,397051,0.0233028,4873902,13.3361,-0.0729217,-0.00876783,-0.00611626,0.00363031,0.00267941,0.0207758,-0.0103116,0.00537697,0.00427252,-0.00255343,cluster_5,outgroup,NA
PRJEB38173,SAMEA6816074,Amphilophus_viridis,missing,Xil_vir_d_ben_19494,CL Xiloá,2015,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,397825,0.0233482,5512059,15.4756,0.0370976,-0.0511526,-0.00740873,0.0056178,-0.0195983,-0.00207259,-0.00284905,-0.0203549,0.00177145,0.0522013,cluster_9,exclude,2
PRJEB38173,SAMEA6815794,Amphilophus_tolteca,missing,AsM_tol_d_mid_02394,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,400230,0.0234894,5446768,26.4246,0.028794,0.0648657,-0.123202,0.0317024,-0.00435797,-0.00440178,0.014342,0.0408588,-0.178838,0.00922317,cluster_3,outgroup,NA
PRJEB38173,SAMEA6816104,Amphilophus_xiloaensis,missing,Xil_xil_g_ben_13413,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,401593,0.0235693,4632441,14.6052,0.0404293,-0.0874639,-0.0179033,0.0110898,-0.036706,0.0029256,-0.00449251,0.00407916,0.00351095,0.0135798,cluster_1,exclude,2
PRJEB38173,SAMEA6815741,Amphilophus_globosus,missing,Apo_glo_d_ben_MO640,CL Apoyo,2009,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,402038,0.0235955,4895593,20.4152,-0.0805453,-0.0132698,-0.00695736,0.0117492,0.00760514,0.134932,0.0972256,-0.0137054,-8.31384e-4,5.81449e-4,cluster_10,exclude,9
PRJEB38173,SAMEA6815798,Amphilophus_tolteca,missing,AsM_tol_d_mid_02398,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,402414,0.0236175,5446210,19.7094,0.0299455,0.0661306,-0.114537,0.0312236,-0.00184983,-0.00219291,0.00815185,0.0347973,-0.17431,0.012178,cluster_3,outgroup,NA
PRJEB38173,SAMEA6816017,Amphilophus_amarillo,missing,Xil_ama_d_ben_13091,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,402488,0.0236219,5440175,15.082,0.0367423,-0.0489403,-0.00635273,0.00232403,-0.0233096,5.19918e-4,-0.00286132,-0.0336881,0.0179979,0.125777,cluster_9,exclude,15
PRJEB38173,SAMEA6815663,Amphilophus_astorquii,missing,Apo_cl2_d_ben_12407,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,402514,0.0236234,5171408,16.6554,-0.0730628,-0.00957106,-0.00404062,0.00289995,0.0018801,-0.00270201,-0.0237427,0.00523092,0.00620951,-0.00137115,cluster_5,outgroup,NA
PRJEB38173,SAMEA6816101,Amphilophus_xiloaensis,missing,Xil_xil_g_ben_13154,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,403451,0.0236784,4631340,13.9158,0.0415225,-0.0875836,-0.0151193,0.00939125,-0.0386352,0.00126845,-0.00175468,0.0016786,0.00491617,0.00743391,cluster_1,exclude,2
PRJEB38173,SAMEA6815723,Amphilophus_flaveolus,missing,Apo_cl5_d_ben_12437,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,406469,0.0238555,4872421,14.3444,-0.0715684,-0.00937938,-0.0045153,0.00479985,0.00330423,0.0186948,-0.0120758,0.00608312,-0.00168916,0.00109708,cluster_5,exclude,10
PRJEB38173,SAMEA6816095,Amphilophus_xiloaensis,missing,Xil_xil_g_ben_00869,CL Xiloá,2007,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,407460,0.0239137,4631938,14.4961,0.0409794,-0.0896679,-0.0169499,0.0105183,-0.0409571,0.00303664,-0.00486848,0.0028496,0.0019518,0.0114149,cluster_1,exclude,2
PRJEB38173,SAMEA6815805,Amphilophus_tolteca,missing,AsM_tol_d_sho_02389,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,407746,0.0239305,5446098,20.3181,0.028934,0.0660772,-0.118892,0.0271078,-0.00185315,-0.00515781,0.0106728,0.0373314,-0.164141,0.00882095,cluster_3,exclude,7
PRJEB38173,SAMEA6816052,Amphilophus_sagittae,missing,Xil_sag_g_lim_07709,CL Xiloá,2014,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,407794,0.0239333,5599852,22.9922,0.0427094,-0.0959034,-0.0173918,0.0106509,-0.0254701,-0.00288739,0.00335821,0.0204789,-0.00733652,-0.0605638,cluster_1,outgroup,NA
PRJEB38173,SAMEA6815757,Amphilophus_zaliosus,missing,Apo_zal_d_lim_03965,CL Apoyo,2003,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,410383,0.0240852,4536839,14.3133,-0.0760783,-0.0117335,-0.00497253,-2.27005e-4,0.00637779,-0.162842,0.10556,-0.0193959,0.00101931,0.00295256,cluster_10,exclude,11
PRJEB38173,SAMEA6815737,Amphilophus_globosus,missing,Apo_glo_d_ben_MO627,CL Apoyo,2009,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,410522,0.0240934,4895597,17.8484,-0.0802183,-0.0145934,-0.00740909,0.0108011,0.0071396,0.126752,0.0858761,-0.0174604,0.00593258,4.35575e-4,cluster_10,exclude,9
PRJEB38173,SAMEA6815679,Amphilophus_chancho,missing,Apo_cl3_d_ben_05663,CL Apoyo,2005,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,412860,0.0242306,4284153,15.5842,-0.0798046,-0.0110085,-0.00588401,0.00921655,0.00598374,-0.0289677,-0.177373,0.00929079,-0.00860853,-0.00480613,cluster_10,exclude,10
PRJEB38173,SAMEA6815742,Amphilophus_globosus,missing,Apo_glo_d_ben_MO642,CL Apoyo,2009,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,413203,0.0242507,4896260,21.4886,-0.0805983,-0.0136719,-0.0110754,0.0117031,0.0098286,0.131107,0.0850718,-0.0165775,2.42491e-4,0.00203519,cluster_10,outgroup,NA
PRJEB38173,SAMEA6816050,Amphilophus_sagittae,missing,Xil_sag_d_lim_17976,CL Xiloá,2015,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,413661,0.0242776,5599513,21.716,0.0448046,-0.0994894,-0.0163771,0.00815077,-0.028375,-0.00169263,0.00842428,0.0324605,-0.00767316,-0.0970544,cluster_1,outgroup,NA
PRJEB38173,SAMEA6815804,Amphilophus_tolteca,missing,AsM_tol_d_sho_02388,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,413772,0.0242841,5446374,21.1016,0.028861,0.0626085,-0.115384,0.0299999,-0.00232608,-0.0040443,0.0111459,0.0355633,-0.157477,0.00960488,cluster_3,outgroup,NA
PRJEB38173,SAMEA6816053,Amphilophus_sagittae,missing,Xil_sag_g_lim_07786,CL Xiloá,2014,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,414280,0.0243139,5599136,18.6844,0.0427609,-0.0935482,-0.0154915,0.00956397,-0.0211668,-0.00211672,5.3007e-4,0.0267159,-0.00710905,-0.069828200000000007,cluster_1,outgroup,NA
PRJEB38173,SAMEA6815810,Amphilophus_tolteca,missing,AsM_tol_g_sho_02368,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,414461,0.0243246,5446304,20.3452,0.0296469,0.0607883,-0.112269,0.0290705,-0.00291752,-8.49722e-4,0.0101534,0.0309586,-0.150609,0.0154325,cluster_3,outgroup,NA
PRJEB38173,SAMEA6815803,Amphilophus_tolteca,missing,AsM_tol_d_sho_02383,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,414952,0.0243534,5446286,18.9552,0.0298997,0.0632836,-0.115075,0.0310409,-0.00499092,-0.00143327,0.00846226,0.0351687,-0.150167,0.0127298,cluster_3,outgroup,NA
PRJEB38173,SAMEA6815703,Amphilophus_globosus,missing,Apo_cl4_d_ben_07693,CL Apoyo,2014,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,416206,0.024427,4895192,17.6221,-0.0821077,-0.015204,-0.0080051,0.0136388,0.00957077,0.134685,0.0919739,-0.018104,0.0018821,0.00339707,cluster_10,exclude,9
PRJEB38173,SAMEA6816039,Amphilophus_sagittae,missing,Xil_sag_d_lim_07639,CL Xiloá,2014,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,416840,0.0244642,5599450,20.6625,0.0441807,-0.096727,-0.015655,0.0111048,-0.0222603,0.00132304,0.00238179,0.0234528,-0.00474972,-0.0653117,cluster_1,outgroup,NA
PRJEB38173,SAMEA6815760,Amphilophus_zaliosus,missing,Apo_zal_d_lim_05386,CL Apoyo,2005,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,417510,0.0245035,4536262,13.9745,-0.0765376,-0.0122172,-0.00509615,-0.00102861,0.00361974,-0.155322,0.0970219,-0.0162301,0.00140701,7.95699e-4,cluster_10,exclude,11
PRJEB38173,SAMEA6815714,Amphilophus_globosus,missing,Apo_cl4_d_ben_18443,CL Apoyo,2014,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,418808,0.0245797,4895794,19.884,-0.0798166,-0.0122623,-0.00974315,0.0126318,0.0105859,0.133184,0.0869082,-0.012405,0.00212753,0.00346649,cluster_10,outgroup,NA
PRJEB38173,SAMEA6815802,Amphilophus_tolteca,missing,AsM_tol_d_sho_02375,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,419325,0.02461,5446343,21.9315,0.0287627,0.0627227,-0.115867,0.0300049,-0.00284951,-0.00371074,0.00431172,0.0318017,-0.147836,0.0125667,cluster_3,outgroup,NA
PRJEB38173,SAMEA6816058,Amphilophus_viridis,missing,Xil_vir_d_ben_01247,CL Xiloá,2007,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,420683,0.0246897,5509740,15.1288,0.0382349,-0.052594,-0.00758258,0.00548577,-0.0174248,-0.00212936,-0.00468985,-0.0227537,0.00707862,0.0519394,cluster_9,outgroup,NA
PRJEB38173,SAMEA6815740,Amphilophus_globosus,missing,Apo_glo_d_ben_MO636,CL Apoyo,2009,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,421611,0.0247442,4895699,17.5115,-0.0813308,-0.0132083,-0.00660099,0.0122055,0.0105609,0.127446,0.083777,-0.013065,0.00423298,0.00130639,cluster_10,exclude,9
PRJEB38173,SAMEA6816040,Amphilophus_sagittae,missing,Xil_sag_d_lim_07710,CL Xiloá,2014,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,423938,0.0248808,5599709,21.3944,0.0464209,-0.103116,-0.0166143,0.00525571,-0.0279858,-0.00256444,0.0117652,0.0362944,-0.0109765,-0.107062,cluster_1,exclude,12
PRJEB38173,SAMEA6815766,Amphilophus_zaliosus,missing,Apo_zal_d_lim_12498,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,424080,0.0248891,4536952,13.7329,-0.0738435,-0.0103792,-0.00314988,6.42889e-4,0.00655608,-0.125338,0.0831911,-0.0157206,0.00509571,0.00413312,cluster_5,outgroup,NA
PRJEB38173,SAMEA6815664,Amphilophus_astorquii,missing,Apo_cl2_d_ben_12451,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,424960,0.0249407,5171411,15.2573,-0.0722821,-0.00992104,-0.00159648,0.00115151,9.12147e-4,-0.0061689,-0.0263967,0.00806833,0.00339014,0.00457908,cluster_5,outgroup,NA
PRJEB38173,SAMEA6816092,Amphilophus_sagittae,missing,Xil_xil_d_ben_19484,CL Xiloá,2015,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,425078,0.0249477,5599059,21.4438,0.0443567,-0.0966284,-0.0161667,0.00862932,-0.0188594,-0.00170312,0.00536771,0.0237869,-0.00933155,-0.0735923,cluster_1,outgroup,NA
PRJEB38173,SAMEA6815727,Amphilophus_flaveolus,missing,Apo_cl5_d_ben_12479,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,425463,0.0249703,4871754,14.9593,-0.073224,-0.0115524,-0.00501762,0.00594282,0.0042559,0.0183268,-0.00659619,0.00393247,-0.00186879,-6.85815e-4,cluster_5,exclude,10
PRJEB38173,SAMEA6815725,Amphilophus_flaveolus,missing,Apo_cl5_d_ben_12454,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,427295,0.0250778,4872255,14.1583,-0.0752499,-0.011238,-0.0041768,0.00535689,0.0057825,0.0375413,0.00137462,0.00322789,0.00412452,0.00198383,cluster_5,exclude,10
PRJEB38173,SAMEA6816070,Amphilophus_viridis,missing,Xil_vir_d_ben_13180,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,427643,0.0250982,5509284,14.6563,0.0371398,-0.0513554,-0.00837232,0.00409629,-0.0180256,-0.00363621,-0.00375883,-0.0207797,3.77304e-4,0.050529,cluster_9,exclude,2
PRJEB38173,SAMEA6816015,Amphilophus_amarillo,missing,Xil_ama_d_ben_13025,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,430371,0.0252583,5440775,13.6775,0.0348877,-0.0495569,-0.00584374,0.00345471,-0.0237367,0.00195539,-0.00491297,-0.0405698,0.0151047,0.129287,cluster_9,exclude,15
PRJEB38173,SAMEA6816041,Amphilophus_sagittae,missing,Xil_sag_d_lim_07785,CL Xiloá,2014,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,431062,0.0252989,5598766,20.4648,0.0433709,-0.0998439,-0.0158767,0.00912643,-0.0274572,-0.0042263,0.0108611,0.0285903,-0.00585252,-0.0936342,cluster_1,outgroup,NA
PRJEB38173,SAMEA6816021,Amphilophus_amarillo,missing,Xil_ama_d_ben_13637,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,432464,0.0253812,5440334,14.0038,0.0366789,-0.0505161,-0.00540817,0.00224991,-0.0200601,3.54708e-4,-0.00619855,-0.037737,0.015638,0.12922,cluster_9,outgroup,NA
PRJEB38173,SAMEA6815733,Amphilophus_globosus,missing,Apo_glo_d_ben_MO618,CL Apoyo,2009,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,433871,0.0254637,4894997,11.6438,-0.0798754,-0.0132736,-0.00669689,0.0110915,0.00961442,0.126079,0.0852386,-0.0159232,0.00321232,0.00251491,cluster_10,exclude,9
PRJEB38173,SAMEA6816018,Amphilophus_amarillo,missing,Xil_ama_d_ben_13185,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,435519,0.0255605,5440446,14.4156,0.0359573,-0.047803,-0.00538574,0.00295279,-0.0265374,-0.00130021,-0.00457009,-0.0430644,0.0197419,0.135201,cluster_9,outgroup,NA
PRJEB38173,SAMEA6815669,Amphilophus_astorquii,missing,Apo_cl2_d_ben_13727,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,435520,0.0255605,5171495,13.7676,-0.0721531,-0.0073533,-0.00168839,0.00190373,-9.88772e-4,-0.00738727,-0.0211536,0.0040275,6.43045e-4,1.68326e-4,cluster_5,outgroup,NA
PRJEB38173,SAMEA6815759,Amphilophus_zaliosus,missing,Apo_zal_d_lim_03976,CL Apoyo,2003,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,438108,0.0257124,4536442,12.8049,-0.0744881,-0.0110722,-0.00312497,-0.00292419,0.00442627,-0.156635,0.105943,-0.0163819,-0.00065690500000000005,0.00332598,cluster_5,exclude,11
PRJEB38173,SAMEA6816065,Amphilophus_viridis,missing,Xil_vir_d_ben_13076,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,438353,0.0257268,5509257,14.9263,0.0374557,-0.0521338,-0.00558218,0.00805394,-0.0159904,-4.15339e-5,-5.52834e-4,-0.0262711,0.00531914,0.0538983,cluster_9,outgroup,NA
PRJEB38173,SAMEA6815795,Amphilophus_tolteca,missing,AsM_tol_d_mid_02395,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,438454,0.0257327,5445906,16.863,0.0290558,0.0641446,-0.116397,0.0276222,-0.00429533,-0.00121804,0.00771054,0.0326003,-0.155408,5.35141e-4,cluster_3,outgroup,NA
PRJEB38173,SAMEA6816027,Amphilophus_amarillo,missing,Xil_ama_d_ben_19034,CL Xiloá,2015,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,439137,0.0257728,5442140,10.0305,0.0344289,-0.0511774,-0.00438809,-2.39479e-4,-0.0258242,-1.91102e-4,-0.00476509,-0.0414708,0.0205229,0.119239,cluster_9,outgroup,NA
PRJEB38173,SAMEA6815754,Amphilophus_zaliosus,missing,Apo_zal_d_lim_03122,CL Apoyo,2003,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,439599,0.0257999,4536435,13.9731,-0.0767665,-0.013046,-0.00573482,0.00139675,0.00706904,-0.164291,0.115433,-0.0201383,0.00309467,0.00320384,cluster_10,exclude,11
PRJEB38173,SAMEA6815770,Amphilophus_zaliosus,missing,Apo_zal_d_lim_18031,CL Apoyo,2014,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,440139,0.0258316,4538720,12.4833,-0.0765636,-0.0136693,-0.00556887,-5.32588e-4,0.00600111,-0.175857,0.114855,-0.0222138,0.00366925,0.00135568,cluster_10,outgroup,3
PRJEB38173,SAMEA6816064,Amphilophus_viridis,missing,Xil_vir_d_ben_13075,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,440666,0.0258625,5509151,14.2777,0.0355645,-0.04928,-0.00983516,0.00363109,-0.0158366,0.00533881,-0.00704865,-0.0257698,0.00649534,0.0540621,cluster_9,exclude,2
PRJEB38173,SAMEA6816014,Amphilophus_amarillo,missing,Xil_ama_d_ben_07667,CL Xiloá,2014,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,440783,0.0258694,5442187,10.2926,0.0355442,-0.0453894,-0.00439966,2.95013e-4,-0.0275436,-0.00152516,-0.0046027,-0.0344122,0.0167172,0.132118,cluster_9,outgroup,NA
PRJEB38173,SAMEA6815801,Amphilophus_tolteca,missing,AsM_tol_d_mid_02590,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,441465,0.0259094,5445548,16.0266,0.0280261,0.0630338,-0.119777,0.0280938,-0.00534788,-0.00101103,0.010938,0.0308747,-0.167305,0.00995476,cluster_3,outgroup,NA
PRJEB38173,SAMEA6815656,Amphilophus_astorquii,missing,Apo_cl2_d_ben_01101,CL Apoyo,2007,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,442617,0.025977,5171525,16.3196,-0.0744066,-0.00729263,-0.00235923,0.00317757,8.88074e-4,-0.00188864,-0.0176916,0.0119721,-0.00134762,-3.10228e-4,cluster_5,outgroup,NA
