BioProject,BioSample,Organism,sex,Submitter_Id,Lake,Sampling_Year,refGenome,refSpecies,N_DATA,N_GENOTYPES_FILTERED,N_MISS,F_MISS,N_SITES,MEAN_DEPTH,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,cluster,SampleType,rel_cluster
PRJEB38173,SAMEA6816016,Amphilophus_amarillo,missing,Xil_ama_d_ben_13039,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,443242,0.0260137,5440353,14.071,0.0357505,-0.0498334,-0.00726435,0.00215416,-0.0268144,-4.1565e-4,-0.00575751,-0.0414731,0.0196786,0.124987,cluster_9,outgroup,NA
PRJEB38173,SAMEA6815954,Amphilophus_citrinellus,missing,Nic_cit_d_nlp_05766,GL Nicaragua,2005,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,446044,0.0261782,9387006,26.4338,0.0086831,0.040171,0.0389112,-0.0525211,-0.0391285,0.00305431,0.00549807,0.0841607,0.0179546,0.00280285,cluster_4,ingroup,NA
PRJEB38173,SAMEA6815671,Amphilophus_astorquii,missing,Apo_cl2_d_ben_18030,CL Apoyo,2014,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,447663,0.0262732,5173029,11.9062,-0.0672656,-0.0057203,-4.22558e-4,-0.00156146,9.64603e-5,-0.0133053,-0.0215659,0.0131047,0.00378226,0.00893491,cluster_5,outgroup,NA
PRJEB38173,SAMEA6816067,Amphilophus_viridis,missing,Xil_vir_d_ben_13080,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,447771,0.0262795,5509342,14.3682,0.0372124,-0.0489132,-0.0044942,0.00750873,-0.0146468,0.00379391,0.00112264,-0.0278652,0.00709715,0.0545607,cluster_9,exclude,2
PRJEB38173,SAMEA6815708,Amphilophus_globosus,missing,Apo_cl4_d_ben_12556,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,449876,0.0264031,4893323,17.5399,-0.0804768,-0.0133515,-0.0090429,0.0112732,0.0103073,0.125239,0.09436,-0.0150289,0.00136722,0.00456782,cluster_10,exclude,9
PRJEB38173,SAMEA6815761,Amphilophus_zaliosus,missing,Apo_zal_d_lim_05396,CL Apoyo,2005,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,450851,0.0264603,4536516,12.8564,-0.0777682,-0.0131049,-0.00502358,-5.38167e-4,0.00551393,-0.164901,0.111072,-0.019506,0.00216066,8.8331e-4,cluster_10,exclude,11
PRJEB38173,SAMEA6815670,Amphilophus_astorquii,missing,Apo_cl2_d_ben_13732,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,451201,0.0264808,5171154,14.2215,-0.073962,-0.00930577,-0.00480606,0.0038834,0.00200257,-0.0129496,-0.0247218,0.00259607,0.0030298,0.0025374,cluster_5,outgroup,NA
PRJEB38173,SAMEA6815799,Amphilophus_tolteca,missing,AsM_tol_d_mid_02410,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,451943,0.0265244,5445720,18.2364,0.0298286,0.0632474,-0.118695,0.0295632,-0.00437566,-0.00361091,0.0109484,0.0332058,-0.173355,0.0115749,cluster_3,outgroup,NA
PRJEB38173,SAMEA6815769,Amphilophus_zaliosus,missing,Apo_zal_d_lim_18026,CL Apoyo,2014,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,453226,0.0265997,4538587,11.4502,-0.0752012,-0.0136089,-0.00471041,-1.15616e-4,0.00641172,-0.173198,0.1134,-0.019753,0.0043969,0.00357575,cluster_10,exclude,3
PRJEB38173,SAMEA6815813,Amphilophus_tolteca,missing,AsM_tol_g_sho_02371,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,454071,0.0266493,5445937,15.4053,0.0294871,0.0631292,-0.114632,0.0265513,-0.00420084,-0.00521971,0.00912732,0.0313764,-0.153731,0.0133075,cluster_3,outgroup,NA
PRJEB38173,SAMEA6815729,Amphilophus_flaveolus,missing,Apo_cl5_d_ben_13245,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,454472,0.0266728,4871651,11.7175,-0.0742099,-0.00909381,-0.00331054,0.00511035,0.00538293,0.0139292,-0.00792977,0.00528076,9.90657e-4,-0.0029917,cluster_5,outgroup,NA
PRJEB38173,SAMEA6815736,Amphilophus_globosus,missing,Apo_glo_d_ben_MO625,CL Apoyo,2009,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,456127,0.0267699,4895066,13.5296,-0.0816988,-0.0145119,-0.00978642,0.0109429,0.00878054,0.124179,0.0834966,-0.0168276,-6.52503e-5,0.00118568,cluster_10,outgroup,NA
PRJEB38173,SAMEA6815722,Amphilophus_flaveolus,missing,Apo_cl5_d_ben_12413,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,458674,0.0269194,4872131,14.3908,-0.0743749,-0.0108695,-0.00440912,0.00347763,0.00456126,0.021007,-0.00350454,0.00184368,-0.00119386,0.00267461,cluster_5,outgroup,NA
PRJEB38173,SAMEA6816051,Amphilophus_sagittae,missing,Xil_sag_d_lim_19498,CL Xiloá,2015,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,458910,0.0269333,5599105,14.4243,0.0444497,-0.0960492,-0.0146284,0.00709869,-0.0248482,-0.00127826,0.0028452,0.0293382,-0.00898967,-0.0935785,cluster_1,outgroup,NA
PRJEB38173,SAMEA6815666,Amphilophus_astorquii,missing,Apo_cl2_d_ben_12521,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,459671,0.0269779,5171982,14.7951,-0.0737911,-0.00921058,-0.00394518,9.17995e-5,0.00164242,-0.0135848,-0.0270152,0.0111095,0.0037748,-6.4486e-4,cluster_5,outgroup,NA
PRJEB38173,SAMEA6815654,Amphilophus_astorquii,missing,Apo_cl2_d_ben_01076,CL Apoyo,2007,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,460393,0.0270203,5170910,14.5364,-0.0732474,-0.00933811,-0.00294457,4.22418e-4,-7.96614e-4,-0.00662614,-0.0237363,0.00841682,2.17073e-5,-9.0326e-4,cluster_5,outgroup,NA
PRJEB38173,SAMEA6815767,Amphilophus_zaliosus,missing,Apo_zal_d_lim_12523,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,461509,0.0270858,4536996,14.6517,-0.0770105,-0.0142449,-0.00547475,-0.00120806,0.00445375,-0.183205,0.117548,-0.0243973,0.00357658,0.00327676,cluster_10,exclude,3
PRJEB38173,SAMEA6816093,Amphilophus_sagittae,missing,Xil_xil_d_ben_19493,CL Xiloá,2015,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,461564,0.027089,5599176,17.4108,0.0435412,-0.0945993,-0.0156662,0.012158,-0.0201246,4.50083e-4,0.00224932,0.0195103,-7.39113e-4,-0.0650819,cluster_1,outgroup,NA
PRJEB38173,SAMEA6816066,Amphilophus_viridis,missing,Xil_vir_d_ben_13079,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,463251,0.027188,5509515,12.3908,0.0378826,-0.0536481,-0.00539162,0.00226185,-0.0255579,0.00405486,-0.00138259,-0.0157056,0.00803419,0.021753,cluster_9,exclude,2
PRJEB38173,SAMEA6815756,Amphilophus_zaliosus,missing,Apo_zal_d_lim_03964,CL Apoyo,2003,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,467633,0.0274452,4537360,13.4091,-0.0768287,-0.0123775,-0.00439009,-6.87416e-4,0.00585617,-0.168954,0.115835,-0.0170114,0.00394451,0.00354924,cluster_10,exclude,11
PRJEB38173,SAMEA6815676,Amphilophus_astorquii,missing,Apo_cl2_g_ben_18446,CL Apoyo,2014,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,468673,0.0275063,5171064,14.1496,-0.0725509,-0.00900739,-0.00379656,0.0029292,0.00112947,-0.00455122,-0.028067,0.00691704,0.00105931,-0.00340941,cluster_5,outgroup,NA
PRJEB38173,SAMEA6815712,Amphilophus_globosus,missing,Apo_cl4_d_ben_18037,CL Apoyo,2014,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,469103,0.0275315,4895564,14.1885,-0.0806865,-0.0139657,-0.00945796,0.0106962,0.00869691,0.130142,0.0885473,-0.0183554,-0.0013893,0.00278398,cluster_10,exclude,9
PRJEB38173,SAMEA6816045,Amphilophus_sagittae,missing,Xil_sag_d_lim_13066,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,471202,0.0276547,5596493,14.3103,0.0418125,-0.0942195,-0.0157783,0.00690065,-0.0233994,-0.00159433,0.00901741,0.0285627,-0.00570448,-0.0867782,cluster_1,exclude,2
PRJEB38173,SAMEA6815657,Amphilophus_astorquii,missing,Apo_cl2_d_ben_01102,CL Apoyo,2007,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,471376,0.0276649,5170226,13.9688,-0.0729013,-0.00746257,-0.00178555,0.00346208,-9.34151e-4,-0.00536202,-0.0269725,0.0091698,0.00191362,8.27779e-4,cluster_5,outgroup,NA
PRJEB38173,SAMEA6816105,Amphilophus_sagittae,missing,Xil_xil_g_ben_17981,CL Xiloá,2015,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,474896,0.0278715,5598415,14.3151,0.0464993,-0.105614,-0.0149104,0.00598061,-0.0334067,-0.00257985,0.0101425,0.0390189,-0.012917,-0.127516,cluster_1,outgroup,NA
PRJEB38173,SAMEA6816033,Amphilophus_sagittae,missing,Xil_sag_d_lim_00535,CL Xiloá,2007,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,475121,0.0278847,5596824,14.5267,0.042736,-0.0877817,-0.0134667,0.010805499999999999,-0.020763,9.56399e-4,0.00457819,0.0157946,-0.00242828,-0.0548106,cluster_1,exclude,2
PRJEB38173,SAMEA6816042,Amphilophus_sagittae,missing,Xil_sag_d_lim_13008,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,481409,0.0282537,5595878,14.3038,0.0460035,-0.0965232,-0.015016,0.00456357,-0.0253314,-0.00358668,0.00959988,0.0268234,-0.00485042,-0.0944573,cluster_1,exclude,2
PRJEB38173,SAMEA6816022,Amphilophus_amarillo,missing,Xil_ama_d_ben_13638,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,482092,0.0282938,5440777,11.844,0.0360005,-0.0523097,-0.00516188,5.84897e-4,-0.0254715,-6.7906e-4,-0.00685692,-0.0367836,0.0187732,0.121139,cluster_9,outgroup,NA
PRJEB38173,SAMEA6815674,Amphilophus_astorquii,missing,Apo_cl2_d_ben_19361,CL Apoyo,2015,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,482316,0.028307,5173440,10.5885,-0.0705212,-0.0083564,-0.00218042,0.00214597,6.23057e-4,2.60418e-4,-0.0252028,0.00591961,7.20669e-4,6.10703e-4,cluster_5,outgroup,NA
PRJEB38173,SAMEA6815707,Amphilophus_globosus,missing,Apo_cl4_d_ben_12554,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,482769,0.0283335,4892538,13.9742,-0.0805629,-0.0127816,-0.00867979,0.0113337,0.0102151,0.125228,0.0853135,-0.0143373,-4.98618e-4,0.00402503,cluster_10,exclude,9
PRJEB38173,SAMEA6815673,Amphilophus_astorquii,missing,Apo_cl2_d_ben_19353,CL Apoyo,2015,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,486769,0.0285683,5172865,9.68241,-0.0687986,-0.00637935,5.34219e-4,-4.08899e-4,-0.00228879,-0.0189994,-0.0170691,0.0144107,0.0017668,0.00653517,cluster_5,outgroup,NA
PRJEB38173,SAMEA6815960,Amphilophus_citrinellus,missing,Nic_cit_g_nlp_02527,GL Nicaragua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,487121,0.028589,9386521,22.9868,0.00854607,0.0412274,0.0405268,-0.0550297,-0.0390468,-3.49321e-4,0.00543965,0.0836115,0.0134904,-0.00552363,cluster_4,ingroup,NA
PRJEB38173,SAMEA6816090,Amphilophus_sagittae,missing,Xil_xil_d_ben_13446,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,488660,0.0286793,5596166,15.4472,0.0440466,-0.0958307,-0.0160679,0.00657105,-0.0320912,-4.90206e-4,0.00270954,0.0269272,-0.00372845,-0.0740623,cluster_1,exclude,2
PRJEB38173,SAMEA6815883,Amphilophus_labiatus,missing,Man_lab_d_lip_05249,GL Managua,2005,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,489980,0.0287568,8944226,22.5619,0.0230859,0.0281496,0.0176075,-0.0222737,-0.00862544,-0.00267879,0.00172416,-0.0262629,-2.07954e-4,0.0474839,cluster_6,outgroup,NA
PRJEB38173,SAMEA6815658,Amphilophus_astorquii,missing,Apo_cl2_d_ben_01103,CL Apoyo,2007,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,493198,0.0289456,5170692,11.8346,-0.0732809,-0.00921293,-0.00370245,0.00280525,0.00300301,-2.31388e-4,-0.0251241,0.00655527,-7.23239e-4,-3.18228e-4,cluster_5,outgroup,NA
PRJEB38173,SAMEA6815971,Amphilophus_labiatus,missing,Nic_lab_d_lip_02535,GL Nicaragua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,495250,0.029066,8944401,24.8205,0.00809055,0.0379121,0.0393454,-0.0529092,-0.0395125,0.00348982,0.0137029,0.0961745,0.0129384,0.00783384,cluster_4,outgroup,NA
PRJEB38173,SAMEA6816043,Amphilophus_sagittae,missing,Xil_sag_d_lim_13032,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,495912,0.0291049,5596385,15.0864,0.0444273,-0.0996114,-0.0152976,0.00685541,-0.0254199,9.21762e-4,0.00733681,0.0261068,8.50446e-6,-0.0849427,cluster_1,outgroup,NA
PRJEB38173,SAMEA6815982,Amphilophus_labiatus,missing,Nic_lab_g_lip_02568,GL Nicaragua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,496364,0.0291314,8943813,22.2558,0.0077501,0.0419715,0.0409609,-0.0566084,-0.0398081,0.00446915,0.0098965,0.111092,0.0161097,0.00852192,cluster_4,outgroup,NA
PRJEB38173,SAMEA6815758,Amphilophus_zaliosus,missing,Apo_zal_d_lim_03969,CL Apoyo,2003,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,498235,0.0292412,4536206,13.4749,-0.0766133,-0.0133325,-0.00431166,-0.00293603,0.00331447,-0.174487,0.114562,-0.0215048,0.00278746,6.84548e-4,cluster_10,outgroup,NA
PRJEB38173,SAMEA6815808,Amphilophus_tolteca,missing,AsM_tol_d_sho_02591,CL As. Managua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,501793,0.0294501,5445481,14.0483,0.0303432,0.0653442,-0.122765,0.0335651,-0.00571049,-0.00506092,0.0061719,0.0392348,-0.173748,0.0117436,cluster_3,outgroup,NA
PRJEB38173,SAMEA6815665,Amphilophus_astorquii,missing,Apo_cl2_d_ben_12494,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,504294,0.0295968,5171091,12.5987,-0.0689814,-0.00910254,4.66564e-4,-0.00112682,-3.12543e-4,-0.0195336,-0.0191745,0.00938985,0.00194675,0.0019292,cluster_5,outgroup,NA
PRJEB38173,SAMEA6815957,Amphilophus_citrinellus,missing,Nic_cit_g_nlp_02524,GL Nicaragua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,505033,0.0296402,9386713,19.2328,0.0109741,0.0364911,0.0436491,-0.057316400000000003,-0.046827,-7.70831e-4,0.013872,0.0862915,0.0120132,-0.0375242,cluster_4,exclude,2
PRJEB38173,SAMEA6815667,Amphilophus_astorquii,missing,Apo_cl2_d_ben_13695,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,505761,0.0296829,5170569,11.8297,-0.0730696,-0.0088783,-0.00252622,0.00230356,5.60175e-4,-0.00421095,-0.0184346,0.00546518,-1.73934e-4,-0.00228792,cluster_5,outgroup,NA
PRJEB38173,SAMEA6815710,Amphilophus_globosus,missing,Apo_cl4_d_ben_13686,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,505897,0.0296909,4892795,13.4105,-0.0795511,-0.0152858,-0.00981361,0.0112843,0.00717471,0.104081,0.050823,-0.0129749,0.0027632,0.00223925,cluster_10,outgroup,5
PRJEB38173,SAMEA6815959,Amphilophus_citrinellus,missing,Nic_cit_g_nlp_02526,GL Nicaragua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,510770,0.0299769,9386022,21.3288,0.011194,0.0408688,0.0422828,-0.0575169,-0.0351226,0.00375752,0.00507737,0.086106,0.0187661,-0.00138857,cluster_4,ingroup,NA
PRJEB38173,SAMEA6816102,Amphilophus_xiloaensis,missing,Xil_xil_g_ben_13262,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,515790,0.0302715,4631519,9.43831,0.0413294,-0.089815999999999993,-0.0159255,0.0129666,-0.0389964,8.37711e-4,-0.00205865,0.00286601,0.00296037,0.0127025,cluster_1,outgroup,NA
PRJEB38173,SAMEA6815768,Amphilophus_zaliosus,missing,Apo_zal_d_lim_12534,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,516756,0.0303282,4535721,11.5033,-0.0764721,-0.0149255,-0.00528717,-0.00191232,0.00418,-0.185162,0.116551,-0.023322,0.00137237,0.00164765,cluster_10,exclude,3
PRJEB38173,SAMEA6815706,Amphilophus_globosus,missing,Apo_cl4_d_ben_12553,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,520194,0.03053,4893224,15.0462,-0.0809343,-0.0133929,-0.00810235,0.0114573,0.0112225,0.130288,0.0894684,-0.0103015,8.64911e-4,3.88947e-4,cluster_10,outgroup,NA
PRJEB38173,SAMEA6815653,Amphilophus_astorquii,missing,Apo_cl2_d_ben_01074,CL Apoyo,2007,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,521656,0.0306158,5171152,14.6596,-0.0744127,-0.00960594,-0.00639581,0.00416329,3.52413e-4,-0.00867255,-0.0250403,0.00587351,-9.47374e-5,4.49704e-4,cluster_5,outgroup,NA
PRJEB38173,SAMEA6815984,Amphilophus_labiatus,missing,Nic_lab_g_lip_03028,GL Nicaragua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,523562,0.0307277,8944174,23.2499,0.00815305,0.0418646,0.0394267,-0.0589182,-0.0394543,0.00297604,0.00994241,0.107284,0.0157557,0.0063714,cluster_4,outgroup,NA
PRJEB38173,SAMEA6815753,Amphilophus_supercilius,missing,Apo_zal_d_lim_03119,CL Apoyo,2003,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,523665,0.0307337,4316183,8.14239,-0.0755257,-0.0130337,-0.00348336,-3.29782e-4,0.00597303,-0.159543,0.105343,-0.0211107,0.00175807,0.0014139,cluster_10,outgroup,NA
PRJEB38173,SAMEA6815901,Amphilophus_labiatus,missing,Man_lab_d_lip_14598,GL Managua,2012,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,527262,0.0309448,8943811,21.3311,0.0260858,0.0331368,0.0157141,-0.0196343,-0.0108148,0.00202777,-0.00921646,-0.0434075,0.00693604,0.0918857,cluster_6,outgroup,NA
PRJEB38173,SAMEA6815700,Amphilophus_globosus,missing,Apo_cl4_d_ben_03960,CL Apoyo,2003,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,527437,0.0309551,4893166,15.0926,-0.0801265,-0.0144859,-0.00978147,0.0123528,0.00918833,0.132349,0.0815962,-0.0161145,8.52771e-4,-4.41072e-4,cluster_10,exclude,9
PRJEB38173,SAMEA6815947,Amphilophus_citrinellus,missing,Nic_cit_d_nlp_02537,GL Nicaragua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,529224,0.03106,9386337,21.7012,0.00977952,0.0384662,0.040789,-0.0585434,-0.0330354,-0.00523096,0.00834234,0.0849408,0.0195116,-0.00246636,cluster_4,ingroup,NA
PRJEB38173,SAMEA6815655,Amphilophus_astorquii,missing,Apo_cl2_d_ben_01100,CL Apoyo,2007,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,529423,0.0310716,5170848,10.895,-0.0722447,-0.00845021,-0.00273222,0.00237081,2.52292e-4,0.00151886,-0.0277969,0.00662397,1.03458e-4,-5.96723e-4,cluster_5,outgroup,NA
PRJEB38173,SAMEA6815879,Amphilophus_labiatus,missing,Man_lab_d_lip_02404,GL Managua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,531919,0.0312181,8944091,21.4482,0.0242486,0.0333126,0.0123801,-0.0153992,-0.013588,8.26227e-4,-0.0124309,-0.0429716,0.0112032,0.0949709,cluster_6,outgroup,NA
PRJEB38173,SAMEA6815963,Amphilophus_citrinellus,missing,Nic_cit_g_nlp_05794,GL Nicaragua,2005,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,533508,0.0313114,9383673,15.2499,0.0097743,0.0454876,0.0461595,-0.0636469,-0.0463946,0.00336761,0.0127129,0.106438,0.0167657,0.00323208,cluster_4,exclude,2
PRJEB38173,SAMEA6815888,Amphilophus_labiatus,missing,Man_lab_d_lip_05816,GL Managua,2005,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,535239,0.031413,8944016,20.0306,0.0218754,0.0335023,0.0125837,-0.016811,-0.012682,0.00130426,-0.00778465,-0.0387164,0.00642039,0.092484,cluster_6,outgroup,NA
PRJEB38173,SAMEA6815958,Amphilophus_citrinellus,missing,Nic_cit_g_nlp_02525,GL Nicaragua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,541020,0.0317523,9385813,17.3002,0.00813921,0.0412966,0.0392414,-0.0544745,-0.0417135,-0.0025552,0.0138403,0.0926045,0.00950315,0.0095612,cluster_4,ingroup,NA
PRJEB38173,SAMEA6816047,Amphilophus_sagittae,missing,Xil_sag_d_lim_13070,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,543373,0.0318904,5596125,14.199,0.0425149,-0.0895283,-0.0139669,0.00774793,-0.0170268,-0.00353839,0.00529105,0.019699,1.82351e-4,-0.054183,cluster_1,outgroup,NA
PRJEB38173,SAMEA6815961,Amphilophus_citrinellus,missing,Nic_cit_g_nlp_02528,GL Nicaragua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,546311,0.0320628,9386753,19.827,0.0108035,0.0396476,0.0394117,-0.0583292,-0.0413771,0.00344799,0.0091561,0.0919798,0.0125622,-0.00584562,cluster_4,ingroup,NA
PRJEB38173,SAMEA6815980,Amphilophus_labiatus,missing,Nic_lab_g_lip_02520,GL Nicaragua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,547703,0.0321445,8943499,17.9185,0.00837036,0.0435445,0.0418168,-0.0591658,-0.0434578,0.00488604,0.0103411,0.108352,0.0200608,0.00228138,cluster_4,outgroup,NA
PRJEB38173,SAMEA6815886,Amphilophus_labiatus,missing,Man_lab_d_lip_05598,GL Managua,2005,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,550705,0.0323207,8943473,18.5684,0.0257599,0.0236869,0.0150418,-0.0212727,-0.0182972,0.00117567,-0.00295512,-0.0114773,-0.00338332,0.023172,cluster_6,outgroup,NA
PRJEB38173,SAMEA6815981,Amphilophus_labiatus,missing,Nic_lab_g_lip_02521,GL Nicaragua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,552104,0.0324028,8943869,16.6484,0.00854565,0.0385891,0.0365626,-0.0573549,-0.0380177,0.00646481,0.00824189,0.104423,0.0214572,0.00908904,cluster_4,outgroup,NA
PRJEB38173,SAMEA6815867,Amphilophus_citrinellus,missing,Man_cit_g_nlp_02584,GL Managua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,552762,0.0324414,9386780,23.6905,0.0233575,0.0324333,0.0193138,-0.0198868,-0.0164377,0.00274653,-0.00310236,-0.0204549,-0.004568,0.0430512,cluster_6,ingroup,NA
PRJEB38173,SAMEA6815881,Amphilophus_labiatus,missing,Man_lab_d_lip_02583,GL Managua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,553179,0.0324659,8943735,21.7544,0.0246679,0.0318234,0.0170424,-0.0165059,-0.012787,-6.30533e-5,-0.00942272,-0.0368631,0.00667345,0.0966777,cluster_6,outgroup,NA
PRJEB38173,SAMEA6816046,Amphilophus_sagittae,missing,Xil_sag_d_lim_13067,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,555117,0.0325796,5596553,13.0672,0.0432055,-0.0902143,-0.0168812,0.00730154,-0.0126771,-0.00190826,0.0104188,0.0191906,-0.00562869,-0.0491292,cluster_1,outgroup,NA
PRJEB38173,SAMEA6815968,Amphilophus_labiatus,missing,Nic_lab_d_lip_02515,GL Nicaragua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,555702,0.032614,8943587,17.5263,0.00789907,0.0426163,0.042781,-0.0570914,-0.041968,0.0060362,0.0120126,0.110721,0.0136383,0.00840403,cluster_4,outgroup,NA
PRJEB38173,SAMEA6815948,Amphilophus_citrinellus,missing,Nic_cit_d_nlp_03186,GL Nicaragua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,557743,0.0327337,9386443,20.1054,0.0111368,0.034528,0.0423888,-0.0569793,-0.0457077,0.00434136,0.0111728,0.0840613,0.00699003,-0.0368703,cluster_4,ingroup,NA
PRJEB38173,SAMEA6816036,Amphilophus_sagittae,missing,Xil_sag_d_lim_00879,CL Xiloá,2007,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,557980,0.0327476,5596208,13.4456,0.0424908,-0.0886841,-0.0139784,0.00991767,-0.0182571,-0.00307812,0.00688549,0.0191641,-0.00760703,-0.0616701,cluster_1,outgroup,17
PRJEB38173,SAMEA6816048,Amphilophus_sagittae,missing,Xil_sag_d_lim_13166,CL Xiloá,2010,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,559490,0.0328363,5596447,14.0235,0.0422461,-0.0897729,-0.0141175,0.0116722,-0.0148631,-3.49679e-4,0.00291712,0.0208022,-0.0079814800000000009,-0.0579033,cluster_1,exclude,17
PRJEB38173,SAMEA6815969,Amphilophus_labiatus,missing,Nic_lab_d_lip_02516,GL Nicaragua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,562578,0.0330175,8943403,15.9899,0.00948093,0.0441183,0.0400665,-0.0578611,-0.0405867,5.75673e-4,0.00706684,0.111588,0.0208927,0.00942203,cluster_4,outgroup,NA
PRJEB38173,SAMEA6815986,Amphilophus_labiatus,missing,Nic_lab_g_lip_05628,GL Nicaragua,2005,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,563531,0.0330734,8941111,14.558,0.00839861,0.0434442,0.0432006,-0.0659212,-0.0407005,0.00442548,0.00899709,0.113929,0.0209305,0.00942417,cluster_4,exclude,2
PRJEB38173,SAMEA6815855,Amphilophus_citrinellus,missing,Man_cit_d_nlp_03928,GL Managua,2014,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,564405,0.0331247,9386441,19.5865,0.0223931,0.0287483,0.00879819,-0.0145342,0.00119178,0.00220995,-0.00136252,-0.0272534,-0.00926294,0.0212167,cluster_6,ingroup,NA
PRJEB38173,SAMEA6815880,Amphilophus_labiatus,missing,Man_lab_d_lip_02582,GL Managua,2013,GCA_013435755.1,Amphilophus_citrinellus,17038782,0,565816,0.0332075,8944025,21.2643,0.0236046,0.0346802,0.0154841,-0.0175448,-0.0122955,-6.47081e-5,-0.0111415,-0.0429987,0.00293708,0.0978515,cluster_6,outgroup,NA
