BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN13737514,Q538949,GCF_015476345.1,SRR10835179,Anas_poecilorhyncha,PRJNA599025
SAMN13737513,Q538932,GCF_015476345.1,SRR10835180,Anas_poecilorhyncha,PRJNA599025
SAMN13737512,Q538852,GCF_015476345.1,SRR10835181,Anas_poecilorhyncha,PRJNA599025
SAMN13737511,P289334,GCF_015476345.1,SRR10835182,Anas_poecilorhyncha,PRJNA599025
SAMN13737510,P289316,GCF_015476345.1,SRR10835183,Anas_poecilorhyncha,PRJNA599025
SAMN13737509,P289124,GCF_015476345.1,SRR10835184,Anas_poecilorhyncha,PRJNA599025
SAMN13737508,P288913,GCF_015476345.1,SRR10835185,Anas_poecilorhyncha,PRJNA599025
SAMN13737507,P288911,GCF_015476345.1,SRR10835186,Anas_poecilorhyncha,PRJNA599025
SAMN13737506,P288866,GCF_015476345.1,SRR10835187,Anas_poecilorhyncha,PRJNA599025
SAMN13737505,P288663,GCF_015476345.1,SRR10835188,Anas_poecilorhyncha,PRJNA599025
