BioProject,BioSample,Organism,sex,Submitter_Id,Breed,Strain,refGenome,refSpecies
PRJNA561458,SAMN12618612,Carassius_aratus,female,G-12,NA,NA,GCF_000951615.1,Cyprinus_carpio
