BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMEA6816100,library_SAMEA6816100,GCA_013435755.1,ERR4190111,Amphilophus_xiloaensis,PRJEB38173
SAMEA6816076,library_SAMEA6816076,GCA_013435755.1,ERR4190087,Amphilophus_xiloaensis,PRJEB38173
SAMEA6816077,library_SAMEA6816077,GCA_013435755.1,ERR4190088,Amphilophus_xiloaensis,PRJEB38173
SAMEA6816078,library_SAMEA6816078,GCA_013435755.1,ERR4190089,Amphilophus_xiloaensis,PRJEB38173
SAMEA6816087,library_SAMEA6816087,GCA_013435755.1,ERR4190098,Amphilophus_xiloaensis,PRJEB38173
SAMEA6816091,library_SAMEA6816091,GCA_013435755.1,ERR4190102,Amphilophus_xiloaensis,PRJEB38173
SAMEA6816094,library_SAMEA6816094,GCA_013435755.1,ERR4190105,Amphilophus_xiloaensis,PRJEB38173
SAMEA6816095,library_SAMEA6816095,GCA_013435755.1,ERR4190106,Amphilophus_xiloaensis,PRJEB38173
SAMEA6816096,library_SAMEA6816096,GCA_013435755.1,ERR4190107,Amphilophus_xiloaensis,PRJEB38173
SAMEA6816097,library_SAMEA6816097,GCA_013435755.1,ERR4190108,Amphilophus_xiloaensis,PRJEB38173
SAMEA6816098,library_SAMEA6816098,GCA_013435755.1,ERR4190109,Amphilophus_xiloaensis,PRJEB38173
SAMEA6816099,library_SAMEA6816099,GCA_013435755.1,ERR4190110,Amphilophus_xiloaensis,PRJEB38173
SAMEA6816101,library_SAMEA6816101,GCA_013435755.1,ERR4190112,Amphilophus_xiloaensis,PRJEB38173
SAMEA6816102,library_SAMEA6816102,GCA_013435755.1,ERR4190113,Amphilophus_xiloaensis,PRJEB38173
SAMEA6816103,library_SAMEA6816103,GCA_013435755.1,ERR4190114,Amphilophus_xiloaensis,PRJEB38173
SAMEA6816104,library_SAMEA6816104,GCA_013435755.1,ERR4190115,Amphilophus_xiloaensis,PRJEB38173
