BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN14363278,200,GCF_001891065.1,SRR12601870,Hippocampus_jayakari,PRJNA612146
SAMN14363276,198,GCF_001891065.1,SRR12601872,Hippocampus_jayakari,PRJNA612146
SAMN14363274,196,GCF_001891065.1,SRR12601874,Hippocampus_jayakari,PRJNA612146
SAMN14363271,193,GCF_001891065.1,SRR12601877,Hippocampus_jayakari,PRJNA612146
SAMN14363268,190,GCF_001891065.1,SRR12601881,Hippocampus_jayakari,PRJNA612146
SAMN14363277,199,GCF_001891065.1,SRR12601871,Hippocampus_jayakari,PRJNA612146
SAMN14363275,197,GCF_001891065.1,SRR12601873,Hippocampus_jayakari,PRJNA612146
SAMN14363273,195,GCF_001891065.1,SRR12601875,Hippocampus_jayakari,PRJNA612146
SAMN14363270,192,GCF_001891065.1,SRR12601878,Hippocampus_jayakari,PRJNA612146
SAMN14363269,191,GCF_001891065.1,SRR12601879,Hippocampus_jayakari,PRJNA612146
SAMN14363267,189,GCF_001891065.1,SRR12601882,Hippocampus_jayakari,PRJNA612146
SAMN14363286,208,GCF_001891065.1,SRR12602004,Hippocampus_jayakari,PRJNA612146
SAMN14363285,207,GCF_001891065.1,SRR12602005,Hippocampus_jayakari,PRJNA612146
SAMN14363284,206,GCF_001891065.1,SRR12602006,Hippocampus_jayakari,PRJNA612146
SAMN14363283,205,GCF_001891065.1,SRR12602007,Hippocampus_jayakari,PRJNA612146
SAMN14363282,204,GCF_001891065.1,SRR12602008,Hippocampus_jayakari,PRJNA612146
SAMN14363281,203,GCF_001891065.1,SRR12602009,Hippocampus_jayakari,PRJNA612146
SAMN14363280,202,GCF_001891065.1,SRR12602010,Hippocampus_jayakari,PRJNA612146
SAMN14363279,201,GCF_001891065.1,SRR12602011,Hippocampus_jayakari,PRJNA612146
SAMN14363272,194,GCF_001891065.1,SRR12601876,Hippocampus_jayakari,PRJNA612146
