BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN14363266,188,GCF_001891065.1,SRR12601883,Hippocampus_ingens,PRJNA612146
SAMN14363264,186,GCF_001891065.1,SRR12601885,Hippocampus_ingens,PRJNA612146
SAMN14363261,183,GCF_001891065.1,SRR12601888,Hippocampus_ingens,PRJNA612146
SAMN14363259,181,GCF_001891065.1,SRR12601890,Hippocampus_ingens,PRJNA612146
SAMN14363258,180,GCF_001891065.1,SRR12601892,Hippocampus_ingens,PRJNA612146
SAMN14363256,178,GCF_001891065.1,SRR12601894,Hippocampus_ingens,PRJNA612146
SAMN14363250,172,GCF_001891065.1,SRR12601900,Hippocampus_ingens,PRJNA612146
SAMN14363247,169,GCF_001891065.1,SRR12601904,Hippocampus_ingens,PRJNA612146
SAMN14363265,187,GCF_001891065.1,SRR12601884,Hippocampus_ingens,PRJNA612146
SAMN14363263,185,GCF_001891065.1,SRR12601886,Hippocampus_ingens,PRJNA612146
SAMN14363262,184,GCF_001891065.1,SRR12601887,Hippocampus_ingens,PRJNA612146
SAMN14363260,182,GCF_001891065.1,SRR12601889,Hippocampus_ingens,PRJNA612146
SAMN14363257,179,GCF_001891065.1,SRR12601893,Hippocampus_ingens,PRJNA612146
SAMN14363253,175,GCF_001891065.1,SRR12601897,Hippocampus_ingens,PRJNA612146
SAMN14363251,173,GCF_001891065.1,SRR12601899,Hippocampus_ingens,PRJNA612146
SAMN14363249,171,GCF_001891065.1,SRR12601901,Hippocampus_ingens,PRJNA612146
SAMN14363248,170,GCF_001891065.1,SRR12601903,Hippocampus_ingens,PRJNA612146
SAMN14363255,177,GCF_001891065.1,SRR12601895,Hippocampus_ingens,PRJNA612146
SAMN14363254,176,GCF_001891065.1,SRR12601896,Hippocampus_ingens,PRJNA612146
SAMN14363252,174,GCF_001891065.1,SRR12601898,Hippocampus_ingens,PRJNA612146
