BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN08952547,10,GCF_015476345.1,SRR7091459,Anas_platyrhynchos,PRJNA450892
SAMN08952580,102,GCF_015476345.1,SRR7091444,Anas_platyrhynchos,PRJNA450892
SAMN08952548,16,GCF_015476345.1,SRR7091462,Anas_platyrhynchos,PRJNA450892
SAMN08952549,17,GCF_015476345.1,SRR7091461,Anas_platyrhynchos,PRJNA450892
SAMN08952550,18,GCF_015476345.1,SRR7091464,Anas_platyrhynchos,PRJNA450892
SAMN08952551,21,GCF_015476345.1,SRR7091463,Anas_platyrhynchos,PRJNA450892
SAMN08952552,25,GCF_015476345.1,SRR7091466,Anas_platyrhynchos,PRJNA450892
SAMN08952553,26,GCF_015476345.1,SRR7091465,Anas_platyrhynchos,PRJNA450892
SAMN08952554,28,GCF_015476345.1,SRR7091426,Anas_platyrhynchos,PRJNA450892
SAMN08952555,29,GCF_015476345.1,SRR7091425,Anas_platyrhynchos,PRJNA450892
SAMN08952556,32,GCF_015476345.1,SRR7091424,Anas_platyrhynchos,PRJNA450892
SAMN08952557,33,GCF_015476345.1,SRR7091423,Anas_platyrhynchos,PRJNA450892
SAMN08952558,34,GCF_015476345.1,SRR7091430,Anas_platyrhynchos,PRJNA450892
SAMN08952559,45,GCF_015476345.1,SRR7091429,Anas_platyrhynchos,PRJNA450892
SAMN08952560,46,GCF_015476345.1,SRR7091428,Anas_platyrhynchos,PRJNA450892
SAMN08952561,49,GCF_015476345.1,SRR7091427,Anas_platyrhynchos,PRJNA450892
SAMN08952562,51,GCF_015476345.1,SRR7091422,Anas_platyrhynchos,PRJNA450892
SAMN08952563,52,GCF_015476345.1,SRR7091421,Anas_platyrhynchos,PRJNA450892
SAMN08952564,53,GCF_015476345.1,SRR7091469,Anas_platyrhynchos,PRJNA450892
SAMN08952565,58,GCF_015476345.1,SRR7091470,Anas_platyrhynchos,PRJNA450892
SAMN08952566,59,GCF_015476345.1,SRR7091467,Anas_platyrhynchos,PRJNA450892
SAMN08952544,6,GCF_015476345.1,SRR7091458,Anas_platyrhynchos,PRJNA450892
SAMN08952567,64,GCF_015476345.1,SRR7091468,Anas_platyrhynchos,PRJNA450892
SAMN08952568,65,GCF_015476345.1,SRR7091473,Anas_platyrhynchos,PRJNA450892
SAMN08952545,7,GCF_015476345.1,SRR7091457,Anas_platyrhynchos,PRJNA450892
SAMN08952569,70,GCF_015476345.1,SRR7091474,Anas_platyrhynchos,PRJNA450892
SAMN08952570,71,GCF_015476345.1,SRR7091471,Anas_platyrhynchos,PRJNA450892
SAMN08952571,76,GCF_015476345.1,SRR7091472,Anas_platyrhynchos,PRJNA450892
SAMN08952572,78,GCF_015476345.1,SRR7091475,Anas_platyrhynchos,PRJNA450892
SAMN08952573,80,GCF_015476345.1,SRR7091476,Anas_platyrhynchos,PRJNA450892
SAMN08952574,82,GCF_015476345.1,SRR7091438,Anas_platyrhynchos,PRJNA450892
SAMN08952575,83,GCF_015476345.1,SRR7091437,Anas_platyrhynchos,PRJNA450892
SAMN08952576,84,GCF_015476345.1,SRR7091440,Anas_platyrhynchos,PRJNA450892
SAMN08952546,9,GCF_015476345.1,SRR7091460,Anas_platyrhynchos,PRJNA450892
SAMN08952577,90,GCF_015476345.1,SRR7091439,Anas_platyrhynchos,PRJNA450892
SAMN08952578,95,GCF_015476345.1,SRR7091442,Anas_platyrhynchos,PRJNA450892
SAMN08952579,96,GCF_015476345.1,SRR7091441,Anas_platyrhynchos,PRJNA450892
SAMN08952581,B,GCF_015476345.1,SRR7091443,Anas_platyrhynchos,PRJNA450892
SAMN08952582,C,GCF_015476345.1,SRR7091446,Anas_platyrhynchos,PRJNA450892
SAMN08952583,D,GCF_015476345.1,SRR7091445,Anas_platyrhynchos,PRJNA450892
