BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN16492784,AST9,GCF_013347855.1,SRR12854733,Anguilla_anguilla,PRJNA668259
SAMN16492832,ATU55,GCF_013347855.1,SRR12854786,Anguilla_anguilla,PRJNA668259
SAMN16492884,SMS41,GCF_013347855.1,SRR12854524,Anguilla_anguilla,PRJNA668259
SAMN16492871,SMS29,GCF_013347855.1,SRR12854525,Anguilla_anguilla,PRJNA668259
SAMN16492867,SMS25,GCF_013347855.1,SRR12854527,Anguilla_anguilla,PRJNA668259
SAMN16492865,SMS23,GCF_013347855.1,SRR12854528,Anguilla_anguilla,PRJNA668259
SAMN16492856,SMS14,GCF_013347855.1,SRR12854529,Anguilla_anguilla,PRJNA668259
SAMN16492850,ATU8,GCF_013347855.1,SRR12854530,Anguilla_anguilla,PRJNA668259
SAMN16492845,ATU67,GCF_013347855.1,SRR12854531,Anguilla_anguilla,PRJNA668259
SAMN16492843,ATU65,GCF_013347855.1,SRR12854532,Anguilla_anguilla,PRJNA668259
SAMN16492839,ATU61,GCF_013347855.1,SRR12854533,Anguilla_anguilla,PRJNA668259
SAMN16492660,AMAR40,GCF_013347855.1,SRR12854534,Anguilla_anguilla,PRJNA668259
SAMN16492835,ATU58,GCF_013347855.1,SRR12854535,Anguilla_anguilla,PRJNA668259
SAMN16492827,ATU50,GCF_013347855.1,SRR12854536,Anguilla_anguilla,PRJNA668259
SAMN16492837,ATU5,GCF_013347855.1,SRR12854537,Anguilla_anguilla,PRJNA668259
SAMN16492821,ATU45,GCF_013347855.1,SRR12854538,Anguilla_anguilla,PRJNA668259
SAMN16492816,ATU40,GCF_013347855.1,SRR12854539,Anguilla_anguilla,PRJNA668259
SAMN16492814,ATU39,GCF_013347855.1,SRR12854540,Anguilla_anguilla,PRJNA668259
SAMN16492808,ATU33,GCF_013347855.1,SRR12854541,Anguilla_anguilla,PRJNA668259
SAMN16492803,ATU28,GCF_013347855.1,SRR12854542,Anguilla_anguilla,PRJNA668259
SAMN16492800,ATU25,GCF_013347855.1,SRR12854543,Anguilla_anguilla,PRJNA668259
SAMN16492795,ATU20,GCF_013347855.1,SRR12854544,Anguilla_anguilla,PRJNA668259
SAMN16492658,AMAR39,GCF_013347855.1,SRR12854545,Anguilla_anguilla,PRJNA668259
SAMN16492445,AAF48,GCF_013347855.1,SRR12854546,Anguilla_anguilla,PRJNA668259
SAMN16492769,AST23,GCF_013347855.1,SRR12854547,Anguilla_anguilla,PRJNA668259
SAMN16492759,AST14,GCF_013347855.1,SRR12854548,Anguilla_anguilla,PRJNA668259
SAMN16492757,AST12,GCF_013347855.1,SRR12854549,Anguilla_anguilla,PRJNA668259
SAMN16492754,ASRI9,GCF_013347855.1,SRR12854550,Anguilla_anguilla,PRJNA668259
SAMN16492728,ASRI13,GCF_013347855.1,SRR12854553,Anguilla_anguilla,PRJNA668259
SAMN16492725,ASRI10,GCF_013347855.1,SRR12854554,Anguilla_anguilla,PRJNA668259
SAMN16492720,APM5,GCF_013347855.1,SRR12854555,Anguilla_anguilla,PRJNA668259
SAMN16492710,APM42,GCF_013347855.1,SRR12854556,Anguilla_anguilla,PRJNA668259
SAMN16492532,AI104,GCF_013347855.1,SRR12854564,Anguilla_anguilla,PRJNA668259
SAMN16492438,AAF41,GCF_013347855.1,SRR12854566,Anguilla_anguilla,PRJNA668259
