BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMEA4785070,library_SAMEA4785070,GCA_001700915.1,ERR2697454,Passer_italiae,PRJEB27649
SAMEA4785071,library_SAMEA4785071,GCA_001700915.1,ERR2697455,Passer_italiae,PRJEB27649
SAMEA4785072,library_SAMEA4785072,GCA_001700915.1,ERR2697456,Passer_italiae,PRJEB27649
SAMEA4785073,library_SAMEA4785073,GCA_001700915.1,ERR2697457,Passer_italiae,PRJEB27649
SAMEA4785074,library_SAMEA4785074,GCA_001700915.1,ERR2697458,Passer_italiae,PRJEB27649
SAMEA4785075,library_SAMEA4785075,GCA_001700915.1,ERR2697459,Passer_italiae,PRJEB27649
SAMEA4785076,library_SAMEA4785076,GCA_001700915.1,ERR2697460,Passer_italiae,PRJEB27649
SAMEA4785078,library_SAMEA4785078,GCA_001700915.1,ERR2697462,Passer_italiae,PRJEB27649
SAMEA4785079,library_SAMEA4785079,GCA_001700915.1,ERR2697463,Passer_italiae,PRJEB27649
SAMEA4785121,library_SAMEA4785121,GCA_001700915.1,ERR2697505,Passer_italiae,PRJEB27649
SAMEA4785122,library_SAMEA4785122,GCA_001700915.1,ERR2697506,Passer_italiae,PRJEB27649
SAMEA4785123,library_SAMEA4785123,GCA_001700915.1,ERR2697507,Passer_italiae,PRJEB27649
SAMEA4785124,library_SAMEA4785124,GCA_001700915.1,ERR2697508,Passer_italiae,PRJEB27649
SAMEA4785125,library_SAMEA4785125,GCA_001700915.1,ERR2697509,Passer_italiae,PRJEB27649
SAMEA4785126,library_SAMEA4785126,GCA_001700915.1,ERR2697510,Passer_italiae,PRJEB27649
SAMEA4785127,library_SAMEA4785127,GCA_001700915.1,ERR2697511,Passer_italiae,PRJEB27649
SAMEA4785128,library_SAMEA4785128,GCA_001700915.1,ERR2697512,Passer_italiae,PRJEB27649
SAMEA4785129,library_SAMEA4785129,GCA_001700915.1,ERR2697513,Passer_italiae,PRJEB27649
SAMEA4785130,library_SAMEA4785130,GCA_001700915.1,ERR2697514,Passer_italiae,PRJEB27649
SAMEA4785150,library_SAMEA4785150,GCA_001700915.1,ERR2697534,Passer_italiae,PRJEB27649
SAMEA4785077,library_SAMEA4785077,GCA_001700915.1,ERR2697461,Passer_italiae,PRJEB27649
SAMN06619721,NA,GCA_001700915.1,SRR5369937,Passer_italiae,PRJNA255814
SAMN06619719,NA,GCA_001700915.1,SRR5369939,Passer_italiae,PRJNA255814
SAMN06619718,NA,GCA_001700915.1,SRR5369940,Passer_italiae,PRJNA255814
SAMN06619717,NA,GCA_001700915.1,SRR5369941,Passer_italiae,PRJNA255814
SAMN06619716,NA,GCA_001700915.1,SRR5369942,Passer_italiae,PRJNA255814
SAMN06619715,NA,GCA_001700915.1,SRR5369943,Passer_italiae,PRJNA255814
SAMN06619714,NA,GCA_001700915.1,SRR5369944,Passer_italiae,PRJNA255814
SAMN06619712,NA,GCA_001700915.1,SRR5369946,Passer_italiae,PRJNA255814
SAMN06619713,NA,GCA_001700915.1,SRR5369945,Passer_italiae,PRJNA255814
SAMN06619720,NA,GCA_001700915.1,SRR5369938,Passer_italiae,PRJNA255814
SAMEA104363372,library_SAMEA104363372,GCA_001700915.1,ERR2185478,Passer_italiae,PRJEB22939
SAMEA104363373,library_SAMEA104363373,GCA_001700915.1,ERR2185479,Passer_italiae,PRJEB22939
SAMEA104363374,library_SAMEA104363374,GCA_001700915.1,ERR2185480,Passer_italiae,PRJEB22939
SAMEA104363375,library_SAMEA104363375,GCA_001700915.1,ERR2185481,Passer_italiae,PRJEB22939
SAMEA104363376,library_SAMEA104363376,GCA_001700915.1,ERR2185482,Passer_italiae,PRJEB22939
SAMEA104363377,library_SAMEA104363377,GCA_001700915.1,ERR2185483,Passer_italiae,PRJEB22939
SAMEA104363378,library_SAMEA104363378,GCA_001700915.1,ERR2185484,Passer_italiae,PRJEB22939
SAMEA104363379,library_SAMEA104363379,GCA_001700915.1,ERR2185485,Passer_italiae,PRJEB22939
SAMEA104363380,library_SAMEA104363380,GCA_001700915.1,ERR2185486,Passer_italiae,PRJEB22939
SAMEA104363381,library_SAMEA104363381,GCA_001700915.1,ERR2185487,Passer_italiae,PRJEB22939
SAMEA104363382,library_SAMEA104363382,GCA_001700915.1,ERR2185488,Passer_italiae,PRJEB22939
SAMEA104363383,library_SAMEA104363383,GCA_001700915.1,ERR2185489,Passer_italiae,PRJEB22939
SAMEA104363384,library_SAMEA104363384,GCA_001700915.1,ERR2185490,Passer_italiae,PRJEB22939
SAMEA104363385,library_SAMEA104363385,GCA_001700915.1,ERR2185491,Passer_italiae,PRJEB22939
SAMEA104363386,library_SAMEA104363386,GCA_001700915.1,ERR2185492,Passer_italiae,PRJEB22939
SAMEA104363387,library_SAMEA104363387,GCA_001700915.1,ERR2185493,Passer_italiae,PRJEB22939
SAMEA104363388,library_SAMEA104363388,GCA_001700915.1,ERR2185494,Passer_italiae,PRJEB22939
SAMEA104363389,library_SAMEA104363389,GCA_001700915.1,ERR2185495,Passer_italiae,PRJEB22939
SAMEA104363390,library_SAMEA104363390,GCA_001700915.1,ERR2185496,Passer_italiae,PRJEB22939
SAMEA104363391,library_SAMEA104363391,GCA_001700915.1,ERR2185497,Passer_italiae,PRJEB22939
SAMEA104363392,library_SAMEA104363392,GCA_001700915.1,ERR2185498,Passer_italiae,PRJEB22939
SAMEA104363393,library_SAMEA104363393,GCA_001700915.1,ERR2185499,Passer_italiae,PRJEB22939
SAMEA104363394,library_SAMEA104363394,GCA_001700915.1,ERR2185500,Passer_italiae,PRJEB22939
SAMEA104363395,library_SAMEA104363395,GCA_001700915.1,ERR2185501,Passer_italiae,PRJEB22939
SAMEA104363397,library_SAMEA104363397,GCA_001700915.1,ERR2185503,Passer_italiae,PRJEB22939
SAMEA104363398,library_SAMEA104363398,GCA_001700915.1,ERR2185504,Passer_italiae,PRJEB22939
SAMEA104363399,library_SAMEA104363399,GCA_001700915.1,ERR2185505,Passer_italiae,PRJEB22939
SAMEA104363400,library_SAMEA104363400,GCA_001700915.1,ERR2185506,Passer_italiae,PRJEB22939
SAMEA104363401,library_SAMEA104363401,GCA_001700915.1,ERR2185507,Passer_italiae,PRJEB22939
SAMEA104363402,library_SAMEA104363402,GCA_001700915.1,ERR2185508,Passer_italiae,PRJEB22939
SAMEA104363403,library_SAMEA104363403,GCA_001700915.1,ERR2185509,Passer_italiae,PRJEB22939
SAMEA104363404,library_SAMEA104363404,GCA_001700915.1,ERR2185510,Passer_italiae,PRJEB22939
SAMEA104363405,library_SAMEA104363405,GCA_001700915.1,ERR2185511,Passer_italiae,PRJEB22939
SAMEA104363406,library_SAMEA104363406,GCA_001700915.1,ERR2185512,Passer_italiae,PRJEB22939
SAMEA104363408,library_SAMEA104363408,GCA_001700915.1,ERR2185513,Passer_italiae,PRJEB22939
SAMEA104363409,library_SAMEA104363409,GCA_001700915.1,ERR2185514,Passer_italiae,PRJEB22939
SAMEA104363410,library_SAMEA104363410,GCA_001700915.1,ERR2185515,Passer_italiae,PRJEB22939
SAMEA104363411,library_SAMEA104363411,GCA_001700915.1,ERR2185516,Passer_italiae,PRJEB22939
SAMEA104363412,library_SAMEA104363412,GCA_001700915.1,ERR2185517,Passer_italiae,PRJEB22939
