BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMEA1877404,6526385,GCF_900246225.1,ERR266458,Astatotilapia_spp,PRJEB1254
SAMEA1877404,6526385,GCF_900246225.1,ERR266482,Astatotilapia_spp,PRJEB1254
SAMEA1877404,6526385,GCF_900246225.1,ERR266490,Astatotilapia_spp,PRJEB1254
SAMEA1877436,6526468,GCF_900246225.1,ERR266457,Astatotilapia_spp,PRJEB1254
SAMEA1877436,6526468,GCF_900246225.1,ERR266473,Astatotilapia_spp,PRJEB1254
SAMEA1877436,6526468,GCF_900246225.1,ERR266481,Astatotilapia_spp,PRJEB1254
SAMEA1877511,6526456,GCF_900246225.1,ERR266456,Astatotilapia_spp,PRJEB1254
SAMEA1877511,6526456,GCF_900246225.1,ERR266472,Astatotilapia_spp,PRJEB1254
SAMEA1877511,6526456,GCF_900246225.1,ERR266480,Astatotilapia_spp,PRJEB1254
SAMEA1877425,6526444,GCF_900246225.1,ERR266455,Astatotilapia_spp,PRJEB1254
SAMEA1877425,6526444,GCF_900246225.1,ERR266471,Astatotilapia_spp,PRJEB1254
SAMEA1877425,6526444,GCF_900246225.1,ERR266479,Astatotilapia_spp,PRJEB1254
SAMEA1877494,6526396,GCF_900246225.1,ERR266451,Astatotilapia_spp,PRJEB1254
SAMEA1877494,6526396,GCF_900246225.1,ERR266467,Astatotilapia_spp,PRJEB1254
SAMEA1877494,6526396,GCF_900246225.1,ERR266475,Astatotilapia_spp,PRJEB1254
SAMEA1877464,6526384,GCF_900246225.1,ERR266450,Astatotilapia_spp,PRJEB1254
SAMEA1877464,6526384,GCF_900246225.1,ERR266466,Astatotilapia_spp,PRJEB1254
SAMEA1877464,6526384,GCF_900246225.1,ERR266474,Astatotilapia_spp,PRJEB1254
SAMEA2661333,11657603,GCF_900246225.1,ERR730990,Astatotilapia_spp,PRJEB1254
SAMEA2661334,11657615,GCF_900246225.1,ERR730991,Astatotilapia_spp,PRJEB1254
SAMEA2661335,11657532,GCF_900246225.1,ERR730992,Astatotilapia_spp,PRJEB1254
SAMEA2661336,11657544,GCF_900246225.1,ERR730993,Astatotilapia_spp,PRJEB1254
SAMEA2661337,11657556,GCF_900246225.1,ERR730994,Astatotilapia_spp,PRJEB1254
SAMEA2661338,11657568,GCF_900246225.1,ERR730995,Astatotilapia_spp,PRJEB1254
SAMEA2661339,11657580,GCF_900246225.1,ERR730996,Astatotilapia_spp,PRJEB1254
SAMEA2661341,11657604,GCF_900246225.1,ERR730997,Astatotilapia_spp,PRJEB1254
SAMEA2661342,11657616,GCF_900246225.1,ERR730998,Astatotilapia_spp,PRJEB1254
SAMEA2661343,11657533,GCF_900246225.1,ERR730999,Astatotilapia_spp,PRJEB1254
SAMEA2661344,11657545,GCF_900246225.1,ERR731000,Astatotilapia_spp,PRJEB1254
SAMEA2661345,11657557,GCF_900246225.1,ERR731001,Astatotilapia_spp,PRJEB1254
SAMEA2661346,11657569,GCF_900246225.1,ERR731002,Astatotilapia_spp,PRJEB1254
SAMEA2661347,11657581,GCF_900246225.1,ERR731003,Astatotilapia_spp,PRJEB1254
SAMEA2661349,11657605,GCF_900246225.1,ERR731004,Astatotilapia_spp,PRJEB1254
SAMEA2661350,11657617,GCF_900246225.1,ERR731005,Astatotilapia_spp,PRJEB1254
SAMEA2661351,11657534,GCF_900246225.1,ERR731006,Astatotilapia_spp,PRJEB1254
SAMEA2661352,11657546,GCF_900246225.1,ERR731007,Astatotilapia_spp,PRJEB1254
SAMEA2661353,11657558,GCF_900246225.1,ERR731008,Astatotilapia_spp,PRJEB1254
SAMEA2661354,11657570,GCF_900246225.1,ERR731009,Astatotilapia_spp,PRJEB1254
SAMEA2661355,11657582,GCF_900246225.1,ERR731010,Astatotilapia_spp,PRJEB1254
SAMEA2661357,11657606,GCF_900246225.1,ERR731011,Astatotilapia_spp,PRJEB1254
SAMEA2661358,11657618,GCF_900246225.1,ERR731012,Astatotilapia_spp,PRJEB1254
