BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN14363413,335,GCF_001891065.1,SRR12601719,Hippocampus_trimaculatus,PRJNA612146
SAMN14363410,332,GCF_001891065.1,SRR12601722,Hippocampus_trimaculatus,PRJNA612146
SAMN14363407,329,GCF_001891065.1,SRR12601762,Hippocampus_trimaculatus,PRJNA612146
SAMN14363406,328,GCF_001891065.1,SRR12601763,Hippocampus_trimaculatus,PRJNA612146
SAMN14363403,325,GCF_001891065.1,SRR12601766,Hippocampus_trimaculatus,PRJNA612146
SAMN14363401,323,GCF_001891065.1,SRR12601768,Hippocampus_trimaculatus,PRJNA612146
SAMN14363397,319,GCF_001891065.1,SRR12601773,Hippocampus_trimaculatus,PRJNA612146
SAMN14363415,337,GCF_001891065.1,SRR12601717,Hippocampus_trimaculatus,PRJNA612146
SAMN14363414,336,GCF_001891065.1,SRR12601718,Hippocampus_trimaculatus,PRJNA612146
SAMN14363412,334,GCF_001891065.1,SRR12601720,Hippocampus_trimaculatus,PRJNA612146
SAMN14363411,333,GCF_001891065.1,SRR12601721,Hippocampus_trimaculatus,PRJNA612146
SAMN14363409,331,GCF_001891065.1,SRR12601723,Hippocampus_trimaculatus,PRJNA612146
SAMN14363408,330,GCF_001891065.1,SRR12601725,Hippocampus_trimaculatus,PRJNA612146
SAMN14363405,327,GCF_001891065.1,SRR12601764,Hippocampus_trimaculatus,PRJNA612146
SAMN14363404,326,GCF_001891065.1,SRR12601765,Hippocampus_trimaculatus,PRJNA612146
SAMN14363402,324,GCF_001891065.1,SRR12601767,Hippocampus_trimaculatus,PRJNA612146
SAMN14363400,322,GCF_001891065.1,SRR12601769,Hippocampus_trimaculatus,PRJNA612146
SAMN14363399,321,GCF_001891065.1,SRR12601770,Hippocampus_trimaculatus,PRJNA612146
SAMN14363398,320,GCF_001891065.1,SRR12601772,Hippocampus_trimaculatus,PRJNA612146
SAMN14363396,318,GCF_001891065.1,SRR12601774,Hippocampus_trimaculatus,PRJNA612146
