BioProject,BioSample,Organism,sex,Submitter_ID,Locality,Country,Continent,refGenome,refSpecies
PRJNA522329,SAMN10928543,Takifugu_bimaculatus,unknown,B04,"Tanghai, Beidaihe",China,Asia,GCA_004026145.2,Takifugu_bimaculatus
PRJNA522329,SAMN10928542,Takifugu_bimaculatus,unknown,B03,"Tanghai, Beidaihe",China,Asia,GCA_004026145.2,Takifugu_bimaculatus
PRJNA522329,SAMN10928541,Takifugu_bimaculatus,unknown,B02,"Tanghai, Beidaihe",China,Asia,GCA_004026145.2,Takifugu_bimaculatus
PRJNA522329,SAMN10928540,Takifugu_bimaculatus,unknown,B01,"Tanghai, Beidaihe",China,Asia,GCA_004026145.2,Takifugu_bimaculatus
PRJNA522329,SAMN10928547,Takifugu_bimaculatus,unknown,B09,"Tanghai, Beidaihe",China,Asia,GCA_004026145.2,Takifugu_bimaculatus
PRJNA522329,SAMN10928546,Takifugu_bimaculatus,unknown,B08,"Tanghai, Beidaihe",China,Asia,GCA_004026145.2,Takifugu_bimaculatus
PRJNA522329,SAMN10928544,Takifugu_bimaculatus,unknown,B05,"Tanghai, Beidaihe",China,Asia,GCA_004026145.2,Takifugu_bimaculatus
PRJNA522329,SAMN10928545,Takifugu_bimaculatus,unknown,B07,"Tanghai, Beidaihe",China,Asia,GCA_004026145.2,Takifugu_bimaculatus
