BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN04158632,FW01,GCA_900092035.1,SRR2891305,Leuciscus_waleckii,PRJNA298374
SAMN04158632,FW02,GCA_900092035.1,SRR2891306,Leuciscus_waleckii,PRJNA298374
SAMN04158632,FW03,GCA_900092035.1,SRR2891307,Leuciscus_waleckii,PRJNA298374
SAMN04158632,FW04,GCA_900092035.1,SRR2891308,Leuciscus_waleckii,PRJNA298374
SAMN04158632,FW05,GCA_900092035.1,SRR2891309,Leuciscus_waleckii,PRJNA298374
SAMN04158632,FW06,GCA_900092035.1,SRR2891310,Leuciscus_waleckii,PRJNA298374
SAMN04158632,FW07,GCA_900092035.1,SRR2891311,Leuciscus_waleckii,PRJNA298374
SAMN04158632,FW08,GCA_900092035.1,SRR2891312,Leuciscus_waleckii,PRJNA298374
SAMN04158632,FW09,GCA_900092035.1,SRR2891313,Leuciscus_waleckii,PRJNA298374
SAMN04158632,FW10,GCA_900092035.1,SRR2891314,Leuciscus_waleckii,PRJNA298374
SAMN04158632,ALK01,GCA_900092035.1,SRR2891315,Leuciscus_waleckii,PRJNA298374
SAMN04158632,ALK02,GCA_900092035.1,SRR2891316,Leuciscus_waleckii,PRJNA298374
SAMN04158632,ALK03,GCA_900092035.1,SRR2891317,Leuciscus_waleckii,PRJNA298374
SAMN04158632,ALK04,GCA_900092035.1,SRR2891318,Leuciscus_waleckii,PRJNA298374
SAMN04158632,ALK05,GCA_900092035.1,SRR2891319,Leuciscus_waleckii,PRJNA298374
SAMN04158632,ALK06,GCA_900092035.1,SRR2891320,Leuciscus_waleckii,PRJNA298374
SAMN04158632,ALK07,GCA_900092035.1,SRR2891321,Leuciscus_waleckii,PRJNA298374
SAMN04158632,ALK08,GCA_900092035.1,SRR2891322,Leuciscus_waleckii,PRJNA298374
SAMN04158632,ALK09,GCA_900092035.1,SRR2891323,Leuciscus_waleckii,PRJNA298374
SAMN04158632,ALK10,GCA_900092035.1,SRR2891324,Leuciscus_waleckii,PRJNA298374
SAMN04158632,ALK11,GCA_900092035.1,SRR2891325,Leuciscus_waleckii,PRJNA298374
SAMN04158632,ALK12,GCA_900092035.1,SRR2891326,Leuciscus_waleckii,PRJNA298374
SAMN04158632,ALK13,GCA_900092035.1,SRR2891327,Leuciscus_waleckii,PRJNA298374
SAMN04158632,ALK14,GCA_900092035.1,SRR2891328,Leuciscus_waleckii,PRJNA298374
SAMN04158632,ALK15,GCA_900092035.1,SRR2891329,Leuciscus_waleckii,PRJNA298374
SAMN04158632,ALK16,GCA_900092035.1,SRR2891330,Leuciscus_waleckii,PRJNA298374
SAMN04158632,ALK17,GCA_900092035.1,SRR2891331,Leuciscus_waleckii,PRJNA298374
SAMN04158632,ALK18,GCA_900092035.1,SRR2891332,Leuciscus_waleckii,PRJNA298374
