BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMEA104156767,library_SAMEA104156767,GCA_016584745.1,ERR2029724,Phylloscopus_collybita_tristis,PRJEB21643
SAMEA104156768,library_SAMEA104156768,GCA_016584745.1,ERR2029725,Phylloscopus_collybita_tristis,PRJEB21643
SAMEA104156769,library_SAMEA104156769,GCA_016584745.1,ERR2029726,Phylloscopus_collybita_tristis,PRJEB21643
SAMEA104156770,library_SAMEA104156770,GCA_016584745.1,ERR2029727,Phylloscopus_collybita_tristis,PRJEB21643
SAMEA104156771,library_SAMEA104156771,GCA_016584745.1,ERR2029728,Phylloscopus_collybita_tristis,PRJEB21643
SAMEA104156772,library_SAMEA104156772,GCA_016584745.1,ERR2029729,Phylloscopus_collybita_tristis,PRJEB21643
SAMEA104156773,library_SAMEA104156773,GCA_016584745.1,ERR2029730,Phylloscopus_collybita_tristis,PRJEB21643
SAMEA104156774,library_SAMEA104156774,GCA_016584745.1,ERR2029731,Phylloscopus_collybita_tristis,PRJEB21643
SAMEA104156776,library_SAMEA104156776,GCA_016584745.1,ERR2029732,Phylloscopus_collybita_tristis,PRJEB21643
SAMEA104156775,library_SAMEA104156775,GCA_016584745.1,ERR2029733,Phylloscopus_collybita_tristis,PRJEB21643
SAMEA104157457,library_SAMEA104157457,GCA_016584745.1,ERR2029753,Phylloscopus_collybita_tristis,PRJEB21643
SAMEA104157458,library_SAMEA104157458,GCA_016584745.1,ERR2029754,Phylloscopus_collybita_tristis,PRJEB21643
SAMEA104157459,library_SAMEA104157459,GCA_016584745.1,ERR2029755,Phylloscopus_collybita_tristis,PRJEB21643
SAMEA104157460,library_SAMEA104157460,GCA_016584745.1,ERR2029756,Phylloscopus_collybita_tristis,PRJEB21643
SAMEA104157461,library_SAMEA104157461,GCA_016584745.1,ERR2029757,Phylloscopus_collybita_tristis,PRJEB21643
SAMEA104157462,library_SAMEA104157462,GCA_016584745.1,ERR2029758,Phylloscopus_collybita_tristis,PRJEB21643
SAMEA104157463,library_SAMEA104157463,GCA_016584745.1,ERR2029759,Phylloscopus_collybita_tristis,PRJEB21643
SAMEA104157464,library_SAMEA104157464,GCA_016584745.1,ERR2029760,Phylloscopus_collybita_tristis,PRJEB21643
SAMEA104157465,library_SAMEA104157465,GCA_016584745.1,ERR2029761,Phylloscopus_collybita_tristis,PRJEB21643
SAMEA104157466,library_SAMEA104157466,GCA_016584745.1,ERR2029762,Phylloscopus_collybita_tristis,PRJEB21643
