BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN15398036,Pacific30_Vancouver_Pacific_rg1,GCF_900700415.1,SRR12106877,Clupea_pallasii,PRJNA642736
SAMN15398035,Pacific16_Vancouver_Pacific_rg3,GCF_900700415.1,SRR12106888,Clupea_pallasii,PRJNA642736
SAMN15398035,Pacific16_Vancouver_Pacific_rg2,GCF_900700415.1,SRR12106899,Clupea_pallasii,PRJNA642736
SAMN15398035,Pacific16_Vancouver_Pacific_rg1,GCF_900700415.1,SRR12106910,Clupea_pallasii,PRJNA642736
SAMN15398034,Pacific5_Vancouver_Pacific_rg3,GCF_900700415.1,SRR12106921,Clupea_pallasii,PRJNA642736
SAMN15398034,Pacific5_Vancouver_Pacific_rg1,GCF_900700415.1,SRR12106943,Clupea_pallasii,PRJNA642736
SAMN15398033,Pacific3_Vancouver_Pacific_rg3,GCF_900700415.1,SRR12106954,Clupea_pallasii,PRJNA642736
SAMN15398038,Pacific44_Vancouver_Pacific_rg3,GCF_900700415.1,SRR12106957,Clupea_pallasii,PRJNA642736
SAMN15398038,Pacific44_Vancouver_Pacific_rg2,GCF_900700415.1,SRR12106958,Clupea_pallasii,PRJNA642736
SAMN15398038,Pacific44_Vancouver_Pacific_rg1,GCF_900700415.1,SRR12106959,Clupea_pallasii,PRJNA642736
SAMN15398037,Pacific35_Vancouver_Pacific_rg3,GCF_900700415.1,SRR12106960,Clupea_pallasii,PRJNA642736
SAMN15398037,Pacific35_Vancouver_Pacific_rg2,GCF_900700415.1,SRR12106961,Clupea_pallasii,PRJNA642736
SAMN15398037,Pacific35_Vancouver_Pacific_rg1,GCF_900700415.1,SRR12106962,Clupea_pallasii,PRJNA642736
SAMN15398036,Pacific30_Vancouver_Pacific_rg3,GCF_900700415.1,SRR12106963,Clupea_pallasii,PRJNA642736
SAMN15398036,Pacific30_Vancouver_Pacific_rg2,GCF_900700415.1,SRR12106964,Clupea_pallasii,PRJNA642736
SAMN15398033,Pacific3_Vancouver_Pacific_rg2,GCF_900700415.1,SRR12106965,Clupea_pallasii,PRJNA642736
SAMN15398033,Pacific3_Vancouver_Pacific_rg1,GCF_900700415.1,SRR12106966,Clupea_pallasii,PRJNA642736
SAMN15398034,Pacific5_Vancouver_Pacific_rg2,GCF_900700415.1,SRR12106932,Clupea_pallasii,PRJNA642736
SAMN05589107,PH6.lib,GCF_900700415.1,SRR5410387,Clupea_pallasii,PRJNA338612
SAMN05589105,PH4.lib,GCF_900700415.1,SRR5410389,Clupea_pallasii,PRJNA338612
SAMN05589104,PH3.lib,GCF_900700415.1,SRR5410390,Clupea_pallasii,PRJNA338612
SAMN05589103,PH2.lib,GCF_900700415.1,SRR5410391,Clupea_pallasii,PRJNA338612
SAMN05589102,PH1.lib,GCF_900700415.1,SRR5410392,Clupea_pallasii,PRJNA338612
SAMN05589106,PH5.lib,GCF_900700415.1,SRR5410388,Clupea_pallasii,PRJNA338612
