Sample,Clade,County,State,Latitude,Longitude,BioProject,BioSample,Organism,sex,Isolate,refGenome,refSpecies
AA01,allisoni,Cuba,NA,NA,NA,PRJNA533001,SAMN11458499,Anolis_allisoni,unknown,Anolis allisoni,GCF_000090745.1,Anolis_carolinensis
