BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN08365907,Crup_J100,GCA_002895965.1,SRR6473804,Coryphaenoides_rupestris,PRJNA430094
SAMN08365908,Crup_J86,GCA_002895965.1,SRR6473805,Coryphaenoides_rupestris,PRJNA430094
SAMN08365909,Crup_L06,GCA_002895965.1,SRR6473806,Coryphaenoides_rupestris,PRJNA430094
SAMN08365910,Crup_L26,GCA_002895965.1,SRR6473807,Coryphaenoides_rupestris,PRJNA430094
SAMN08365911,Crup_L35,GCA_002895965.1,SRR6473808,Coryphaenoides_rupestris,PRJNA430094
SAMN08365912,Crup_L49,GCA_002895965.1,SRR6473809,Coryphaenoides_rupestris,PRJNA430094
SAMN08365913,Crup_Cru26,GCA_002895965.1,SRR6473810,Coryphaenoides_rupestris,PRJNA430094
SAMN08365945,Crup_J80,GCA_002895965.1,SRR6473811,Coryphaenoides_rupestris,PRJNA430094
SAMN08365905,Crup_Cru22,GCA_002895965.1,SRR6473812,Coryphaenoides_rupestris,PRJNA430094
SAMN08365934,Crup_L31,GCA_002895965.1,SRR6473814,Coryphaenoides_rupestris,PRJNA430094
SAMN08365901,Crup_L05,GCA_002895965.1,SRR6473815,Coryphaenoides_rupestris,PRJNA430094
SAMN08365902,Crup_L36,GCA_002895965.1,SRR6473816,Coryphaenoides_rupestris,PRJNA430094
SAMN08365896,Crup_Cru19,GCA_002895965.1,SRR6473818,Coryphaenoides_rupestris,PRJNA430094
SAMN08365897,Crup_Cru7,GCA_002895965.1,SRR6473819,Coryphaenoides_rupestris,PRJNA430094
SAMN08365898,Crup_J71,GCA_002895965.1,SRR6473820,Coryphaenoides_rupestris,PRJNA430094
SAMN08365899,Crup_J87,GCA_002895965.1,SRR6473821,Coryphaenoides_rupestris,PRJNA430094
SAMN08365941,Crup_Cru9,GCA_002895965.1,SRR6473822,Coryphaenoides_rupestris,PRJNA430094
SAMN08365904,Crup_Cru21,GCA_002895965.1,SRR6473823,Coryphaenoides_rupestris,PRJNA430094
SAMN08365917,Crup_J77,GCA_002895965.1,SRR6473768,Coryphaenoides_rupestris,PRJNA430094
SAMN08365955,Crup_L50,GCA_002895965.1,SRR6473786,Coryphaenoides_rupestris,PRJNA430094
SAMN08365948,Crup_L022,GCA_002895965.1,SRR6473793,Coryphaenoides_rupestris,PRJNA430094
SAMN08365938,Crup_Cru10,GCA_002895965.1,SRR6473813,Coryphaenoides_rupestris,PRJNA430094
SAMN08365903,Crup_Cru14,GCA_002895965.1,SRR6473817,Coryphaenoides_rupestris,PRJNA430094
