BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN08365921,Crup_L02,GCA_002895965.1,SRR6473764,Coryphaenoides_rupestris,PRJNA430094
SAMN08365920,Crup_J99,GCA_002895965.1,SRR6473765,Coryphaenoides_rupestris,PRJNA430094
SAMN08365923,Crup_L30,GCA_002895965.1,SRR6473766,Coryphaenoides_rupestris,PRJNA430094
SAMN08365922,Crup_L29,GCA_002895965.1,SRR6473767,Coryphaenoides_rupestris,PRJNA430094
SAMN08365916,Crup_J75,GCA_002895965.1,SRR6473769,Coryphaenoides_rupestris,PRJNA430094
SAMN08365919,Crup_J81,GCA_002895965.1,SRR6473770,Coryphaenoides_rupestris,PRJNA430094
SAMN08365918,Crup_J78,GCA_002895965.1,SRR6473771,Coryphaenoides_rupestris,PRJNA430094
SAMN08365933,Crup_L021,GCA_002895965.1,SRR6473772,Coryphaenoides_rupestris,PRJNA430094
SAMN08365944,Crup_J76,GCA_002895965.1,SRR6473773,Coryphaenoides_rupestris,PRJNA430094
SAMN08365925,Crup_Cru17,GCA_002895965.1,SRR6473774,Coryphaenoides_rupestris,PRJNA430094
SAMN08365924,Crup_L43,GCA_002895965.1,SRR6473775,Coryphaenoides_rupestris,PRJNA430094
SAMN08365935,Crup_L32,GCA_002895965.1,SRR6473776,Coryphaenoides_rupestris,PRJNA430094
SAMN08365937,Crup_L46,GCA_002895965.1,SRR6473777,Coryphaenoides_rupestris,PRJNA430094
SAMN08365900,Crup_L013,GCA_002895965.1,SRR6473778,Coryphaenoides_rupestris,PRJNA430094
SAMN08365932,Crup_L011,GCA_002895965.1,SRR6473779,Coryphaenoides_rupestris,PRJNA430094
SAMN08365943,Crup_J68,GCA_002895965.1,SRR6473780,Coryphaenoides_rupestris,PRJNA430094
SAMN08365942,Crup_J66,GCA_002895965.1,SRR6473781,Coryphaenoides_rupestris,PRJNA430094
SAMN08365939,Crup_Cru13,GCA_002895965.1,SRR6473782,Coryphaenoides_rupestris,PRJNA430094
SAMN08365940,Crup_Cru15,GCA_002895965.1,SRR6473783,Coryphaenoides_rupestris,PRJNA430094
SAMN08365936,Crup_L45,GCA_002895965.1,SRR6473784,Coryphaenoides_rupestris,PRJNA430094
SAMN08365954,Crup_L48,GCA_002895965.1,SRR6473785,Coryphaenoides_rupestris,PRJNA430094
SAMN08365950,Crup_L025,GCA_002895965.1,SRR6473787,Coryphaenoides_rupestris,PRJNA430094
SAMN08365951,Crup_L27,GCA_002895965.1,SRR6473788,Coryphaenoides_rupestris,PRJNA430094
SAMN08365952,Crup_L42,GCA_002895965.1,SRR6473789,Coryphaenoides_rupestris,PRJNA430094
SAMN08365953,Crup_L44,GCA_002895965.1,SRR6473790,Coryphaenoides_rupestris,PRJNA430094
SAMN08365946,Crup_L017,GCA_002895965.1,SRR6473791,Coryphaenoides_rupestris,PRJNA430094
SAMN08365947,Crup_L019,GCA_002895965.1,SRR6473792,Coryphaenoides_rupestris,PRJNA430094
SAMN08365949,Crup_L023,GCA_002895965.1,SRR6473794,Coryphaenoides_rupestris,PRJNA430094
SAMN08365914,Crup_Cru8,GCA_002895965.1,SRR6473795,Coryphaenoides_rupestris,PRJNA430094
SAMN08365915,Crup_J70,GCA_002895965.1,SRR6473796,Coryphaenoides_rupestris,PRJNA430094
SAMN08365930,Crup_J85,GCA_002895965.1,SRR6473797,Coryphaenoides_rupestris,PRJNA430094
SAMN08365931,Crup_L01,GCA_002895965.1,SRR6473798,Coryphaenoides_rupestris,PRJNA430094
SAMN08365928,Crup_J82,GCA_002895965.1,SRR6473799,Coryphaenoides_rupestris,PRJNA430094
SAMN08365929,Crup_J83,GCA_002895965.1,SRR6473800,Coryphaenoides_rupestris,PRJNA430094
SAMN08365926,Crup_Cru24,GCA_002895965.1,SRR6473801,Coryphaenoides_rupestris,PRJNA430094
SAMN08365927,Crup_J67,GCA_002895965.1,SRR6473802,Coryphaenoides_rupestris,PRJNA430094
SAMN08365906,Crup_Cru28,GCA_002895965.1,SRR6473803,Coryphaenoides_rupestris,PRJNA430094
