BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN11458497,22-4,GCF_000090745.1,SRR8983036,Anolis_carolinensis,PRJNA533001
SAMN11458498,25-4,GCF_000090745.1,SRR8983035,Anolis_carolinensis,PRJNA533001
SAMN11458504,AC20-1,GCF_000090745.1,SRR8983031,Anolis_carolinensis,PRJNA533001
SAMN11458505,AC20-6,GCF_000090745.1,SRR8983024,Anolis_carolinensis,PRJNA533001
SAMN11458506,AC27-3,GCF_000090745.1,SRR8983023,Anolis_carolinensis,PRJNA533001
SAMN11458507,AC27-4,GCF_000090745.1,SRR8983022,Anolis_carolinensis,PRJNA533001
SAMN11458508,AC36-1,GCF_000090745.1,SRR8983021,Anolis_carolinensis,PRJNA533001
SAMN11458509,AC38-4,GCF_000090745.1,SRR8983028,Anolis_carolinensis,PRJNA533001
SAMN11458510,AC8-13,GCF_000090745.1,SRR8983027,Anolis_carolinensis,PRJNA533001
SAMN11458511,AC8-8,GCF_000090745.1,SRR8983026,Anolis_carolinensis,PRJNA533001
SAMN11458521,TX-8,GCF_000090745.1,SRR8983046,Anolis_carolinensis,PRJNA533001
SAMN11458513,CC-3,GCF_000090745.1,SRR8983030,Anolis_carolinensis,PRJNA533001
SAMN11458514,CC-8,GCF_000090745.1,SRR8983029,Anolis_carolinensis,PRJNA533001
SAMN11458517,SB-3,GCF_000090745.1,SRR8983042,Anolis_carolinensis,PRJNA533001
SAMN11458518,SB-4,GCF_000090745.1,SRR8983043,Anolis_carolinensis,PRJNA533001
SAMN11458519,TV-2,GCF_000090745.1,SRR8983048,Anolis_carolinensis,PRJNA533001
SAMN11458520,TV-8,GCF_000090745.1,SRR8983049,Anolis_carolinensis,PRJNA533001
SAMN11458522,VB-6,GCF_000090745.1,SRR8983047,Anolis_carolinensis,PRJNA533001
SAMN11458523,VB-7,GCF_000090745.1,SRR8983041,Anolis_carolinensis,PRJNA533001
SAMN11458495,15-3,GCF_000090745.1,SRR8983034,Anolis_carolinensis,PRJNA533001
SAMN11458496,18-3,GCF_000090745.1,SRR8983033,Anolis_carolinensis,PRJNA533001
SAMN11458515,LA-2,GCF_000090745.1,SRR8983044,Anolis_carolinensis,PRJNA533001
SAMN11458516,LJ-1,GCF_000090745.1,SRR8983045,Anolis_carolinensis,PRJNA533001
SAMN11458500,AC13-4,GCF_000090745.1,SRR8983037,Anolis_carolinensis,PRJNA533001
SAMN11458501,AC13-5,GCF_000090745.1,SRR8983040,Anolis_carolinensis,PRJNA533001
SAMN11458502,AC13-7,GCF_000090745.1,SRR8983039,Anolis_carolinensis,PRJNA533001
SAMN11458503,AC13-8,GCF_000090745.1,SRR8983032,Anolis_carolinensis,PRJNA533001
