BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN04884552,ww_reseq_01K05_5,GCA_002305835.1,SRR3511938,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884552,ww_reseq_01K05_6,GCA_002305835.1,SRR3511939,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884553,ww_reseq_01K10_1,GCA_002305835.1,SRR3511940,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884553,ww_reseq_01K10_6,GCA_002305835.1,SRR3511945,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04881279,ww_reseq_01L17_1,GCA_002305835.1,SRR3511946,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04881279,ww_reseq_01L17_3,GCA_002305835.1,SRR3511948,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04881279,ww_reseq_01L17_5,GCA_002305835.1,SRR3511950,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04881278,ww_reseq_01L20_1,GCA_002305835.1,SRR3511952,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04881278,ww_reseq_01L20_4,GCA_002305835.1,SRR3511955,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04881278,ww_reseq_01L20_5,GCA_002305835.1,SRR3511956,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884551,ww_reseq_01M08_1,GCA_002305835.1,SRR3511958,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884551,ww_reseq_01M08_3,GCA_002305835.1,SRR3511960,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884551,ww_reseq_01M08_5,GCA_002305835.1,SRR3511962,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884551,ww_reseq_01M08_6,GCA_002305835.1,SRR3511963,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884554,ww_reseq_01O01_3,GCA_002305835.1,SRR3511966,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884554,ww_reseq_01O01_5,GCA_002305835.1,SRR3511968,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884555,ww_reseq_01O04_1,GCA_002305835.1,SRR3511970,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884555,ww_reseq_01O04_3,GCA_002305835.1,SRR3511972,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884555,ww_reseq_01O04_5,GCA_002305835.1,SRR3511974,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884555,ww_reseq_01O04_6,GCA_002305835.1,SRR3511975,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884556,ww_reseq_01O06_2,GCA_002305835.1,SRR3511977,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884556,ww_reseq_01O06_3,GCA_002305835.1,SRR3511978,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884556,ww_reseq_01O06_4,GCA_002305835.1,SRR3511979,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884556,ww_reseq_01O06_6,GCA_002305835.1,SRR3511981,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884552,ww_reseq_01K05_1,GCA_002305835.1,SRR3511934,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884552,ww_reseq_01K05_2,GCA_002305835.1,SRR3511935,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884552,ww_reseq_01K05_3,GCA_002305835.1,SRR3511936,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884552,ww_reseq_01K05_4,GCA_002305835.1,SRR3511937,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884553,ww_reseq_01K10_4,GCA_002305835.1,SRR3511943,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884553,ww_reseq_01K10_5,GCA_002305835.1,SRR3511944,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04881279,ww_reseq_01L17_2,GCA_002305835.1,SRR3511947,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04881279,ww_reseq_01L17_4,GCA_002305835.1,SRR3511949,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04881279,ww_reseq_01L17_6,GCA_002305835.1,SRR3511951,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04881278,ww_reseq_01L20_3,GCA_002305835.1,SRR3511954,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884551,ww_reseq_01M08_2,GCA_002305835.1,SRR3511959,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884551,ww_reseq_01M08_4,GCA_002305835.1,SRR3511961,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884554,ww_reseq_01O01_1,GCA_002305835.1,SRR3511964,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884554,ww_reseq_01O01_2,GCA_002305835.1,SRR3511965,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884554,ww_reseq_01O01_4,GCA_002305835.1,SRR3511967,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884554,ww_reseq_01O01_6,GCA_002305835.1,SRR3511969,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884555,ww_reseq_01O04_2,GCA_002305835.1,SRR3511971,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884556,ww_reseq_01O06_1,GCA_002305835.1,SRR3511976,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884556,ww_reseq_01O06_5,GCA_002305835.1,SRR3511980,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04881278,ww_reseq_01L20_6,GCA_002305835.1,SRR3511957,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04881278,ww_reseq_01L20_2,GCA_002305835.1,SRR3511953,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884555,ww_reseq_01O04_4,GCA_002305835.1,SRR3511973,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884553,ww_reseq_01K10_2,GCA_002305835.1,SRR3511941,Phylloscopus_trochilus_acredula,PRJNA319295
SAMN04884553,ww_reseq_01K10_3,GCA_002305835.1,SRR3511942,Phylloscopus_trochilus_acredula,PRJNA319295
