BioProject,BioSample,Organism,sex,Submitter_Id,Lake,Sampling_Year,refGenome,refSpecies
PRJEB38173,SAMEA6815782,Amphilophus_spp,missing,AsL_cit_d_nlp_02341,CL As. León,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815816,Amphilophus_spp,missing,Aye_cit_d_lip_00718,CL Apoyeque,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815915,Amphilophus_spp,missing,Mas_cit_d_nlp_03889,CL Masaya,2014,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815682,Amphilophus_spp,missing,Apo_cl3_d_ben_05666,CL Apoyo,2005,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815684,Amphilophus_spp,missing,Apo_cl3_d_ben_07670,CL Apoyo,2014,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815685,Amphilophus_spp,missing,Apo_cl3_d_ben_07690,CL Apoyo,2014,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815686,Amphilophus_spp,missing,Apo_cl3_d_ben_07699,CL Apoyo,2014,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815695,Amphilophus_spp,missing,Apo_cl3_d_ben_18423,CL Apoyo,2014,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815696,Amphilophus_spp,missing,Apo_cl3_d_ben_19338,CL Apoyo,2015,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815699,Amphilophus_spp,missing,Apo_cl3_d_ben_19365,CL Apoyo,2015,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815711,Amphilophus_spp,missing,Apo_cl4_d_ben_13715,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815730,Amphilophus_spp,missing,Apo_cl5_d_ben_13700,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815775,Amphilophus_spp,missing,AsL_cit_d_nlp_02326,CL As. León,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815776,Amphilophus_spp,missing,AsL_cit_d_nlp_02327,CL As. León,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815777,Amphilophus_spp,missing,AsL_cit_d_nlp_02328,CL As. León,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815778,Amphilophus_spp,missing,AsL_cit_d_nlp_02329,CL As. León,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815779,Amphilophus_spp,missing,AsL_cit_d_nlp_02331,CL As. León,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815780,Amphilophus_spp,missing,AsL_cit_d_nlp_02332,CL As. León,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815781,Amphilophus_spp,missing,AsL_cit_d_nlp_02333,CL As. León,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815783,Amphilophus_spp,missing,AsL_cit_d_nlp_02343,CL As. León,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815785,Amphilophus_spp,missing,AsL_cit_d_nlp_02346,CL As. León,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815786,Amphilophus_spp,missing,AsL_cit_d_nlp_02347,CL As. León,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815787,Amphilophus_spp,missing,AsL_cit_d_nlp_02351,CL As. León,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815788,Amphilophus_spp,missing,AsL_cit_d_nlp_02353,CL As. León,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815789,Amphilophus_spp,missing,AsL_cit_d_nlp_02355,CL As. León,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815790,Amphilophus_spp,missing,AsL_cit_d_nlp_02356,CL As. León,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815791,Amphilophus_spp,missing,AsL_cit_g_nlp_00122,CL As. León,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815792,Amphilophus_spp,missing,AsL_cit_g_nlp_13291,CL As. León,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815793,Amphilophus_spp,missing,AsL_cit_g_nlp_13323,CL As. León,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815814,Amphilophus_spp,missing,Aye_cit_d_lip_00378,CL Apoyeque,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815815,Amphilophus_spp,missing,Aye_cit_d_lip_00678,CL Apoyeque,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815817,Amphilophus_spp,missing,Aye_cit_d_lip_00945,CL Apoyeque,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815818,Amphilophus_spp,missing,Aye_cit_d_lip_00948,CL Apoyeque,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815819,Amphilophus_spp,missing,Aye_cit_d_lip_00954,CL Apoyeque,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815820,Amphilophus_spp,missing,Aye_cit_d_lip_00955,CL Apoyeque,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815821,Amphilophus_spp,missing,Aye_cit_d_lip_00973,CL Apoyeque,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815822,Amphilophus_spp,missing,Aye_cit_d_lip_00980,CL Apoyeque,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815823,Amphilophus_spp,missing,Aye_cit_d_lip_00999,CL Apoyeque,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815824,Amphilophus_spp,missing,Aye_cit_d_lip_01046,CL Apoyeque,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815825,Amphilophus_spp,missing,Aye_cit_d_lip_02432,CL Apoyeque,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815826,Amphilophus_spp,missing,Aye_cit_d_lip_02448,CL Apoyeque,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815827,Amphilophus_spp,missing,Aye_cit_d_lip_05114,CL Apoyeque,2005,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815828,Amphilophus_spp,missing,Aye_cit_d_lip_07897,CL Apoyeque,2014,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815829,Amphilophus_spp,missing,Aye_cit_d_lip_07903,CL Apoyeque,2014,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815830,Amphilophus_spp,missing,Aye_cit_d_lip_17863,CL Apoyeque,2015,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815831,Amphilophus_spp,missing,Aye_cit_d_lip_17875,CL Apoyeque,2015,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815832,Amphilophus_spp,missing,Aye_cit_d_nlp_00654,CL Apoyeque,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815833,Amphilophus_spp,missing,Aye_cit_d_nlp_00660,CL Apoyeque,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815834,Amphilophus_spp,missing,Aye_cit_d_nlp_00675,CL Apoyeque,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815835,Amphilophus_spp,missing,Aye_cit_d_nlp_02437,CL Apoyeque,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815836,Amphilophus_spp,missing,Aye_cit_d_nlp_02460,CL Apoyeque,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815837,Amphilophus_spp,missing,Aye_cit_d_nlp_02461,CL Apoyeque,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815838,Amphilophus_spp,missing,Aye_cit_d_nlp_02462,CL Apoyeque,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815839,Amphilophus_spp,missing,Aye_cit_d_nlp_05120,CL Apoyeque,2005,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815840,Amphilophus_spp,missing,Aye_cit_d_nlp_13518,CL Apoyeque,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815841,Amphilophus_spp,missing,Aye_cit_d_nlp_13523,CL Apoyeque,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815843,Amphilophus_spp,missing,Aye_cit_d_nlp_17850,CL Apoyeque,2015,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815844,Amphilophus_spp,missing,Aye_cit_d_nlp_17859,CL Apoyeque,2015,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815845,Amphilophus_spp,missing,Aye_cit_d_nlp_17860,CL Apoyeque,2015,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815846,Amphilophus_spp,missing,Aye_cit_d_nlp_17861,CL Apoyeque,2015,GCA_013435755.1,Amphilophus_citrinellus
