BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN10617437,GM_INS250,GCF_000951615.1,SRR8380182,Cyprinus_carpio,PRJNA510861
SAMN10617436,HB_INS20kb,GCF_000951615.1,SRR8380183,Cyprinus_carpio,PRJNA510861
SAMN10617436,HB_INS10kb,GCF_000951615.1,SRR8380184,Cyprinus_carpio,PRJNA510861
SAMN10617436,HB_INS5kb,GCF_000951615.1,SRR8380185,Cyprinus_carpio,PRJNA510861
SAMN10617437,GM_INS10kb,GCF_000951615.1,SRR8380186,Cyprinus_carpio,PRJNA510861
SAMN10617437,GM_INS5kb,GCF_000951615.1,SRR8380187,Cyprinus_carpio,PRJNA510861
SAMN10617437,GM_INS2kb,GCF_000951615.1,SRR8380188,Cyprinus_carpio,PRJNA510861
SAMN10617437,GM_INS500,GCF_000951615.1,SRR8380189,Cyprinus_carpio,PRJNA510861
SAMN10617437,GM_INS20kb,GCF_000951615.1,SRR8380190,Cyprinus_carpio,PRJNA510861
SAMN10617437,GM_INS15kb,GCF_000951615.1,SRR8380191,Cyprinus_carpio,PRJNA510861
SAMN10617513,SP20_reseq,GCF_000951615.1,SRR8380193,Cyprinus_carpio,PRJNA510861
SAMN10617512,SP19_reseq,GCF_000951615.1,SRR8380194,Cyprinus_carpio,PRJNA510861
SAMN10617511,SP18_reseq,GCF_000951615.1,SRR8380195,Cyprinus_carpio,PRJNA510861
SAMN10617505,SP11_reseq,GCF_000951615.1,SRR8380208,Cyprinus_carpio,PRJNA510861
SAMN10617506,SP12_reseq,GCF_000951615.1,SRR8380209,Cyprinus_carpio,PRJNA510861
SAMN10617507,SP14_reseq,GCF_000951615.1,SRR8380210,Cyprinus_carpio,PRJNA510861
SAMN10617508,SP15_reseq,GCF_000951615.1,SRR8380211,Cyprinus_carpio,PRJNA510861
SAMN10617501,SP03_reseq,GCF_000951615.1,SRR8380212,Cyprinus_carpio,PRJNA510861
SAMN10617502,SP04_reseq,GCF_000951615.1,SRR8380213,Cyprinus_carpio,PRJNA510861
SAMN10617503,SP05_reseq,GCF_000951615.1,SRR8380214,Cyprinus_carpio,PRJNA510861
SAMN10617504,SP09_reseq,GCF_000951615.1,SRR8380215,Cyprinus_carpio,PRJNA510861
SAMN10617509,SP16_reseq,GCF_000951615.1,SRR8380216,Cyprinus_carpio,PRJNA510861
SAMN10617510,SP17_reseq,GCF_000951615.1,SRR8380217,Cyprinus_carpio,PRJNA510861
SAMN10617480,HB17_reseq,GCF_000951615.1,SRR8380228,Cyprinus_carpio,PRJNA510861
SAMN10617479,HB15_reseq,GCF_000951615.1,SRR8380229,Cyprinus_carpio,PRJNA510861
SAMN10617478,HB14_reseq,GCF_000951615.1,SRR8380230,Cyprinus_carpio,PRJNA510861
SAMN10617477,HB13_reseq,GCF_000951615.1,SRR8380231,Cyprinus_carpio,PRJNA510861
SAMN10617476,HB12_reseq,GCF_000951615.1,SRR8380232,Cyprinus_carpio,PRJNA510861
SAMN10617475,HB11_reseq,GCF_000951615.1,SRR8380233,Cyprinus_carpio,PRJNA510861
SAMN10617474,HB10_reseq,GCF_000951615.1,SRR8380234,Cyprinus_carpio,PRJNA510861
SAMN10617473,HB9_reseq,GCF_000951615.1,SRR8380235,Cyprinus_carpio,PRJNA510861
SAMN10617472,HB8_reseq,GCF_000951615.1,SRR8380236,Cyprinus_carpio,PRJNA510861
SAMN10617471,HB7_reseq,GCF_000951615.1,SRR8380237,Cyprinus_carpio,PRJNA510861
SAMN10617469,HB5_reseq,GCF_000951615.1,SRR8380238,Cyprinus_carpio,PRJNA510861
SAMN10617470,HB6_reseq,GCF_000951615.1,SRR8380239,Cyprinus_carpio,PRJNA510861
SAMN10617465,HB1_reseq,GCF_000951615.1,SRR8380244,Cyprinus_carpio,PRJNA510861
SAMN10617466,HB2_reseq,GCF_000951615.1,SRR8380245,Cyprinus_carpio,PRJNA510861
SAMN10617468,HB4_reseq,GCF_000951615.1,SRR8380247,Cyprinus_carpio,PRJNA510861
SAMN10617496,Y14_reseq,GCF_000951615.1,SRR8380248,Cyprinus_carpio,PRJNA510861
SAMN10617495,Y13_reseq,GCF_000951615.1,SRR8380249,Cyprinus_carpio,PRJNA510861
SAMN10617498,Y16_reseq,GCF_000951615.1,SRR8380250,Cyprinus_carpio,PRJNA510861
SAMN10617497,Y15_reseq,GCF_000951615.1,SRR8380251,Cyprinus_carpio,PRJNA510861
SAMN10617492,Y10_reseq,GCF_000951615.1,SRR8380252,Cyprinus_carpio,PRJNA510861
SAMN10617491,Y09_reseq,GCF_000951615.1,SRR8380253,Cyprinus_carpio,PRJNA510861
