BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN15398059,Fehmarn44_Fehmarn_Baltic_Autumn_rg1,GCF_900700415.1,SRR12106920,Clupea_harengus,PRJNA642736
SAMN15398058,Fehmarn6_Fehmarn_Baltic_Autumn_rg1,GCF_900700415.1,SRR12106922,Clupea_harengus,PRJNA642736
SAMN15398057,Fehmarn3_Fehmarn_Baltic_Autumn_rg1,GCF_900700415.1,SRR12106923,Clupea_harengus,PRJNA642736
SAMN15398056,Gavle100_Gavle_Baltic_Autumn_rg1,GCF_900700415.1,SRR12106924,Clupea_harengus,PRJNA642736
SAMN15398053,AAL3_CelticSea_Atlantic_Winter_rg2,GCF_900700415.1,SRR12106927,Clupea_harengus,PRJNA642736
SAMN15398053,AAL3_CelticSea_Atlantic_Winter_rg1,GCF_900700415.1,SRR12106928,Clupea_harengus,PRJNA642736
SAMN15398052,AAL2_CelticSea_Atlantic_Winter_rg1,GCF_900700415.1,SRR12106930,Clupea_harengus,PRJNA642736
SAMN15398051,AAL1_CelticSea_Atlantic_Winter_rg1,GCF_900700415.1,SRR12106933,Clupea_harengus,PRJNA642736
SAMN15398050,AK3_Downs_Atlantic_Winter_rg2,GCF_900700415.1,SRR12106934,Clupea_harengus,PRJNA642736
SAMN15398050,AK3_Downs_Atlantic_Winter_rg1,GCF_900700415.1,SRR12106935,Clupea_harengus,PRJNA642736
SAMN15398049,AK2_Downs_Atlantic_Winter_rg2,GCF_900700415.1,SRR12106936,Clupea_harengus,PRJNA642736
SAMN15398049,AK2_Downs_Atlantic_Winter_rg1,GCF_900700415.1,SRR12106937,Clupea_harengus,PRJNA642736
SAMN15398048,AK1_Downs_Atlantic_Winter_rg2,GCF_900700415.1,SRR12106938,Clupea_harengus,PRJNA642736
SAMN15398048,AK1_Downs_Atlantic_Winter_rg1,GCF_900700415.1,SRR12106939,Clupea_harengus,PRJNA642736
SAMN15398047,Z14_IsleofMan_Atlantic_Autumn_rg2,GCF_900700415.1,SRR12106940,Clupea_harengus,PRJNA642736
SAMN15398047,Z14_IsleofMan_Atlantic_Autumn_rg1,GCF_900700415.1,SRR12106941,Clupea_harengus,PRJNA642736
SAMN15398046,Z12_IsleofMan_Atlantic_Autumn_rg2,GCF_900700415.1,SRR12106942,Clupea_harengus,PRJNA642736
SAMN15398046,Z12_IsleofMan_Atlantic_Autumn_rg1,GCF_900700415.1,SRR12106944,Clupea_harengus,PRJNA642736
SAMN15398045,Z4_IsleofMan_Atlantic_Autumn_rg2,GCF_900700415.1,SRR12106945,Clupea_harengus,PRJNA642736
SAMN15398044,NorthSea34_NorthSea_Atlantic_Autumn_rg1,GCF_900700415.1,SRR12106947,Clupea_harengus,PRJNA642736
SAMN15398043,NorthSea19_NorthSea_Atlantic_Autumn_rg1,GCF_900700415.1,SRR12106948,Clupea_harengus,PRJNA642736
SAMN15398042,NorthSea13_NorthSea_Atlantic_Autumn_rg1,GCF_900700415.1,SRR12106949,Clupea_harengus,PRJNA642736
SAMN15398041,NSSH36_Norway_Atlantic_Spring_rg2,GCF_900700415.1,SRR12106950,Clupea_harengus,PRJNA642736
