BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMEA3334560,DNA_473,GCF_000738735.5,ERR849992,Corvus_dauuricus,PRJEB9057
SAMEA3334561,DNA_474,GCF_000738735.5,ERR849993,Corvus_dauuricus,PRJEB9057
SAMEA3334562,DNA_481,GCF_000738735.5,ERR850000,Corvus_dauuricus,PRJEB9057
SAMEA3334563,DNA_482,GCF_000738735.5,ERR850001,Corvus_dauuricus,PRJEB9057
SAMEA3334564,DNA_485,GCF_000738735.5,ERR850004,Corvus_dauuricus,PRJEB9057
SAMEA3334565,DNA_486,GCF_000738735.5,ERR850005,Corvus_dauuricus,PRJEB9057
SAMEA3334566,DNA_507,GCF_000738735.5,ERR850026,Corvus_dauuricus,PRJEB9057
SAMEA3334567,DNA_508,GCF_000738735.5,ERR850027,Corvus_dauuricus,PRJEB9057
SAMEA3334568,DNA_523,GCF_000738735.5,ERR850042,Corvus_dauuricus,PRJEB9057
SAMEA3334569,DNA_524,GCF_000738735.5,ERR850043,Corvus_dauuricus,PRJEB9057
SAMEA3334570,DNA_537,GCF_000738735.5,ERR850056,Corvus_dauuricus,PRJEB9057
SAMEA3334571,DNA_538,GCF_000738735.5,ERR850057,Corvus_dauuricus,PRJEB9057
SAMEA3334572,DNA_548,GCF_000738735.5,ERR850067,Corvus_dauuricus,PRJEB9057
SAMEA3334573,DNA_550,GCF_000738735.5,ERR850069,Corvus_dauuricus,PRJEB9057
SAMEA3334574,DNA_554,GCF_000738735.5,ERR850073,Corvus_dauuricus,PRJEB9057
SAMEA3334575,DNA_558,GCF_000738735.5,ERR850077,Corvus_dauuricus,PRJEB9057
