BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN07637314,MEF435_run1_lane2,GCA_002372975.1,SRR6032896,Strix_varia,PRJNA406821
SAMN07637314,MEF435_run1_lane1,GCA_002372975.1,SRR6032897,Strix_varia,PRJNA406821
SAMN07637317,MK968_run1_lane1,GCA_002372975.1,SRR6032899,Strix_varia,PRJNA406821
SAMN07637262,Hoopa20011_run1_lane1,GCA_002372975.1,SRR6032901,Strix_varia,PRJNA406821
SAMN07637257,ASG017_run2_lane1,GCA_002372975.1,SRR6032902,Strix_varia,PRJNA406821
SAMN07637257,ASG017_run1_lane2,GCA_002372975.1,SRR6032905,Strix_varia,PRJNA406821
SAMN07637261,Hoopa20005_run1_lane2,GCA_002372975.1,SRR6032907,Strix_varia,PRJNA406821
SAMN07637271,MK998_run1_lane2,GCA_002372975.1,SRR6032913,Strix_varia,PRJNA406821
SAMN07637317,MK968_run2_lane1,GCA_002372975.1,SRR6032916,Strix_varia,PRJNA406821
SAMN07637266,Hoopa20019_run2_lane1,GCA_002372975.1,SRR6032921,Strix_varia,PRJNA406821
SAMN07637266,Hoopa20019_run1_lane1,GCA_002372975.1,SRR6032923,Strix_varia,PRJNA406821
SAMN07637267,LCW405_run1_lane1,GCA_002372975.1,SRR6032925,Strix_varia,PRJNA406821
SAMN07637307,JPD386_run1_lane2,GCA_002372975.1,SRR6032927,Strix_varia,PRJNA406821
SAMN07637267,LCW405_run2_lane1,GCA_002372975.1,SRR6032929,Strix_varia,PRJNA406821
SAMN07637285,UWBM91382_run1_lane1,GCA_002372975.1,SRR6032931,Strix_varia,PRJNA406821
SAMN07637316,MK1020_run1_lane1,GCA_002372975.1,SRR6032934,Strix_varia,PRJNA406821
SAMN07637313,MEF432_run1_lane1,GCA_002372975.1,SRR6032942,Strix_varia,PRJNA406821
SAMN07637269,LCW491_run2_lane1,GCA_002372975.1,SRR6032944,Strix_varia,PRJNA406821
SAMN07637268,LCW443_run1_lane1,GCA_002372975.1,SRR6032947,Strix_varia,PRJNA406821
SAMN07637269,LCW491_run1_lane1,GCA_002372975.1,SRR6032950,Strix_varia,PRJNA406821
SAMN07637295,ASG037_run1_lane1,GCA_002372975.1,SRR6032960,Strix_varia,PRJNA406821
SAMN07637265,Hoopa20018_run1_lane2,GCA_002372975.1,SRR6032962,Strix_varia,PRJNA406821
SAMN07637263,Hoopa20014_run1_lane2,GCA_002372975.1,SRR6032964,Strix_varia,PRJNA406821
SAMN07637262,Hoopa20011_run2_lane1,GCA_002372975.1,SRR6032966,Strix_varia,PRJNA406821
SAMN07637264,Hoopa20017_run2_lane1,GCA_002372975.1,SRR6032968,Strix_varia,PRJNA406821
SAMN07637263,Hoopa20014_run2_lane1,GCA_002372975.1,SRR6032969,Strix_varia,PRJNA406821
SAMN07637282,UWBM79141_run1_lane1,GCA_002372975.1,SRR6032971,Strix_varia,PRJNA406821
SAMN07637276,UWBM65055_run1_lane1,GCA_002372975.1,SRR6032984,Strix_varia,PRJNA406821
SAMN07637290,ZRH602_run1_lane1,GCA_002372975.1,SRR6032992,Strix_varia,PRJNA406821
SAMN07637291,ZRH604_run1_lane1,GCA_002372975.1,SRR6032995,Strix_varia,PRJNA406821
SAMN07637290,ZRH602_run1_lane2,GCA_002372975.1,SRR6032997,Strix_varia,PRJNA406821
SAMN07637290,ZRH602_run2_lane1,GCA_002372975.1,SRR6032998,Strix_varia,PRJNA406821
SAMN07637281,UWBM79049_run1_lane2,GCA_002372975.1,SRR6033002,Strix_varia,PRJNA406821
SAMN07637278,UWBM74078_run1_lane2,GCA_002372975.1,SRR6033006,Strix_varia,PRJNA406821
SAMN07637278,UWBM74078_run2_lane1,GCA_002372975.1,SRR6033007,Strix_varia,PRJNA406821
SAMN07637280,UWBM79007_run1_lane1,GCA_002372975.1,SRR6033008,Strix_varia,PRJNA406821
SAMN07637280,UWBM79007_run2_lane1,GCA_002372975.1,SRR6033010,Strix_varia,PRJNA406821
SAMN07637315,MK1012_run1_lane2,GCA_002372975.1,SRR6033014,Strix_varia,PRJNA406821
SAMN07637313,MEF432_run2_lane1,GCA_002372975.1,SRR6032894,Strix_varia,PRJNA406821
