BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMEA6815794,library_SAMEA6815794,GCA_013435755.1,ERR4189805,Amphilophus_tolteca,PRJEB38173
SAMEA6815795,library_SAMEA6815795,GCA_013435755.1,ERR4189806,Amphilophus_tolteca,PRJEB38173
SAMEA6815796,library_SAMEA6815796,GCA_013435755.1,ERR4189807,Amphilophus_tolteca,PRJEB38173
SAMEA6815797,library_SAMEA6815797,GCA_013435755.1,ERR4189808,Amphilophus_tolteca,PRJEB38173
SAMEA6815798,library_SAMEA6815798,GCA_013435755.1,ERR4189809,Amphilophus_tolteca,PRJEB38173
SAMEA6815799,library_SAMEA6815799,GCA_013435755.1,ERR4189810,Amphilophus_tolteca,PRJEB38173
SAMEA6815800,library_SAMEA6815800,GCA_013435755.1,ERR4189811,Amphilophus_tolteca,PRJEB38173
SAMEA6815801,library_SAMEA6815801,GCA_013435755.1,ERR4189812,Amphilophus_tolteca,PRJEB38173
SAMEA6815802,library_SAMEA6815802,GCA_013435755.1,ERR4189813,Amphilophus_tolteca,PRJEB38173
SAMEA6815803,library_SAMEA6815803,GCA_013435755.1,ERR4189814,Amphilophus_tolteca,PRJEB38173
SAMEA6815804,library_SAMEA6815804,GCA_013435755.1,ERR4189815,Amphilophus_tolteca,PRJEB38173
SAMEA6815805,library_SAMEA6815805,GCA_013435755.1,ERR4189816,Amphilophus_tolteca,PRJEB38173
SAMEA6815806,library_SAMEA6815806,GCA_013435755.1,ERR4189817,Amphilophus_tolteca,PRJEB38173
SAMEA6815807,library_SAMEA6815807,GCA_013435755.1,ERR4189818,Amphilophus_tolteca,PRJEB38173
SAMEA6815808,library_SAMEA6815808,GCA_013435755.1,ERR4189819,Amphilophus_tolteca,PRJEB38173
SAMEA6815809,library_SAMEA6815809,GCA_013435755.1,ERR4189820,Amphilophus_tolteca,PRJEB38173
SAMEA6815810,library_SAMEA6815810,GCA_013435755.1,ERR4189821,Amphilophus_tolteca,PRJEB38173
SAMEA6815811,library_SAMEA6815811,GCA_013435755.1,ERR4189822,Amphilophus_tolteca,PRJEB38173
SAMEA6815812,library_SAMEA6815812,GCA_013435755.1,ERR4189823,Amphilophus_tolteca,PRJEB38173
SAMEA6815813,library_SAMEA6815813,GCA_013435755.1,ERR4189824,Amphilophus_tolteca,PRJEB38173
