BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMEA3334625,DNA_347,GCF_000738735.5,ERR849866,Corvus_pectoralis,PRJEB9057
SAMEA3334626,DNA_350,GCF_000738735.5,ERR849869,Corvus_pectoralis,PRJEB9057
SAMEA3334627,DNA_363,GCF_000738735.5,ERR849882,Corvus_pectoralis,PRJEB9057
SAMEA3334628,DNA_385,GCF_000738735.5,ERR849904,Corvus_pectoralis,PRJEB9057
SAMEA3334629,DNA_402,GCF_000738735.5,ERR849921,Corvus_pectoralis,PRJEB9057
SAMEA3334630,DNA_413,GCF_000738735.5,ERR849932,Corvus_pectoralis,PRJEB9057
SAMEA3334631,DNA_427,GCF_000738735.5,ERR849946,Corvus_pectoralis,PRJEB9057
SAMEA5089891,DNA_318,GCF_000738735.5,ERR2900313,Corvus_pectoralis,PRJEB9057
SAMEA5089891,DNA_319,GCF_000738735.5,ERR2900314,Corvus_pectoralis,PRJEB9057
SAMEA5089891,DNA_320,GCF_000738735.5,ERR2900315,Corvus_pectoralis,PRJEB9057
SAMEA5089891,DNA_321,GCF_000738735.5,ERR2900316,Corvus_pectoralis,PRJEB9057
