BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMEA6816021,library_SAMEA6816021,GCA_013435755.1,ERR4190032,Amphilophus_amarillo,PRJEB38173
SAMEA6816012,library_SAMEA6816012,GCA_013435755.1,ERR4190023,Amphilophus_amarillo,PRJEB38173
SAMEA6816013,library_SAMEA6816013,GCA_013435755.1,ERR4190024,Amphilophus_amarillo,PRJEB38173
SAMEA6816014,library_SAMEA6816014,GCA_013435755.1,ERR4190025,Amphilophus_amarillo,PRJEB38173
SAMEA6816015,library_SAMEA6816015,GCA_013435755.1,ERR4190026,Amphilophus_amarillo,PRJEB38173
SAMEA6816016,library_SAMEA6816016,GCA_013435755.1,ERR4190027,Amphilophus_amarillo,PRJEB38173
SAMEA6816017,library_SAMEA6816017,GCA_013435755.1,ERR4190028,Amphilophus_amarillo,PRJEB38173
SAMEA6816018,library_SAMEA6816018,GCA_013435755.1,ERR4190029,Amphilophus_amarillo,PRJEB38173
SAMEA6816019,library_SAMEA6816019,GCA_013435755.1,ERR4190030,Amphilophus_amarillo,PRJEB38173
SAMEA6816020,library_SAMEA6816020,GCA_013435755.1,ERR4190031,Amphilophus_amarillo,PRJEB38173
SAMEA6816022,library_SAMEA6816022,GCA_013435755.1,ERR4190033,Amphilophus_amarillo,PRJEB38173
SAMEA6816023,library_SAMEA6816023,GCA_013435755.1,ERR4190034,Amphilophus_amarillo,PRJEB38173
SAMEA6816024,library_SAMEA6816024,GCA_013435755.1,ERR4190035,Amphilophus_amarillo,PRJEB38173
SAMEA6816025,library_SAMEA6816025,GCA_013435755.1,ERR4190036,Amphilophus_amarillo,PRJEB38173
SAMEA6816026,library_SAMEA6816026,GCA_013435755.1,ERR4190037,Amphilophus_amarillo,PRJEB38173
SAMEA6816028,library_SAMEA6816028,GCA_013435755.1,ERR4190039,Amphilophus_amarillo,PRJEB38173
SAMEA6816029,library_SAMEA6816029,GCA_013435755.1,ERR4190040,Amphilophus_amarillo,PRJEB38173
SAMEA6816030,library_SAMEA6816030,GCA_013435755.1,ERR4190041,Amphilophus_amarillo,PRJEB38173
SAMEA6816031,library_SAMEA6816031,GCA_013435755.1,ERR4190042,Amphilophus_amarillo,PRJEB38173
SAMEA6816032,library_SAMEA6816032,GCA_013435755.1,ERR4190043,Amphilophus_amarillo,PRJEB38173
SAMEA6816027,library_SAMEA6816027,GCA_013435755.1,ERR4190038,Amphilophus_amarillo,PRJEB38173
