BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMEA6815743,library_SAMEA6815743,GCA_013435755.1,ERR4189754,Amphilophus_supercilius,PRJEB38173
SAMEA6815744,library_SAMEA6815744,GCA_013435755.1,ERR4189755,Amphilophus_supercilius,PRJEB38173
SAMEA6815745,library_SAMEA6815745,GCA_013435755.1,ERR4189756,Amphilophus_supercilius,PRJEB38173
SAMEA6815746,library_SAMEA6815746,GCA_013435755.1,ERR4189757,Amphilophus_supercilius,PRJEB38173
SAMEA6815747,library_SAMEA6815747,GCA_013435755.1,ERR4189758,Amphilophus_supercilius,PRJEB38173
SAMEA6815748,library_SAMEA6815748,GCA_013435755.1,ERR4189759,Amphilophus_supercilius,PRJEB38173
SAMEA6815749,library_SAMEA6815749,GCA_013435755.1,ERR4189760,Amphilophus_supercilius,PRJEB38173
SAMEA6815750,library_SAMEA6815750,GCA_013435755.1,ERR4189761,Amphilophus_supercilius,PRJEB38173
SAMEA6815751,library_SAMEA6815751,GCA_013435755.1,ERR4189762,Amphilophus_supercilius,PRJEB38173
SAMEA6815752,library_SAMEA6815752,GCA_013435755.1,ERR4189763,Amphilophus_supercilius,PRJEB38173
SAMEA6815753,library_SAMEA6815753,GCA_013435755.1,ERR4189764,Amphilophus_supercilius,PRJEB38173
