BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN14363244,166,GCF_001891065.1,SRR12601943,Hippocampus_histrix,PRJNA612146
SAMN14363242,164,GCF_001891065.1,SRR12601945,Hippocampus_histrix,PRJNA612146
SAMN14363240,162,GCF_001891065.1,SRR12601947,Hippocampus_histrix,PRJNA612146
SAMN14363237,159,GCF_001891065.1,SRR12601951,Hippocampus_histrix,PRJNA612146
SAMN14363235,157,GCF_001891065.1,SRR12601953,Hippocampus_histrix,PRJNA612146
SAMN14363233,155,GCF_001891065.1,SRR12601955,Hippocampus_histrix,PRJNA612146
SAMN14363232,154,GCF_001891065.1,SRR12601956,Hippocampus_histrix,PRJNA612146
SAMN14363230,152,GCF_001891065.1,SRR12601958,Hippocampus_histrix,PRJNA612146
SAMN14363229,151,GCF_001891065.1,SRR12601959,Hippocampus_histrix,PRJNA612146
SAMN14363228,150,GCF_001891065.1,SRR12601961,Hippocampus_histrix,PRJNA612146
SAMN14363226,148,GCF_001891065.1,SRR12601963,Hippocampus_histrix,PRJNA612146
SAMN14363225,147,GCF_001891065.1,SRR12601964,Hippocampus_histrix,PRJNA612146
SAMN14363246,168,GCF_001891065.1,SRR12601905,Hippocampus_histrix,PRJNA612146
SAMN14363245,167,GCF_001891065.1,SRR12601942,Hippocampus_histrix,PRJNA612146
SAMN14363243,165,GCF_001891065.1,SRR12601944,Hippocampus_histrix,PRJNA612146
SAMN14363241,163,GCF_001891065.1,SRR12601946,Hippocampus_histrix,PRJNA612146
SAMN14363239,161,GCF_001891065.1,SRR12601948,Hippocampus_histrix,PRJNA612146
SAMN14363236,158,GCF_001891065.1,SRR12601952,Hippocampus_histrix,PRJNA612146
SAMN14363234,156,GCF_001891065.1,SRR12601954,Hippocampus_histrix,PRJNA612146
SAMN14363231,153,GCF_001891065.1,SRR12601957,Hippocampus_histrix,PRJNA612146
SAMN14363227,149,GCF_001891065.1,SRR12601962,Hippocampus_histrix,PRJNA612146
SAMN14363238,160,GCF_001891065.1,SRR12601950,Hippocampus_histrix,PRJNA612146
