BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN04419253,SZAIPI003458-11,GCF_000708225.1,SRR3105335,Nipponia_nippon,PRJNA308878
SAMN04419260,SZAIPI003465-5,GCF_000708225.1,SRR3105336,Nipponia_nippon,PRJNA308878
SAMN04419253,SZAIPI003458-11,GCF_000708225.1,SRR3105337,Nipponia_nippon,PRJNA308878
SAMN04419255,SZAIPI003460-4,GCF_000708225.1,SRR3105338,Nipponia_nippon,PRJNA308878
SAMN04419257,SZAIPI003462-12,GCF_000708225.1,SRR3105339,Nipponia_nippon,PRJNA308878
SAMN04419258,SZAIPI003463-6,GCF_000708225.1,SRR3105340,Nipponia_nippon,PRJNA308878
SAMN04419256,SZAIPI003461-8,GCF_000708225.1,SRR3105341,Nipponia_nippon,PRJNA308878
SAMN04419254,SZAIPI003459-3,GCF_000708225.1,SRR3105342,Nipponia_nippon,PRJNA308878
SAMN04419259,SZAIPI003464-7,GCF_000708225.1,SRR3105343,Nipponia_nippon,PRJNA308878
SAMN04419260,SZAIPI003465-5,GCF_000708225.1,SRR3105344,Nipponia_nippon,PRJNA308878
SAMN04419257,SZAIPI003462-12,GCF_000708225.1,SRR3105345,Nipponia_nippon,PRJNA308878
SAMN04419255,SZAIPI003460-4,GCF_000708225.1,SRR3105346,Nipponia_nippon,PRJNA308878
SAMN04419255,SZAIPI003460-4,GCF_000708225.1,SRR3105347,Nipponia_nippon,PRJNA308878
SAMN04419254,SZAIPI003459-3,GCF_000708225.1,SRR3105348,Nipponia_nippon,PRJNA308878
SAMN04419256,SZAIPI003461-8,GCF_000708225.1,SRR3105349,Nipponia_nippon,PRJNA308878
SAMN04419259,SZAIPI003464-7,GCF_000708225.1,SRR3105350,Nipponia_nippon,PRJNA308878
SAMN04419256,SZAIPI003461-8,GCF_000708225.1,SRR3105351,Nipponia_nippon,PRJNA308878
SAMN04419258,SZAIPI003463-6,GCF_000708225.1,SRR3105352,Nipponia_nippon,PRJNA308878
SAMN04419253,SZAIPI003458-11,GCF_000708225.1,SRR3105353,Nipponia_nippon,PRJNA308878
SAMN04419257,SZAIPI003462-12,GCF_000708225.1,SRR3105354,Nipponia_nippon,PRJNA308878
SAMN04419259,SZAIPI003464-7,GCF_000708225.1,SRR3105355,Nipponia_nippon,PRJNA308878
SAMN04419260,SZAIPI003465-5,GCF_000708225.1,SRR3105356,Nipponia_nippon,PRJNA308878
SAMN04419258,SZAIPI003463-6,GCF_000708225.1,SRR3105357,Nipponia_nippon,PRJNA308878
SAMN04419254,SZAIPI003459-3,GCF_000708225.1,SRR3105358,Nipponia_nippon,PRJNA308878
