BioSample,refGenome
SAMEA3522226,GCF_000633615.1
SAMEA3522227,GCF_000633615.1
SAMEA3522228,GCF_000633615.1
SAMEA3539925,GCF_000633615.1
SAMEA3539926,GCF_000633615.1
SAMEA3539927,GCF_000633615.1
SAMEA3539928,GCF_000633615.1
SAMEA3539929,GCF_000633615.1
SAMEA3539930,GCF_000633615.1
SAMEA3539931,GCF_000633615.1
SAMEA3539932,GCF_000633615.1
SAMEA3539933,GCF_000633615.1
SAMEA3539934,GCF_000633615.1
SAMEA3539935,GCF_000633615.1
SAMEA3539936,GCF_000633615.1
SAMEA3539937,GCF_000633615.1
SAMEA3539938,GCF_000633615.1
SAMEA3539939,GCF_000633615.1
SAMEA3539940,GCF_000633615.1
SAMEA3539941,GCF_000633615.1
SAMEA3539942,GCF_000633615.1
SAMEA3539943,GCF_000633615.1
SAMEA3539944,GCF_000633615.1
SAMEA3539945,GCF_000633615.1
SAMEA3539946,GCF_000633615.1
SAMEA3539947,GCF_000633615.1
SAMEA3539948,GCF_000633615.1
SAMEA3539949,GCF_000633615.1
SAMEA3539951,GCF_000633615.1
SAMEA3539952,GCF_000633615.1
SAMEA3539953,GCF_000633615.1
SAMEA3539954,GCF_000633615.1
SAMEA3539955,GCF_000633615.1
SAMEA3539956,GCF_000633615.1
SAMEA3539958,GCF_000633615.1
SAMEA3539959,GCF_000633615.1
SAMEA3539960,GCF_000633615.1
SAMEA3539961,GCF_000633615.1
SAMEA3539962,GCF_000633615.1
SAMEA3539963,GCF_000633615.1
SAMEA3539964,GCF_000633615.1
SAMEA3539965,GCF_000633615.1
SAMEA3539966,GCF_000633615.1
SAMEA3539967,GCF_000633615.1
SAMEA3539968,GCF_000633615.1
SAMEA3539969,GCF_000633615.1
SAMEA3539970,GCF_000633615.1
SAMEA3539971,GCF_000633615.1
SAMEA3539972,GCF_000633615.1
SAMEA3539973,GCF_000633615.1
SAMEA3539974,GCF_000633615.1
SAMEA3539975,GCF_000633615.1
SAMEA3539976,GCF_000633615.1
SAMEA3628558,GCF_000633615.1
SAMEA3628559,GCF_000633615.1
SAMEA3628560,GCF_000633615.1
SAMEA3628561,GCF_000633615.1
SAMEA3628562,GCF_000633615.1
SAMEA3628563,GCF_000633615.1
SAMEA3628564,GCF_000633615.1
SAMEA3628565,GCF_000633615.1
SAMEA3628566,GCF_000633615.1
SAMEA3628567,GCF_000633615.1
SAMEA3628568,GCF_000633615.1
SAMEA3628569,GCF_000633615.1
SAMEA3628570,GCF_000633615.1
SAMEA3628571,GCF_000633615.1
SAMEA3628572,GCF_000633615.1
SAMEA3628573,GCF_000633615.1
SAMEA3628574,GCF_000633615.1
SAMEA3628575,GCF_000633615.1
SAMEA3628576,GCF_000633615.1
SAMEA3638068,GCF_000633615.1
SAMEA3638069,GCF_000633615.1
SAMEA3638070,GCF_000633615.1
SAMEA3638071,GCF_000633615.1
SAMEA3638072,GCF_000633615.1
SAMEA3638073,GCF_000633615.1
SAMEA3638074,GCF_000633615.1
SAMEA3638075,GCF_000633615.1
SAMEA3638076,GCF_000633615.1
SAMEA3638077,GCF_000633615.1
SAMEA3638078,GCF_000633615.1
SAMEA3638079,GCF_000633615.1
SAMEA3638080,GCF_000633615.1
SAMEA3638081,GCF_000633615.1
SAMEA3638082,GCF_000633615.1
SAMEA3638084,GCF_000633615.1
SAMEA3638085,GCF_000633615.1
SAMEA3638086,GCF_000633615.1
SAMEA3644431,GCF_000633615.1
SAMEA3644432,GCF_000633615.1
SAMEA3644433,GCF_000633615.1
SAMEA3644435,GCF_000633615.1
SAMEA3644436,GCF_000633615.1
SAMEA3644437,GCF_000633615.1
SAMEA3644438,GCF_000633615.1
SAMEA3644439,GCF_000633615.1
SAMEA3644440,GCF_000633615.1
SAMEA3644441,GCF_000633615.1
SAMEA3644442,GCF_000633615.1
SAMEA3644443,GCF_000633615.1
SAMEA3644444,GCF_000633615.1
