BioSample,refGenome
SAMEA3644445,GCF_000633615.1
SAMEA3644447,GCF_000633615.1
SAMEA3644448,GCF_000633615.1
SAMEA3644449,GCF_000633615.1
SAMEA3644450,GCF_000633615.1
SAMEA3649937,GCF_000633615.1
SAMEA3649938,GCF_000633615.1
SAMEA3649939,GCF_000633615.1
SAMEA3649940,GCF_000633615.1
SAMEA3649941,GCF_000633615.1
SAMEA3649942,GCF_000633615.1
SAMEA3649943,GCF_000633615.1
SAMEA3649944,GCF_000633615.1
SAMEA3649945,GCF_000633615.1
SAMEA3649946,GCF_000633615.1
SAMEA3649947,GCF_000633615.1
SAMEA3649948,GCF_000633615.1
SAMEA3649949,GCF_000633615.1
SAMEA3649950,GCF_000633615.1
SAMEA3649951,GCF_000633615.1
SAMEA3649952,GCF_000633615.1
SAMEA3649953,GCF_000633615.1
SAMEA3649954,GCF_000633615.1
SAMEA3649955,GCF_000633615.1
SAMEA3649956,GCF_000633615.1
SAMEA3649957,GCF_000633615.1
SAMEA3649959,GCF_000633615.1
SAMEA3649960,GCF_000633615.1
SAMEA3649961,GCF_000633615.1
SAMEA3649962,GCF_000633615.1
SAMEA3649963,GCF_000633615.1
SAMEA3649964,GCF_000633615.1
SAMEA3649965,GCF_000633615.1
SAMEA3649967,GCF_000633615.1
SAMEA3649968,GCF_000633615.1
SAMEA3649969,GCF_000633615.1
SAMEA3649970,GCF_000633615.1
SAMEA3649971,GCF_000633615.1
SAMEA3649972,GCF_000633615.1
SAMEA3649973,GCF_000633615.1
SAMEA3644434,GCF_000633615.1
SAMEA3644446,GCF_000633615.1
SAMEA3649958,GCF_000633615.1
SAMEA3539950,GCF_000633615.1
SAMEA3649966,GCF_000633615.1
SAMEA3638083,GCF_000633615.1
SAMEA3539957,GCF_000633615.1
SAMEA104219275,GCF_000633615.1
SAMEA104219276,GCF_000633615.1
SAMEA104219277,GCF_000633615.1
SAMEA104219278,GCF_000633615.1
SAMEA104219279,GCF_000633615.1
SAMEA104219280,GCF_000633615.1
SAMEA104219281,GCF_000633615.1
SAMEA104219282,GCF_000633615.1
SAMEA104219283,GCF_000633615.1
SAMEA104219284,GCF_000633615.1
SAMEA104219285,GCF_000633615.1
SAMEA104219286,GCF_000633615.1
SAMEA104219287,GCF_000633615.1
SAMEA104219288,GCF_000633615.1
SAMEA104219289,GCF_000633615.1
SAMEA104219290,GCF_000633615.1
SAMEA6504475,GCF_000633615.1
SAMEA6504476,GCF_000633615.1
SAMEA6504477,GCF_000633615.1
SAMEA6504478,GCF_000633615.1
SAMEA6504479,GCF_000633615.1
SAMEA6504480,GCF_000633615.1
SAMEA6504482,GCF_000633615.1
SAMEA6504483,GCF_000633615.1
SAMEA6504484,GCF_000633615.1
SAMEA6504485,GCF_000633615.1
SAMEA6504481,GCF_000633615.1
SAMEA6504486,GCF_000633615.1
SAMEA7230561,GCF_000633615.1
SAMEA7230498,GCF_000633615.1
SAMEA7230534,GCF_000633615.1
SAMEA7230449,GCF_000633615.1
SAMEA7230458,GCF_000633615.1
SAMEA7230495,GCF_000633615.1
SAMEA7230529,GCF_000633615.1
SAMEA7230476,GCF_000633615.1
SAMEA7230478,GCF_000633615.1
SAMEA7230508,GCF_000633615.1
SAMEA7230552,GCF_000633615.1
SAMEA7230451,GCF_000633615.1
SAMEA7230452,GCF_000633615.1
SAMEA7230481,GCF_000633615.1
SAMEA7230494,GCF_000633615.1
SAMEA7230510,GCF_000633615.1
SAMEA7230512,GCF_000633615.1
SAMEA7230550,GCF_000633615.1
SAMEA7230553,GCF_000633615.1
SAMEA7230450,GCF_000633615.1
SAMEA7230457,GCF_000633615.1
SAMEA7230461,GCF_000633615.1
SAMEA7230454,GCF_000633615.1
SAMEA7230469,GCF_000633615.1
SAMEA7230470,GCF_000633615.1
SAMEA7230471,GCF_000633615.1
SAMEA7230474,GCF_000633615.1
SAMEA7230475,GCF_000633615.1
SAMEA7230477,GCF_000633615.1
SAMEA7230479,GCF_000633615.1
SAMEA7230472,GCF_000633615.1
SAMEA7230473,GCF_000633615.1
SAMEA7230509,GCF_000633615.1
SAMEA7230513,GCF_000633615.1
SAMEA7230490,GCF_000633615.1
SAMEA7230491,GCF_000633615.1
SAMEA7230489,GCF_000633615.1
SAMEA7230496,GCF_000633615.1
SAMEA7230497,GCF_000633615.1
SAMEA7230500,GCF_000633615.1
SAMEA7230492,GCF_000633615.1
SAMEA7230516,GCF_000633615.1
SAMEA7230517,GCF_000633615.1
SAMEA7230518,GCF_000633615.1
SAMEA7230514,GCF_000633615.1
SAMEA7230515,GCF_000633615.1
SAMEA7230530,GCF_000633615.1
SAMEA7230537,GCF_000633615.1
SAMEA7230531,GCF_000633615.1
SAMEA7230548,GCF_000633615.1
SAMEA7230549,GCF_000633615.1
SAMEA7230555,GCF_000633615.1
SAMEA7230560,GCF_000633615.1
SAMEA7230535,GCF_000633615.1
SAMEA7230536,GCF_000633615.1
SAMEA7230539,GCF_000633615.1
SAMEA7230532,GCF_000633615.1
SAMEA7230459,GCF_000633615.1
SAMEA7230460,GCF_000633615.1
SAMEA7230453,GCF_000633615.1
SAMEA7230455,GCF_000633615.1
SAMEA7230456,GCF_000633615.1
SAMEA7230480,GCF_000633615.1
SAMEA7230519,GCF_000633615.1
SAMEA7230511,GCF_000633615.1
SAMEA7230499,GCF_000633615.1
SAMEA7230493,GCF_000633615.1
SAMEA7230520,GCF_000633615.1
SAMEA7230528,GCF_000633615.1
SAMEA7230538,GCF_000633615.1
SAMEA7230540,GCF_000633615.1
SAMEA7230533,GCF_000633615.1
SAMEA7230554,GCF_000633615.1
SAMEA7230556,GCF_000633615.1
SAMEA7230557,GCF_000633615.1
SAMEA7230558,GCF_000633615.1
SAMEA7230559,GCF_000633615.1
SAMEA7230551,GCF_000633615.1
SAMEA7230442,GCF_000633615.1
SAMEA7230444,GCF_000633615.1
SAMEA7230445,GCF_000633615.1
SAMEA7230447,GCF_000633615.1
SAMEA7230448,GCF_000633615.1
SAMEA7230482,GCF_000633615.1
SAMEA7230483,GCF_000633615.1
SAMEA7230504,GCF_000633615.1
SAMEA7230505,GCF_000633615.1
SAMEA7230501,GCF_000633615.1
SAMEA7230503,GCF_000633615.1
SAMEA7230446,GCF_000633615.1
SAMEA7230443,GCF_000633615.1
SAMEA7230488,GCF_000633615.1
SAMEA7230522,GCF_000633615.1
SAMEA7230524,GCF_000633615.1
SAMEA7230525,GCF_000633615.1
SAMEA7230526,GCF_000633615.1
SAMEA7230527,GCF_000633615.1
SAMEA7230521,GCF_000633615.1
SAMEA7230545,GCF_000633615.1
SAMEA7230547,GCF_000633615.1
SAMEA7230541,GCF_000633615.1
SAMEA7230542,GCF_000633615.1
SAMEA7230465,GCF_000633615.1
SAMEA7230466,GCF_000633615.1
SAMEA7230467,GCF_000633615.1
SAMEA7230468,GCF_000633615.1
SAMEA7230462,GCF_000633615.1
SAMEA7230463,GCF_000633615.1
SAMEA7230464,GCF_000633615.1
SAMEA7230486,GCF_000633615.1
SAMEA7230487,GCF_000633615.1
SAMEA7230484,GCF_000633615.1
SAMEA7230543,GCF_000633615.1
SAMEA7230546,GCF_000633615.1
SAMEA7230506,GCF_000633615.1
SAMEA7230544,GCF_000633615.1
SAMEA7230523,GCF_000633615.1
SAMEA7230485,GCF_000633615.1
SAMEA7230507,GCF_000633615.1
SAMEA7230502,GCF_000633615.1
SAMN06036149,GCF_000633615.1
SAMN06036166,GCF_000633615.1
SAMN06036154,GCF_000633615.1
SAMN06036152,GCF_000633615.1
SAMN06036157,GCF_000633615.1
SAMN06036168,GCF_000633615.1
SAMN06036162,GCF_000633615.1
SAMN06036156,GCF_000633615.1
SAMN06036172,GCF_000633615.1
SAMN06036170,GCF_000633615.1
SAMN06036151,GCF_000633615.1
SAMN06036164,GCF_000633615.1
SAMN06036163,GCF_000633615.1
SAMN06036150,GCF_000633615.1
SAMN06036167,GCF_000633615.1
SAMN06036165,GCF_000633615.1
SAMN06036171,GCF_000633615.1
SAMN06036169,GCF_000633615.1
SAMN06036158,GCF_000633615.1
SAMN06036153,GCF_000633615.1
SAMN06036160,GCF_000633615.1
SAMN06036161,GCF_000633615.1
SAMN06036159,GCF_000633615.1
SAMN06036155,GCF_000633615.1
