BioSample,refGenome
SAMN14363375,GCF_001891065.1
SAMN14363373,GCF_001891065.1
SAMN14363371,GCF_001891065.1
SAMN14363369,GCF_001891065.1
SAMN14363368,GCF_001891065.1
SAMN14363366,GCF_001891065.1
SAMN14363364,GCF_001891065.1
SAMN14363374,GCF_001891065.1
SAMN14363372,GCF_001891065.1
SAMN14363370,GCF_001891065.1
SAMN14363367,GCF_001891065.1
SAMN14363365,GCF_001891065.1
SAMN14363363,GCF_001891065.1
