BioSample,refGenome
SAMN14363306,GCF_001891065.1
SAMN14363303,GCF_001891065.1
SAMN14363302,GCF_001891065.1
SAMN14363300,GCF_001891065.1
SAMN14363295,GCF_001891065.1
SAMN14363293,GCF_001891065.1
SAMN14363291,GCF_001891065.1
SAMN14363290,GCF_001891065.1
SAMN14363305,GCF_001891065.1
SAMN14363304,GCF_001891065.1
SAMN14363299,GCF_001891065.1
SAMN14363298,GCF_001891065.1
SAMN14363297,GCF_001891065.1
SAMN14363294,GCF_001891065.1
SAMN14363292,GCF_001891065.1
SAMN14363289,GCF_001891065.1
SAMN14363288,GCF_001891065.1
SAMN14363287,GCF_001891065.1
SAMN14363296,GCF_001891065.1
SAMN14363301,GCF_001891065.1
