BioSample,refGenome
SAMN15398036,GCF_900700415.1
SAMN15398035,GCF_900700415.1
SAMN15398035,GCF_900700415.1
SAMN15398035,GCF_900700415.1
SAMN15398034,GCF_900700415.1
SAMN15398034,GCF_900700415.1
SAMN15398033,GCF_900700415.1
SAMN15398038,GCF_900700415.1
SAMN15398038,GCF_900700415.1
SAMN15398038,GCF_900700415.1
SAMN15398037,GCF_900700415.1
SAMN15398037,GCF_900700415.1
SAMN15398037,GCF_900700415.1
SAMN15398036,GCF_900700415.1
SAMN15398036,GCF_900700415.1
SAMN15398033,GCF_900700415.1
SAMN15398033,GCF_900700415.1
SAMN15398034,GCF_900700415.1
SAMN05589107,GCF_900700415.1
SAMN05589105,GCF_900700415.1
SAMN05589104,GCF_900700415.1
SAMN05589103,GCF_900700415.1
SAMN05589102,GCF_900700415.1
SAMN05589106,GCF_900700415.1
