BioSample,lat,long,refGenome
SAMEA4785141,36.5828857421875,14.640608787536621,GCA_001700915.1
SAMEA4785142,36.5828857421875,14.640608787536621,GCA_001700915.1
SAMEA4785143,37.81914138793945,15.270000457763672,GCA_001700915.1
SAMEA4785144,36.5828857421875,14.640608787536621,GCA_001700915.1
SAMEA4785146,36.5828857421875,14.640608787536621,GCA_001700915.1
SAMEA4785149,41.978973388671875,9.339056015014648,GCA_001700915.1
SAMEA4785145,36.5828857421875,14.640608787536621,GCA_001700915.1
SAMEA4785147,36.5828857421875,14.640608787536621,GCA_001700915.1
SAMEA4785148,36.5828857421875,14.640608787536621,GCA_001700915.1
SAMN06619722,37.81914138793945,15.270000457763672,GCA_001700915.1
