BioSample,refGenome
SAMN14363178,GCF_001891065.1
SAMN14363177,GCF_001891065.1
SAMN14363175,GCF_001891065.1
SAMN14363174,GCF_001891065.1
SAMN14363172,GCF_001891065.1
SAMN14363170,GCF_001891065.1
SAMN14363189,GCF_001891065.1
SAMN14363188,GCF_001891065.1
SAMN14363187,GCF_001891065.1
SAMN14363185,GCF_001891065.1
SAMN14363184,GCF_001891065.1
SAMN14363176,GCF_001891065.1
SAMN14363173,GCF_001891065.1
SAMN14363171,GCF_001891065.1
SAMN14363169,GCF_001891065.1
SAMN14363186,GCF_001891065.1
SAMN14363183,GCF_001891065.1
SAMN14363181,GCF_001891065.1
SAMN14363179,GCF_001891065.1
SAMN14363180,GCF_001891065.1
SAMN14363182,GCF_001891065.1
