BioSample,refGenome
SAMN10928543,GCA_004026145.2
SAMN10928542,GCA_004026145.2
SAMN10928541,GCA_004026145.2
SAMN10928540,GCA_004026145.2
SAMN10928547,GCA_004026145.2
SAMN10928546,GCA_004026145.2
SAMN10928544,GCA_004026145.2
SAMN10928545,GCA_004026145.2
