BioSample,refGenome
SAMN04432132,GCF_000687185.1
SAMN04432133,GCF_000687185.1
SAMN04432134,GCF_000687185.1
SAMN04432136,GCF_000687185.1
SAMN04432135,GCF_000687185.1
