BioSample,refGenome
SAMN14363118,GCF_001891065.1
SAMN14363114,GCF_001891065.1
SAMN14363113,GCF_001891065.1
SAMN14363132,GCF_001891065.1
SAMN14363131,GCF_001891065.1
SAMN14363129,GCF_001891065.1
SAMN14363127,GCF_001891065.1
SAMN14363125,GCF_001891065.1
SAMN14363123,GCF_001891065.1
SAMN14363122,GCF_001891065.1
SAMN14363120,GCF_001891065.1
SAMN14363119,GCF_001891065.1
SAMN14363117,GCF_001891065.1
SAMN14363115,GCF_001891065.1
SAMN14363130,GCF_001891065.1
SAMN14363128,GCF_001891065.1
SAMN14363126,GCF_001891065.1
SAMN14363124,GCF_001891065.1
SAMN14363121,GCF_001891065.1
SAMN14363116,GCF_001891065.1
