BioSample,refGenome
SAMN16492482,GCF_013347855.1
SAMN16492486,GCF_013347855.1
SAMN16492474,GCF_013347855.1
SAMN16492472,GCF_013347855.1
SAMN16492468,GCF_013347855.1
SAMN16492475,GCF_013347855.1
SAMN16492458,GCF_013347855.1
SAMN16492456,GCF_013347855.1
SAMN16492501,GCF_013347855.1
SAMN16492490,GCF_013347855.1
SAMN16492487,GCF_013347855.1
SAMN16492473,GCF_013347855.1
SAMN16492460,GCF_013347855.1
SAMN16492484,GCF_013347855.1
SAMN16492469,GCF_013347855.1
SAMN16492500,GCF_013347855.1
SAMN16492494,GCF_013347855.1
SAMN16492491,GCF_013347855.1
SAMN16492497,GCF_013347855.1
SAMN16492483,GCF_013347855.1
SAMN16492476,GCF_013347855.1
SAMN16492455,GCF_013347855.1
SAMN16492489,GCF_013347855.1
SAMN16492485,GCF_013347855.1
SAMN16492479,GCF_013347855.1
SAMN16492471,GCF_013347855.1
SAMN16492463,GCF_013347855.1
SAMN16492459,GCF_013347855.1
SAMN16492454,GCF_013347855.1
SAMN16492464,GCF_013347855.1
SAMN16492502,GCF_013347855.1
SAMN16492495,GCF_013347855.1
SAMN16492492,GCF_013347855.1
SAMN16492481,GCF_013347855.1
SAMN16492477,GCF_013347855.1
SAMN16492467,GCF_013347855.1
SAMN16492465,GCF_013347855.1
SAMN16492457,GCF_013347855.1
SAMN16492470,GCF_013347855.1
SAMN16492498,GCF_013347855.1
SAMN16492493,GCF_013347855.1
SAMN16492480,GCF_013347855.1
SAMN16492466,GCF_013347855.1
SAMN16492461,GCF_013347855.1
SAMN16492499,GCF_013347855.1
SAMN16492496,GCF_013347855.1
SAMN16492488,GCF_013347855.1
SAMN16492478,GCF_013347855.1
SAMN16492462,GCF_013347855.1
