BioSample,refGenome
SAMN09469396,GCF_902500615.1
SAMN09469395,GCF_902500615.1
SAMN09469380,GCF_902500615.1
SAMN09469387,GCF_902500615.1
SAMN09469382,GCF_902500615.1
SAMN09469381,GCF_902500615.1
SAMN09469384,GCF_902500615.1
SAMN09469383,GCF_902500615.1
SAMN09469394,GCF_902500615.1
SAMN09469385,GCF_902500615.1
SAMN09469393,GCF_902500615.1
SAMN09469392,GCF_902500615.1
SAMN09469390,GCF_902500615.1
SAMN09469391,GCF_902500615.1
SAMN09469386,GCF_902500615.1
SAMN09469388,GCF_902500615.1
SAMN09469397,GCF_902500615.1
SAMN09469398,GCF_902500615.1
SAMN09469399,GCF_902500615.1
SAMN09469378,GCF_902500615.1
SAMN09469379,GCF_902500615.1
SAMN09469389,GCF_902500615.1
