BioSample,refGenome
SAMEA6815782,GCA_013435755.1
SAMEA6815816,GCA_013435755.1
SAMEA6815915,GCA_013435755.1
SAMEA6815682,GCA_013435755.1
SAMEA6815684,GCA_013435755.1
SAMEA6815685,GCA_013435755.1
SAMEA6815686,GCA_013435755.1
SAMEA6815695,GCA_013435755.1
SAMEA6815696,GCA_013435755.1
SAMEA6815699,GCA_013435755.1
SAMEA6815711,GCA_013435755.1
SAMEA6815730,GCA_013435755.1
SAMEA6815775,GCA_013435755.1
SAMEA6815776,GCA_013435755.1
SAMEA6815777,GCA_013435755.1
SAMEA6815778,GCA_013435755.1
SAMEA6815779,GCA_013435755.1
SAMEA6815780,GCA_013435755.1
SAMEA6815781,GCA_013435755.1
SAMEA6815783,GCA_013435755.1
SAMEA6815785,GCA_013435755.1
SAMEA6815786,GCA_013435755.1
SAMEA6815787,GCA_013435755.1
SAMEA6815788,GCA_013435755.1
SAMEA6815789,GCA_013435755.1
SAMEA6815790,GCA_013435755.1
SAMEA6815791,GCA_013435755.1
SAMEA6815792,GCA_013435755.1
SAMEA6815793,GCA_013435755.1
SAMEA6815814,GCA_013435755.1
SAMEA6815815,GCA_013435755.1
SAMEA6815817,GCA_013435755.1
SAMEA6815818,GCA_013435755.1
SAMEA6815819,GCA_013435755.1
SAMEA6815820,GCA_013435755.1
SAMEA6815821,GCA_013435755.1
SAMEA6815822,GCA_013435755.1
SAMEA6815823,GCA_013435755.1
SAMEA6815824,GCA_013435755.1
SAMEA6815825,GCA_013435755.1
SAMEA6815826,GCA_013435755.1
SAMEA6815827,GCA_013435755.1
SAMEA6815828,GCA_013435755.1
SAMEA6815829,GCA_013435755.1
SAMEA6815830,GCA_013435755.1
SAMEA6815831,GCA_013435755.1
SAMEA6815832,GCA_013435755.1
SAMEA6815833,GCA_013435755.1
SAMEA6815834,GCA_013435755.1
SAMEA6815835,GCA_013435755.1
SAMEA6815836,GCA_013435755.1
SAMEA6815837,GCA_013435755.1
SAMEA6815838,GCA_013435755.1
SAMEA6815839,GCA_013435755.1
SAMEA6815840,GCA_013435755.1
SAMEA6815841,GCA_013435755.1
SAMEA6815843,GCA_013435755.1
SAMEA6815844,GCA_013435755.1
SAMEA6815845,GCA_013435755.1
SAMEA6815846,GCA_013435755.1
SAMEA6815847,GCA_013435755.1
SAMEA6815848,GCA_013435755.1
SAMEA6815849,GCA_013435755.1
SAMEA6815850,GCA_013435755.1
SAMEA6815851,GCA_013435755.1
SAMEA6815852,GCA_013435755.1
SAMEA6815853,GCA_013435755.1
SAMEA6815904,GCA_013435755.1
SAMEA6815905,GCA_013435755.1
SAMEA6815906,GCA_013435755.1
SAMEA6815908,GCA_013435755.1
SAMEA6815909,GCA_013435755.1
SAMEA6815910,GCA_013435755.1
SAMEA6815911,GCA_013435755.1
SAMEA6815912,GCA_013435755.1
SAMEA6815913,GCA_013435755.1
SAMEA6815914,GCA_013435755.1
SAMEA6815916,GCA_013435755.1
SAMEA6815918,GCA_013435755.1
SAMEA6815920,GCA_013435755.1
SAMEA6815921,GCA_013435755.1
SAMEA6815922,GCA_013435755.1
SAMEA6815923,GCA_013435755.1
SAMEA6815924,GCA_013435755.1
SAMEA6815925,GCA_013435755.1
SAMEA6815926,GCA_013435755.1
SAMEA6815927,GCA_013435755.1
SAMEA6815928,GCA_013435755.1
SAMEA6815929,GCA_013435755.1
SAMEA6815930,GCA_013435755.1
SAMEA6815931,GCA_013435755.1
SAMEA6815932,GCA_013435755.1
SAMEA6815934,GCA_013435755.1
SAMEA6815935,GCA_013435755.1
SAMEA6815936,GCA_013435755.1
SAMEA6815937,GCA_013435755.1
SAMEA6815938,GCA_013435755.1
SAMEA6815939,GCA_013435755.1
SAMEA6815940,GCA_013435755.1
SAMEA6815941,GCA_013435755.1
SAMEA6815942,GCA_013435755.1
SAMEA6815943,GCA_013435755.1
SAMEA6815992,GCA_013435755.1
SAMEA6815993,GCA_013435755.1
SAMEA6815994,GCA_013435755.1
SAMEA6815995,GCA_013435755.1
SAMEA6815996,GCA_013435755.1
SAMEA6815997,GCA_013435755.1
SAMEA6815998,GCA_013435755.1
SAMEA6815999,GCA_013435755.1
SAMEA6816000,GCA_013435755.1
SAMEA6816001,GCA_013435755.1
SAMEA6816002,GCA_013435755.1
SAMEA6816003,GCA_013435755.1
SAMEA6816004,GCA_013435755.1
SAMEA6816006,GCA_013435755.1
SAMEA6816007,GCA_013435755.1
SAMEA6816008,GCA_013435755.1
SAMEA6816009,GCA_013435755.1
SAMEA6816010,GCA_013435755.1
SAMEA6816011,GCA_013435755.1
SAMEA6816035,GCA_013435755.1
SAMEA6816037,GCA_013435755.1
SAMEA6816056,GCA_013435755.1
SAMEA6816071,GCA_013435755.1
SAMEA6816075,GCA_013435755.1
SAMEA6816079,GCA_013435755.1
SAMEA6816082,GCA_013435755.1
SAMEA6816083,GCA_013435755.1
SAMEA6816084,GCA_013435755.1
SAMEA6816086,GCA_013435755.1
SAMEA6816088,GCA_013435755.1
SAMEA6816089,GCA_013435755.1
SAMEA6815842,GCA_013435755.1
SAMEA6815774,GCA_013435755.1
SAMEA6815933,GCA_013435755.1
SAMEA6816081,GCA_013435755.1
SAMEA6816080,GCA_013435755.1
SAMEA6815919,GCA_013435755.1
SAMEA6816005,GCA_013435755.1
SAMEA6815907,GCA_013435755.1
SAMEA6815784,GCA_013435755.1
SAMEA6815917,GCA_013435755.1
