BioSample,refGenome
SAMN14363112,GCF_001891065.1
SAMN14363107,GCF_001891065.1
SAMN14363106,GCF_001891065.1
SAMN14363111,GCF_001891065.1
SAMN14363109,GCF_001891065.1
SAMN14363104,GCF_001891065.1
SAMN14363098,GCF_001891065.1
SAMN14363096,GCF_001891065.1
SAMN14363101,GCF_001891065.1
SAMN14363100,GCF_001891065.1
SAMN14363108,GCF_001891065.1
SAMN14363105,GCF_001891065.1
SAMN14363103,GCF_001891065.1
SAMN14363097,GCF_001891065.1
SAMN14363102,GCF_001891065.1
SAMN14363099,GCF_001891065.1
SAMN14363110,GCF_001891065.1
SAMN14363095,GCF_001891065.1
