BioSample,refGenome
SAMN14785124,GCF_000972845.2
SAMN14785196,GCF_000972845.2
SAMN14785195,GCF_000972845.2
SAMN14785194,GCF_000972845.2
SAMN14785193,GCF_000972845.2
SAMN14785192,GCF_000972845.2
SAMN14785190,GCF_000972845.2
SAMN14785189,GCF_000972845.2
SAMN14785188,GCF_000972845.2
SAMN14785187,GCF_000972845.2
SAMN14785185,GCF_000972845.2
SAMN14785122,GCF_000972845.2
SAMN14785184,GCF_000972845.2
SAMN14785183,GCF_000972845.2
SAMN14785182,GCF_000972845.2
SAMN14785181,GCF_000972845.2
SAMN14785180,GCF_000972845.2
SAMN14785179,GCF_000972845.2
SAMN14785178,GCF_000972845.2
SAMN14785177,GCF_000972845.2
SAMN14785176,GCF_000972845.2
SAMN14785175,GCF_000972845.2
SAMN14785121,GCF_000972845.2
SAMN14785173,GCF_000972845.2
SAMN14785172,GCF_000972845.2
SAMN14785171,GCF_000972845.2
SAMN14785168,GCF_000972845.2
SAMN14785166,GCF_000972845.2
SAMN14785165,GCF_000972845.2
SAMN14785164,GCF_000972845.2
SAMN14785163,GCF_000972845.2
SAMN14785162,GCF_000972845.2
SAMN14785160,GCF_000972845.2
SAMN14785159,GCF_000972845.2
SAMN14785157,GCF_000972845.2
SAMN14785156,GCF_000972845.2
SAMN14785155,GCF_000972845.2
SAMN14785119,GCF_000972845.2
SAMN14785154,GCF_000972845.2
SAMN14785153,GCF_000972845.2
SAMN14785152,GCF_000972845.2
SAMN14785151,GCF_000972845.2
SAMN14785150,GCF_000972845.2
SAMN14785149,GCF_000972845.2
SAMN14785148,GCF_000972845.2
SAMN14785146,GCF_000972845.2
SAMN14785118,GCF_000972845.2
SAMN14785144,GCF_000972845.2
SAMN14785143,GCF_000972845.2
SAMN14785142,GCF_000972845.2
SAMN14785140,GCF_000972845.2
SAMN14785139,GCF_000972845.2
SAMN14785138,GCF_000972845.2
SAMN14785137,GCF_000972845.2
SAMN14785136,GCF_000972845.2
SAMN14785135,GCF_000972845.2
SAMN14785117,GCF_000972845.2
SAMN14785134,GCF_000972845.2
SAMN14785133,GCF_000972845.2
SAMN14785132,GCF_000972845.2
SAMN14785131,GCF_000972845.2
SAMN14785129,GCF_000972845.2
SAMN14785128,GCF_000972845.2
SAMN14785125,GCF_000972845.2
SAMN14785116,GCF_000972845.2
SAMN14785115,GCF_000972845.2
SAMN14785127,GCF_000972845.2
SAMN14785158,GCF_000972845.2
SAMN14785147,GCF_000972845.2
SAMN14785167,GCF_000972845.2
SAMN14785126,GCF_000972845.2
SAMN14785170,GCF_000972845.2
SAMN14785161,GCF_000972845.2
SAMN14785191,GCF_000972845.2
SAMN14785169,GCF_000972845.2
SAMN14785174,GCF_000972845.2
SAMN14785186,GCF_000972845.2
SAMN14785145,GCF_000972845.2
SAMN14785141,GCF_000972845.2
SAMN14785120,GCF_000972845.2
SAMN14785123,GCF_000972845.2
SAMN14785130,GCF_000972845.2
