BioProject,BioSample,Organism,sex,Submitter_Id,Population,refGenome,refSpecies
PRJNA260715,SAMN03734669,Gymnocorymbus_ternetzi,unknown,White Long Fin,White,GCF_000372685.2,Astyanax_mexicanus
