BioSample,refGenome
SAMN14363436,GCF_001891065.1
SAMN14363431,GCF_001891065.1
SAMN14363430,GCF_001891065.1
SAMN14363427,GCF_001891065.1
SAMN14363425,GCF_001891065.1
SAMN14363423,GCF_001891065.1
SAMN14363422,GCF_001891065.1
SAMN14363420,GCF_001891065.1
SAMN14363418,GCF_001891065.1
SAMN14363435,GCF_001891065.1
SAMN14363432,GCF_001891065.1
SAMN14363429,GCF_001891065.1
SAMN14363428,GCF_001891065.1
SAMN14363424,GCF_001891065.1
SAMN14363421,GCF_001891065.1
SAMN14363419,GCF_001891065.1
SAMN14363417,GCF_001891065.1
SAMN14363416,GCF_001891065.1
SAMN14363426,GCF_001891065.1
SAMN14363434,GCF_001891065.1
SAMN14363433,GCF_001891065.1
