BioSample,refGenome
SAMEA104152058,GCA_016584745.1
SAMEA104152947,GCA_016584745.1
SAMEA104152948,GCA_016584745.1
SAMEA104152949,GCA_016584745.1
SAMEA104152950,GCA_016584745.1
SAMEA104152951,GCA_016584745.1
SAMEA104152952,GCA_016584745.1
SAMEA104152953,GCA_016584745.1
SAMEA104152954,GCA_016584745.1
SAMEA104152955,GCA_016584745.1
SAMEA104152957,GCA_016584745.1
SAMEA104152958,GCA_016584745.1
SAMEA104152959,GCA_016584745.1
SAMEA104152960,GCA_016584745.1
SAMEA104157447,GCA_016584745.1
SAMEA104157448,GCA_016584745.1
SAMEA104157449,GCA_016584745.1
SAMEA104157450,GCA_016584745.1
SAMEA104157451,GCA_016584745.1
SAMEA104157452,GCA_016584745.1
SAMEA104157453,GCA_016584745.1
SAMEA104157454,GCA_016584745.1
SAMEA104157455,GCA_016584745.1
SAMEA104157456,GCA_016584745.1
