BioProject,BioSample,Organism,sex,Submitter_Id,Lake,Sampling_Year,refGenome,refSpecies
PRJEB38173,SAMEA6815653,Amphilophus_astorquii,missing,Apo_cl2_d_ben_01074,CL Apoyo,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815654,Amphilophus_astorquii,missing,Apo_cl2_d_ben_01076,CL Apoyo,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815655,Amphilophus_astorquii,missing,Apo_cl2_d_ben_01100,CL Apoyo,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815657,Amphilophus_astorquii,missing,Apo_cl2_d_ben_01102,CL Apoyo,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815658,Amphilophus_astorquii,missing,Apo_cl2_d_ben_01103,CL Apoyo,2007,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815659,Amphilophus_astorquii,missing,Apo_cl2_d_ben_03979,CL Apoyo,2003,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815660,Amphilophus_astorquii,missing,Apo_cl2_d_ben_07674,CL Apoyo,2014,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815661,Amphilophus_astorquii,missing,Apo_cl2_d_ben_07682,CL Apoyo,2014,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815662,Amphilophus_astorquii,missing,Apo_cl2_d_ben_07683,CL Apoyo,2014,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815663,Amphilophus_astorquii,missing,Apo_cl2_d_ben_12407,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815664,Amphilophus_astorquii,missing,Apo_cl2_d_ben_12451,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815665,Amphilophus_astorquii,missing,Apo_cl2_d_ben_12494,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815666,Amphilophus_astorquii,missing,Apo_cl2_d_ben_12521,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815667,Amphilophus_astorquii,missing,Apo_cl2_d_ben_13695,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815669,Amphilophus_astorquii,missing,Apo_cl2_d_ben_13727,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815670,Amphilophus_astorquii,missing,Apo_cl2_d_ben_13732,CL Apoyo,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815671,Amphilophus_astorquii,missing,Apo_cl2_d_ben_18030,CL Apoyo,2014,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815672,Amphilophus_astorquii,missing,Apo_cl2_d_ben_18449,CL Apoyo,2014,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815674,Amphilophus_astorquii,missing,Apo_cl2_d_ben_19361,CL Apoyo,2015,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815675,Amphilophus_astorquii,missing,Apo_cl2_d_ben_19362,CL Apoyo,2015,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815676,Amphilophus_astorquii,missing,Apo_cl2_g_ben_18446,CL Apoyo,2014,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815673,Amphilophus_astorquii,missing,Apo_cl2_d_ben_19353,CL Apoyo,2015,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815656,Amphilophus_astorquii,missing,Apo_cl2_d_ben_01101,CL Apoyo,2007,GCA_013435755.1,Amphilophus_citrinellus
