BioSample,refGenome
SAMN04884558,GCA_016584745.1
SAMN04884559,GCA_016584745.1
SAMN04884560,GCA_016584745.1
SAMN04884643,GCA_016584745.1
SAMN04884644,GCA_016584745.1
SAMN04884645,GCA_016584745.1
SAMN04884561,GCA_016584745.1
SAMN04884562,GCA_016584745.1
SAMN04884563,GCA_016584745.1
