BioSample,refGenome
SAMEA1877404,GCF_900246225.1
SAMEA1877436,GCF_900246225.1
SAMEA1877511,GCF_900246225.1
SAMEA1877425,GCF_900246225.1
SAMEA1877494,GCF_900246225.1
SAMEA1877464,GCF_900246225.1
SAMEA2661333,GCF_900246225.1
SAMEA2661334,GCF_900246225.1
SAMEA2661335,GCF_900246225.1
SAMEA2661336,GCF_900246225.1
SAMEA2661337,GCF_900246225.1
SAMEA2661338,GCF_900246225.1
SAMEA2661339,GCF_900246225.1
SAMEA2661341,GCF_900246225.1
SAMEA2661342,GCF_900246225.1
SAMEA2661343,GCF_900246225.1
SAMEA2661344,GCF_900246225.1
SAMEA2661345,GCF_900246225.1
SAMEA2661346,GCF_900246225.1
SAMEA2661347,GCF_900246225.1
SAMEA2661349,GCF_900246225.1
SAMEA2661350,GCF_900246225.1
SAMEA2661351,GCF_900246225.1
SAMEA2661352,GCF_900246225.1
SAMEA2661353,GCF_900246225.1
SAMEA2661354,GCF_900246225.1
SAMEA2661355,GCF_900246225.1
SAMEA2661357,GCF_900246225.1
SAMEA2661358,GCF_900246225.1
SAMEA2661359,GCF_900246225.1
SAMEA2661362,GCF_900246225.1
SAMEA2661363,GCF_900246225.1
SAMEA2661365,GCF_900246225.1
SAMEA2661366,GCF_900246225.1
SAMEA2661367,GCF_900246225.1
SAMEA2661368,GCF_900246225.1
SAMEA2661369,GCF_900246225.1
SAMEA2661370,GCF_900246225.1
SAMEA1877400,GCF_900246225.1
SAMEA1877402,GCF_900246225.1
SAMEA1877407,GCF_900246225.1
SAMEA1877442,GCF_900246225.1
SAMEA1877447,GCF_900246225.1
SAMEA1877507,GCF_900246225.1
SAMEA2661297,GCF_900246225.1
SAMEA2661298,GCF_900246225.1
SAMEA2661299,GCF_900246225.1
SAMEA2661300,GCF_900246225.1
SAMEA2661301,GCF_900246225.1
SAMEA2661303,GCF_900246225.1
SAMEA2661304,GCF_900246225.1
SAMEA2661306,GCF_900246225.1
SAMEA2661307,GCF_900246225.1
SAMEA2661308,GCF_900246225.1
SAMEA2661309,GCF_900246225.1
SAMEA2661310,GCF_900246225.1
SAMEA2661313,GCF_900246225.1
SAMEA2661316,GCF_900246225.1
SAMEA2661318,GCF_900246225.1
SAMEA2661319,GCF_900246225.1
SAMEA2661320,GCF_900246225.1
SAMEA2661321,GCF_900246225.1
SAMEA2661322,GCF_900246225.1
SAMEA2661324,GCF_900246225.1
SAMEA2661325,GCF_900246225.1
SAMEA2661326,GCF_900246225.1
SAMEA2661327,GCF_900246225.1
SAMEA2661328,GCF_900246225.1
SAMEA2661330,GCF_900246225.1
SAMEA2661331,GCF_900246225.1
SAMEA2661371,GCF_900246225.1
SAMEA2661373,GCF_900246225.1
SAMEA2661374,GCF_900246225.1
SAMEA2661375,GCF_900246225.1
SAMEA2661376,GCF_900246225.1
SAMEA2661377,GCF_900246225.1
SAMEA2661378,GCF_900246225.1
SAMEA2661379,GCF_900246225.1
SAMEA2661380,GCF_900246225.1
SAMEA2661392,GCF_900246225.1
SAMEA2661393,GCF_900246225.1
SAMEA2661394,GCF_900246225.1
SAMEA2661395,GCF_900246225.1
SAMEA2661396,GCF_900246225.1
SAMEA2661397,GCF_900246225.1
SAMEA2661398,GCF_900246225.1
SAMEA2661399,GCF_900246225.1
SAMEA2661400,GCF_900246225.1
SAMEA2661402,GCF_900246225.1
SAMEA2661403,GCF_900246225.1
SAMEA2661404,GCF_900246225.1
SAMEA2661405,GCF_900246225.1
SAMEA2661406,GCF_900246225.1
SAMEA2661407,GCF_900246225.1
SAMEA2661408,GCF_900246225.1
SAMEA2661409,GCF_900246225.1
SAMEA2661410,GCF_900246225.1
SAMEA2661411,GCF_900246225.1
SAMEA2661412,GCF_900246225.1
SAMEA2661413,GCF_900246225.1
SAMEA2661414,GCF_900246225.1
SAMEA2661415,GCF_900246225.1
SAMEA2661417,GCF_900246225.1
SAMEA2661418,GCF_900246225.1
SAMEA2661419,GCF_900246225.1
SAMEA2661420,GCF_900246225.1
SAMEA2661421,GCF_900246225.1
SAMEA2661422,GCF_900246225.1
SAMEA2661423,GCF_900246225.1
SAMEA2661424,GCF_900246225.1
SAMEA2661425,GCF_900246225.1
SAMEA2661426,GCF_900246225.1
SAMEA2661427,GCF_900246225.1
SAMEA2661428,GCF_900246225.1
SAMEA2661429,GCF_900246225.1
SAMEA2661430,GCF_900246225.1
SAMEA2661431,GCF_900246225.1
SAMEA2661432,GCF_900246225.1
SAMEA2661433,GCF_900246225.1
SAMEA2661434,GCF_900246225.1
SAMEA2661435,GCF_900246225.1
SAMEA2661436,GCF_900246225.1
SAMEA2661437,GCF_900246225.1
SAMEA2661438,GCF_900246225.1
SAMEA2661439,GCF_900246225.1
SAMEA2661440,GCF_900246225.1
SAMEA2661442,GCF_900246225.1
SAMEA2661443,GCF_900246225.1
SAMEA2661444,GCF_900246225.1
SAMEA2661445,GCF_900246225.1
SAMEA2661446,GCF_900246225.1
SAMEA2661249,GCF_900246225.1
SAMEA2661302,GCF_900246225.1
SAMEA2661332,GCF_900246225.1
SAMEA2661340,GCF_900246225.1
SAMEA2661348,GCF_900246225.1
SAMEA2661441,GCF_900246225.1
SAMEA2661447,GCF_900246225.1
SAMEA2661448,GCF_900246225.1
SAMEA2661449,GCF_900246225.1
SAMEA2661450,GCF_900246225.1
SAMEA2661451,GCF_900246225.1
SAMEA2661311,GCF_900246225.1
SAMEA2661364,GCF_900246225.1
SAMEA2661372,GCF_900246225.1
SAMEA2661401,GCF_900246225.1
SAMEA2661416,GCF_900246225.1
SAMEA2661323,GCF_900246225.1
SAMEA2661356,GCF_900246225.1
SAMEA2661361,GCF_900246225.1
SAMEA2661360,GCF_900246225.1
