BioSample,refGenome
SAMN17255110,GCF_000337955.1
SAMN17118395,GCF_000337955.1
SAMN17118869,GCF_000337955.1
SAMN17150318,GCF_000337955.1
SAMN17150848,GCF_000337955.1
SAMN17132314,GCF_000337955.1
SAMN17132232,GCF_000337955.1
SAMN17132259,GCF_000337955.1
SAMN17132315,GCF_000337955.1
SAMN17134049,GCF_000337955.1
SAMN17141464,GCF_000337955.1
SAMN17141518,GCF_000337955.1
SAMN17141580,GCF_000337955.1
SAMN17154545,GCF_000337955.1
SAMN17120643,GCF_000337955.1
SAMN17120864,GCF_000337955.1
SAMN17120865,GCF_000337955.1
SAMN17120983,GCF_000337955.1
SAMN17125934,GCF_000337955.1
SAMN17125939,GCF_000337955.1
SAMN17125933,GCF_000337955.1
SAMN17125937,GCF_000337955.1
SAMN17125936,GCF_000337955.1
SAMN17125938,GCF_000337955.1
SAMN17126931,GCF_000337955.1
SAMN17126933,GCF_000337955.1
SAMN17132248,GCF_000337955.1
SAMN17169283,GCF_000337955.1
SAMN17125946,GCF_000337955.1
SAMN17155198,GCF_000337955.1
SAMN17155199,GCF_000337955.1
SAMN17117209,GCF_000337955.1
SAMN17189680,GCF_000337955.1
SAMN17125935,GCF_000337955.1
SAMN17188551,GCF_000337955.1
