BioSample,refGenome
SAMN09786226,GCF_000239415.1
SAMN09786225,GCF_000239415.1
SAMN09786224,GCF_000239415.1
SAMN09786229,GCF_000239415.1
SAMN09786228,GCF_000239415.1
SAMN09786213,GCF_000239415.1
SAMN09786212,GCF_000239415.1
SAMN09786207,GCF_000239415.1
SAMN09786206,GCF_000239415.1
SAMN09786209,GCF_000239415.1
SAMN09786208,GCF_000239415.1
SAMN09786211,GCF_000239415.1
SAMN09786210,GCF_000239415.1
SAMN09786222,GCF_000239415.1
SAMN09786218,GCF_000239415.1
SAMN09786219,GCF_000239415.1
SAMN09786220,GCF_000239415.1
SAMN09786221,GCF_000239415.1
SAMN09786214,GCF_000239415.1
SAMN09786215,GCF_000239415.1
SAMN09786216,GCF_000239415.1
SAMN09786217,GCF_000239415.1
SAMN09786227,GCF_000239415.1
SAMN09786223,GCF_000239415.1
