BioSample,refGenome
SAMN02843222,GCF_000738735.5
SAMN02843223,GCF_000738735.5
SAMEA3334576,GCF_000738735.5
SAMEA3334577,GCF_000738735.5
SAMEA3334578,GCF_000738735.5
SAMEA3334579,GCF_000738735.5
SAMEA3334580,GCF_000738735.5
SAMEA3334581,GCF_000738735.5
SAMEA3334582,GCF_000738735.5
SAMEA3334583,GCF_000738735.5
SAMEA3334584,GCF_000738735.5
SAMEA3334585,GCF_000738735.5
