BioSample,refGenome
SAMN16492784,GCF_013347855.1
SAMN16492832,GCF_013347855.1
SAMN16492884,GCF_013347855.1
SAMN16492871,GCF_013347855.1
SAMN16492867,GCF_013347855.1
SAMN16492865,GCF_013347855.1
SAMN16492856,GCF_013347855.1
SAMN16492850,GCF_013347855.1
SAMN16492845,GCF_013347855.1
SAMN16492843,GCF_013347855.1
SAMN16492839,GCF_013347855.1
SAMN16492660,GCF_013347855.1
SAMN16492835,GCF_013347855.1
SAMN16492827,GCF_013347855.1
SAMN16492837,GCF_013347855.1
SAMN16492821,GCF_013347855.1
SAMN16492816,GCF_013347855.1
SAMN16492814,GCF_013347855.1
SAMN16492808,GCF_013347855.1
SAMN16492803,GCF_013347855.1
SAMN16492800,GCF_013347855.1
SAMN16492795,GCF_013347855.1
SAMN16492658,GCF_013347855.1
SAMN16492445,GCF_013347855.1
SAMN16492769,GCF_013347855.1
SAMN16492759,GCF_013347855.1
SAMN16492757,GCF_013347855.1
SAMN16492754,GCF_013347855.1
SAMN16492728,GCF_013347855.1
SAMN16492725,GCF_013347855.1
SAMN16492720,GCF_013347855.1
SAMN16492710,GCF_013347855.1
SAMN16492532,GCF_013347855.1
SAMN16492438,GCF_013347855.1
SAMN16492432,GCF_013347855.1
SAMN16492428,GCF_013347855.1
SAMN16492425,GCF_013347855.1
SAMN16492424,GCF_013347855.1
SAMN16492417,GCF_013347855.1
SAMN16492899,GCF_013347855.1
SAMN16492889,GCF_013347855.1
SAMN16492524,GCF_013347855.1
SAMN16492447,GCF_013347855.1
SAMN16492860,GCF_013347855.1
SAMN16492844,GCF_013347855.1
SAMN16492841,GCF_013347855.1
SAMN16492833,GCF_013347855.1
SAMN16492822,GCF_013347855.1
SAMN16492521,GCF_013347855.1
SAMN16492819,GCF_013347855.1
SAMN16492654,GCF_013347855.1
SAMN16492708,GCF_013347855.1
SAMN16492702,GCF_013347855.1
SAMN16492700,GCF_013347855.1
SAMN16492677,GCF_013347855.1
SAMN16492675,GCF_013347855.1
SAMN16492661,GCF_013347855.1
SAMN16492640,GCF_013347855.1
SAMN16492617,GCF_013347855.1
SAMN16492613,GCF_013347855.1
SAMN16492602,GCF_013347855.1
SAMN16492650,GCF_013347855.1
SAMN16492609,GCF_013347855.1
SAMN16492593,GCF_013347855.1
SAMN16492592,GCF_013347855.1
SAMN16492588,GCF_013347855.1
SAMN16492581,GCF_013347855.1
SAMN16492579,GCF_013347855.1
SAMN16492574,GCF_013347855.1
SAMN16492571,GCF_013347855.1
SAMN16492568,GCF_013347855.1
SAMN16492659,GCF_013347855.1
SAMN16492566,GCF_013347855.1
SAMN16492558,GCF_013347855.1
SAMN16492545,GCF_013347855.1
SAMN16492543,GCF_013347855.1
SAMN16492535,GCF_013347855.1
SAMN16492530,GCF_013347855.1
SAMN16492527,GCF_013347855.1
SAMN16492511,GCF_013347855.1
SAMN16492812,GCF_013347855.1
SAMN16492801,GCF_013347855.1
SAMN16492799,GCF_013347855.1
SAMN16492796,GCF_013347855.1
SAMN16492793,GCF_013347855.1
SAMN16492778,GCF_013347855.1
SAMN16492774,GCF_013347855.1
SAMN16492752,GCF_013347855.1
SAMN16492744,GCF_013347855.1
SAMN16492516,GCF_013347855.1
SAMN16492738,GCF_013347855.1
SAMN16492737,GCF_013347855.1
SAMN16492704,GCF_013347855.1
SAMN16492701,GCF_013347855.1
SAMN16492698,GCF_013347855.1
SAMN16492707,GCF_013347855.1
SAMN16492689,GCF_013347855.1
SAMN16492678,GCF_013347855.1
SAMN16492507,GCF_013347855.1
SAMN16492676,GCF_013347855.1
SAMN16492673,GCF_013347855.1
SAMN16492668,GCF_013347855.1
SAMN16492655,GCF_013347855.1
SAMN16492652,GCF_013347855.1
SAMN16492642,GCF_013347855.1
SAMN16492648,GCF_013347855.1
SAMN16492636,GCF_013347855.1
SAMN16492621,GCF_013347855.1
SAMN16492615,GCF_013347855.1
SAMN16492504,GCF_013347855.1
SAMN16492441,GCF_013347855.1
SAMN16492437,GCF_013347855.1
SAMN16492435,GCF_013347855.1
SAMN16492429,GCF_013347855.1
SAMN16492436,GCF_013347855.1
SAMN16492638,GCF_013347855.1
SAMN16492418,GCF_013347855.1
SAMN16492414,GCF_013347855.1
SAMN16492413,GCF_013347855.1
SAMN16492409,GCF_013347855.1
SAMN16492887,GCF_013347855.1
SAMN16492881,GCF_013347855.1
SAMN16492879,GCF_013347855.1
SAMN16492869,GCF_013347855.1
SAMN16492864,GCF_013347855.1
SAMN16492831,GCF_013347855.1
SAMN16492632,GCF_013347855.1
SAMN16492829,GCF_013347855.1
SAMN16492828,GCF_013347855.1
SAMN16492820,GCF_013347855.1
SAMN16492826,GCF_013347855.1
SAMN16492815,GCF_013347855.1
SAMN16492804,GCF_013347855.1
SAMN16492794,GCF_013347855.1
SAMN16492790,GCF_013347855.1
SAMN16492601,GCF_013347855.1
SAMN16492597,GCF_013347855.1
SAMN16492584,GCF_013347855.1
SAMN16492580,GCF_013347855.1
SAMN16492573,GCF_013347855.1
SAMN16492572,GCF_013347855.1
SAMN16492563,GCF_013347855.1
SAMN16492553,GCF_013347855.1
SAMN16492537,GCF_013347855.1
SAMN16492534,GCF_013347855.1
SAMN16492533,GCF_013347855.1
SAMN16492529,GCF_013347855.1
SAMN16492510,GCF_013347855.1
SAMN16492452,GCF_013347855.1
SAMN16492444,GCF_013347855.1
SAMN16492443,GCF_013347855.1
SAMN16492426,GCF_013347855.1
SAMN16492416,GCF_013347855.1
SAMN16492410,GCF_013347855.1
SAMN16492891,GCF_013347855.1
SAMN16492868,GCF_013347855.1
SAMN16492859,GCF_013347855.1
SAMN16492858,GCF_013347855.1
SAMN16492857,GCF_013347855.1
SAMN16492587,GCF_013347855.1
SAMN16492578,GCF_013347855.1
SAMN16492564,GCF_013347855.1
SAMN16492552,GCF_013347855.1
SAMN16492538,GCF_013347855.1
SAMN16492519,GCF_013347855.1
SAMN16492513,GCF_013347855.1
SAMN16492834,GCF_013347855.1
SAMN16492830,GCF_013347855.1
SAMN16492806,GCF_013347855.1
SAMN16492791,GCF_013347855.1
SAMN16492789,GCF_013347855.1
SAMN16492786,GCF_013347855.1
SAMN16492781,GCF_013347855.1
SAMN16492772,GCF_013347855.1
SAMN16492746,GCF_013347855.1
SAMN16492729,GCF_013347855.1
SAMN16492717,GCF_013347855.1
SAMN16492713,GCF_013347855.1
SAMN16492693,GCF_013347855.1
SAMN16492692,GCF_013347855.1
SAMN16492687,GCF_013347855.1
SAMN16492682,GCF_013347855.1
SAMN16492674,GCF_013347855.1
SAMN16492671,GCF_013347855.1
SAMN16492670,GCF_013347855.1
SAMN16492649,GCF_013347855.1
SAMN16492643,GCF_013347855.1
SAMN16492641,GCF_013347855.1
SAMN16492637,GCF_013347855.1
SAMN16492610,GCF_013347855.1
SAMN16492620,GCF_013347855.1
SAMN16492608,GCF_013347855.1
SAMN16492598,GCF_013347855.1
SAMN16492449,GCF_013347855.1
SAMN16492411,GCF_013347855.1
SAMN16492898,GCF_013347855.1
SAMN16492894,GCF_013347855.1
SAMN16492892,GCF_013347855.1
SAMN16492886,GCF_013347855.1
SAMN16492883,GCF_013347855.1
SAMN16492893,GCF_013347855.1
SAMN16492875,GCF_013347855.1
SAMN16492874,GCF_013347855.1
SAMN16492870,GCF_013347855.1
SAMN16492453,GCF_013347855.1
SAMN16492866,GCF_013347855.1
SAMN16492862,GCF_013347855.1
SAMN16492855,GCF_013347855.1
SAMN16492854,GCF_013347855.1
SAMN16492838,GCF_013347855.1
SAMN16492809,GCF_013347855.1
SAMN16492807,GCF_013347855.1
SAMN16492805,GCF_013347855.1
SAMN16492785,GCF_013347855.1
SAMN16492782,GCF_013347855.1
SAMN16492631,GCF_013347855.1
SAMN16492779,GCF_013347855.1
SAMN16492777,GCF_013347855.1
SAMN16492764,GCF_013347855.1
SAMN16492761,GCF_013347855.1
SAMN16492751,GCF_013347855.1
SAMN16492748,GCF_013347855.1
SAMN16492741,GCF_013347855.1
SAMN16492740,GCF_013347855.1
SAMN16492727,GCF_013347855.1
SAMN16492623,GCF_013347855.1
SAMN16492723,GCF_013347855.1
SAMN16492709,GCF_013347855.1
SAMN16492672,GCF_013347855.1
SAMN16492669,GCF_013347855.1
SAMN16492656,GCF_013347855.1
SAMN16492651,GCF_013347855.1
SAMN16492639,GCF_013347855.1
SAMN16492635,GCF_013347855.1
SAMN16492633,GCF_013347855.1
SAMN16492607,GCF_013347855.1
SAMN16492629,GCF_013347855.1
SAMN16492628,GCF_013347855.1
