BioSample,refGenome
SAMN14363362,GCF_001891065.1
SAMN14363360,GCF_001891065.1
SAMN14363357,GCF_001891065.1
SAMN14363353,GCF_001891065.1
SAMN14363351,GCF_001891065.1
SAMN14363350,GCF_001891065.1
SAMN14363346,GCF_001891065.1
SAMN14363344,GCF_001891065.1
SAMN14363359,GCF_001891065.1
SAMN14363358,GCF_001891065.1
SAMN14363356,GCF_001891065.1
SAMN14363355,GCF_001891065.1
SAMN14363354,GCF_001891065.1
SAMN14363349,GCF_001891065.1
SAMN14363348,GCF_001891065.1
SAMN14363347,GCF_001891065.1
SAMN14363345,GCF_001891065.1
SAMN14363361,GCF_001891065.1
SAMN14363352,GCF_001891065.1
