BioSample,refGenome
SAMN09469404,GCF_902500615.1
SAMN09469424,GCF_902500615.1
SAMN09469413,GCF_902500615.1
SAMN09469425,GCF_902500615.1
SAMN09469401,GCF_902500615.1
SAMN09469414,GCF_902500615.1
SAMN09469409,GCF_902500615.1
SAMN09469402,GCF_902500615.1
SAMN09469418,GCF_902500615.1
SAMN09469417,GCF_902500615.1
SAMN09469415,GCF_902500615.1
SAMN09469411,GCF_902500615.1
SAMN09469403,GCF_902500615.1
SAMN09469406,GCF_902500615.1
SAMN09469419,GCF_902500615.1
SAMN09469416,GCF_902500615.1
SAMN09469423,GCF_902500615.1
SAMN09469405,GCF_902500615.1
SAMN09469421,GCF_902500615.1
SAMN09469422,GCF_902500615.1
SAMN09469408,GCF_902500615.1
SAMN09469412,GCF_902500615.1
SAMN09469407,GCF_902500615.1
SAMN09469420,GCF_902500615.1
SAMN09469400,GCF_902500615.1
SAMN09469410,GCF_902500615.1
