BioSample,refGenome
SAMEA6815716,GCA_013435755.1
SAMEA6815718,GCA_013435755.1
SAMEA6815719,GCA_013435755.1
SAMEA6815720,GCA_013435755.1
SAMEA6815721,GCA_013435755.1
SAMEA6815722,GCA_013435755.1
SAMEA6815723,GCA_013435755.1
SAMEA6815724,GCA_013435755.1
SAMEA6815725,GCA_013435755.1
SAMEA6815726,GCA_013435755.1
SAMEA6815727,GCA_013435755.1
SAMEA6815728,GCA_013435755.1
SAMEA6815729,GCA_013435755.1
SAMEA6815731,GCA_013435755.1
SAMEA6815732,GCA_013435755.1
SAMEA6815717,GCA_013435755.1
