BioSample,refGenome
SAMN02743819,GCF_000738735.5
SAMN02743820,GCF_000738735.5
SAMN02743821,GCF_000738735.5
SAMN02743822,GCF_000738735.5
SAMN02743823,GCF_000738735.5
SAMN02743824,GCF_000738735.5
SAMN02743825,GCF_000738735.5
SAMN02743826,GCF_000738735.5
SAMN02743827,GCF_000738735.5
SAMN02743828,GCF_000738735.5
SAMN02743829,GCF_000738735.5
SAMN02743830,GCF_000738735.5
SAMN02743831,GCF_000738735.5
SAMN02743832,GCF_000738735.5
SAMN02743833,GCF_000738735.5
SAMN02743834,GCF_000738735.5
SAMN02743835,GCF_000738735.5
SAMN02743836,GCF_000738735.5
SAMN02743837,GCF_000738735.5
SAMN02743838,GCF_000738735.5
SAMN02743839,GCF_000738735.5
SAMN02743840,GCF_000738735.5
SAMN02743841,GCF_000738735.5
SAMN02743842,GCF_000738735.5
SAMN02743843,GCF_000738735.5
SAMN02743844,GCF_000738735.5
SAMN02743845,GCF_000738735.5
SAMN02743846,GCF_000738735.5
SAMN02743847,GCF_000738735.5
SAMN02743818,GCF_000738735.5
